Japanese,English,Note
な‥‥なんですか？,What on earth is that?,gs3_044.txt
この、ヒトをバカにしたような オモチャのバッジは‥‥,What an insult to think anyone could be fooled by such a childish imitation!,gs3_044.txt
（そのオモチャにダマされた 裁判長は、なんなんだ！）,"(Consider yourself insulted, Your Honor!)",gs3_044.txt
‥‥芝九蔵さん。,Mr. Tigre.,gs3_044.txt
あなたは、事件当日、 被害者を演じただけじゃない。,You didn't just pose as the victim on the day in question.,gs3_044.txt
１ヶ月前の法廷で‥‥あなたは、 このぼくを演じたんです！,"A month ago, in this very court, you posed as me!",gs3_044.txt
なんですって‥‥！ そんな‥‥そんなコトが‥‥,Whaaat!? That's... That's...,gs3_044.txt
‥‥ジジツです。,...The truth.,gs3_044.txt
だって‥‥‥‥ゼンゼン 似てないではないですかッ！,"But! The witness looks nothing like you, Mr. Wright!",gs3_044.txt
‥‥‥しかし。,Although...,gs3_044.txt
言われてみれば‥‥ たしかに、あなたでした。,"Now that I think about it, it was you, wasn't it?",gs3_044.txt
‥‥‥‥！,,gs3_044.txt
あなたは‥‥ たしかに、１ヶ月前。,"No doubt it was you... Standing in here, this very court, a mere month ago.",gs3_044.txt
最低の弁護をした、みっともない 弁護士・成歩堂　龍一です！,"The Phoenix Wright who put up the most disreputable, shabby defense I had ever seen!",gs3_044.txt
ぐ‥‥‥‥‥‥‥‥,Grrr...,gs3_044.txt
ぐわおおおおおおおおおおおおッ！,Grrraaaaaaaaargh!,gs3_044.txt
じゃあ、ジイさん！ アンタは、立証できるのか？,"Can you prove that, gramps?",gs3_044.txt
１ヶ月前の“弁護士”が このオトコだった、とッ！,"Prove the ""attorney"" who represented the accused here a month ago was this man.",gs3_044.txt
証言台に立って 立証できるって言うのかッ！,Are you prepared to take the stand and testify that it was him!?,gs3_044.txt
‥‥‥‥ぐふッ！,...*gulp*,gs3_044.txt
ふ、ふむう‥‥‥‥,H-Hmm...,gs3_044.txt
‥‥ちょっと‥‥,H-Hey...,gs3_044.txt
おっちゃん‥‥ か、カンベンしてェな。,"F-Forget about it, yeah?",gs3_044.txt
‥‥‥！,,gs3_044.txt
ワイ、そんなんチャウで。 やってへん、やってへん。,I wouldn't do somethin' like that. Not me.,gs3_044.txt
なァ‥‥、見まちがいやろ？ そう言ってぇな、おっちゃんやァ。,"You... You made a mistake, right? It was someone else, huh?",gs3_044.txt
ぷ‥‥プライドはないんですか！ あなたには‥‥,"Have you no pride, sir!?",gs3_044.txt
‥‥コイツは プライドの問題じゃねえ。,This isn't a matter of pride.,gs3_044.txt
オレたちは法廷にいて‥‥ イノチのやりとりをしているのさ！,"In case you didn't know, Trite, here in court, we deal with people's lives!",gs3_044.txt
ぐ‥‥‥ッ！,Nrrrgh...,gs3_044.txt
そのとおりですな。,Mr. Godot is right.,gs3_044.txt
さ、裁判長‥‥！,Your Honor!?,gs3_044.txt
“個人”としての私には、 カクシンがあります。,"Speaking for myself, I am absolutely convinced.",gs3_044.txt
あの弁護士は、この証人だった！ ‥‥しかし‥‥！,The attorney in question was the witness standing before me now! However...,gs3_044.txt
私は今、判決を下す立場‥‥ “裁判長”として法廷にいます。,I preside over this court as the judge! With the vested power to hand down a verdict.,gs3_044.txt
証拠のない“記憶”などに 左右されるわけにはいきません！,Someone in my position cannot be swayed by a memory without evidence to support it.,gs3_044.txt
そんなああああああッ！,Nooooooo!,gs3_044.txt
弁護側に証拠がない以上‥‥ この証人の審理は、ここまでです。,"If the defense has no further evidence, the court will now excuse the witness.",gs3_044.txt
きわめて疑わしいが、 ‥‥決定的ではない！,"The circumstances surrounding Mr. Tigre are dubious for sure, but not conclusive!",gs3_044.txt
そ‥‥そんな‥‥ ここまで来たのに！,But we've come so far!,gs3_044.txt
岡　高夫に変装しようが、 弁護士に変装しようが‥‥,You say he impersonated Glen Elg. You say he impersonated you.,gs3_044.txt
それが“殺人罪”を 立証するワケじゃねえ。,But none of that adds up to a murder charge.,gs3_044.txt
コーヒーに毒を入れた 証拠なんか、どこにもねえぜ！,You don't have a shred of evidence that the witness poisoned the victim's coffee!,gs3_044.txt
うおおおおおおおおおおおおおおお おおおおおおおおおおおおおおッ！,Nnaaaaaaaaaaaargh!,gs3_044.txt
‥‥‥‥‥‥‥‥‥‥‥‥ケッ！,Ha!,gs3_044.txt
‥‥！,,gs3_044.txt
ザンネンだったのォ、成歩堂‥‥,"Sucks to be you, Wright.",gs3_044.txt
このゼニトラァ！ ナメたらメチャ、しょっぱいでェ！,"Don't mess with The Tiger, or you're gonna get mauled, youse got that!?",gs3_044.txt
（この裁判‥‥アイツを 追いつめるしかなかった‥‥）,(All we managed to do here was chase him around a bit.),gs3_044.txt
（“自分からツミを認めさせる” ‥‥もう少しだったのに‥‥）,(But I was so close to getting him to admit his own guilt!),gs3_044.txt
クッ‥‥！,Ha...!,gs3_044.txt
どうやら‥‥もう、 おかわりは必要ないようだぜ。,Looks like I won't be needing a refill.,gs3_044.txt
（証拠が‥‥あと１つ。 あと１つだけあれば‥‥）,(If I just had one more piece of evidence...),gs3_044.txt
（マコちゃんを‥‥ 助けられるのに‥‥！）,(One more piece of evidence and maybe I could get Maggey off the hook!),gs3_044.txt
それでは、この証人の 審理は、これで終了します！,"This witness's cross- examination is over. You are free to go, Mr. Tigre!",gs3_044.txt
‥‥その裁判‥‥,"...Your Honor, sir...",gs3_044.txt
ちょっと、待ったァァァァッ！,Waaaaaaaait!,gs3_044.txt
あ、あなたは‥‥,D-Detective!,gs3_044.txt
イトノコ刑事ィィィィッ！,Detective Gumshoe!,gs3_044.txt
お待たせしたッス！ この自分が‥‥自分がッ！ I... I...,"Sorry I took so long, pal!",gs3_044.txt
消えそうな刑事生命のすべてを かけて、今ここにッ！,I staked everything on this. My badge... The works!,gs3_044.txt
持ってきたッス！ 燃えそうなアイのためにッ！,"So here it is! My heart's counting on this, too!",gs3_044.txt
い‥‥いったい、何を‥‥？,"Wh-What is it, Detective?",gs3_044.txt
‥‥‥決まってるッス！ モチロン‥‥‥,"Isn't it obvious, pal?",gs3_044.txt
