Japanese,English,Note
１月　８日　午前　９時４６分 地方裁判所　被告人第１控え室,"January 8, 9:46 AM District Court Defendant Lobby No. 1",gs3_040.txt
おはよーございますッ！ 成歩堂さん！,"Gooood morning, Mr. Wright!",gs3_040.txt
おはよう、マコちゃん！,"Good morning, Maggey!",gs3_040.txt
あの‥‥今日は、どうッスか？,"So, what do you think is going to happen today, sir?",gs3_040.txt
きのうの法廷、ナゾだらけで 終わっちゃったッスけど‥‥,"Yesterday's session didn't go so well, and then ended on a giant mystery.",gs3_040.txt
（そういえば‥‥）,(That's true...),gs3_040.txt
（その“ナゾ”に関しては、 なんにもわかってないな‥‥）,(And we still haven't solved a single part of it yet...),gs3_040.txt
だいじょうぶだよね、 なるほどくん？,"Are you OK, Nick?",gs3_040.txt
え？　‥‥あー、うん。 もちろんだよ。,"Huh? Oh, uh... Yeah. Of course.",gs3_040.txt
あ！　今ちょっとだけ、 アサッテの方を見たッス！,I saw that! That little flash of doubt in your eyes!,gs3_040.txt
ちち、ちがうよ！ ‥‥明るい明日を見すえただけだ。,"N-No! That wasn't doubt. That was, umm... determination!",gs3_040.txt
うううう‥‥,Why don't I believe you...?,gs3_040.txt
そろそろ時間だよ、マコちゃん。 被告席に行かないと。,"It's nearly time, Maggey. You'd better get going to the defendant's seat.",gs3_040.txt
じゃあ、よろしくおねがい しますね。成歩堂さん！,"Roger. Don't let me down, Mr. Wright. I'm counting on you!",gs3_040.txt
コラァッ！　アンタ！,"Hey, pal!",gs3_040.txt
あ‥‥イトノコさん‥‥,"Hey, Detective Gumshoe...",gs3_040.txt
ダメじゃないッスか！ マコクンを不安にさせちゃあ！,Quit stressing Maggey out! She doesn't need that!,gs3_040.txt
なな、なんで 知ってるんですか？,H-How did you know she was stressed...?,gs3_040.txt
ドアのカゲから、 そっと見ていたッス。,I was watching through the doorway.,gs3_040.txt
‥‥‥はあ。,Oh...,gs3_040.txt
そんな、なさけないカオしちゃ ダメッス！,"You look like you lost the case already. Show a bit of confidence, will you, pal!?",gs3_040.txt
そんなアンタには、これッス！,"Here, maybe this'll help.",gs3_040.txt
イトノコさんも始めたんですか？ ‥‥アロマテラピー。,"Huh!? Have you taken up aromatherapy, too?",gs3_040.txt
いやいや！　そうじゃないッス！ ‥‥おぼえてないッスか？　コレ。,"Not in a million years, pal! Don't tell me that you don't remember this thing?",gs3_040.txt
（そういえば‥‥アロマテラピーの ボトルじゃないな‥‥）,"(Hmm... Come to think of it, that doesn't look like one of those aromatherapy bottles...)",gs3_040.txt
２日前、アンタが吐麗美庵の キッチンで見つけた小ビンッス！,This is the small bottle that turned up in Trés Bien's kitchen a couple of days ago.,gs3_040.txt
うわ、すごい！ 小さなビンがギッシリ。,Wow! Look at all these little bottles!,gs3_040.txt
アロマテラピーのオイルか。 床の上にまで、あふれてるぞ‥‥,"Oh! They're aromatherapy oils! He's got so many, they're overflowing onto the floor...",gs3_040.txt
‥‥あれ？,"Hey, wait a minute...",gs3_040.txt
‥‥このビンだけ、 なんかちがうよ。,There's one bottle that's different from all the others.,gs3_040.txt
そうだね‥‥。 ラベルもないし。,Well what do you know. And it doesn't have a label either.,gs3_040.txt
それに‥‥ニオイもしないよ。,And... *sniff* It doesn't smell.,gs3_040.txt
このビンの中身の分析結果が やっと出たッス！,We finally got the analysis results back from the lab.,gs3_040.txt
あ！　もしかして、あれですか！ モードク‥‥！,So!? What is it? Is it the poison?,gs3_040.txt
ザンネンながら、 ゼンゼンちがうッス。,"I'm afraid not, pal.",gs3_040.txt
コレは‥‥クスリだったッス。,It's... medication.,gs3_040.txt
くすり‥‥？,Medication?,gs3_040.txt
耳にたらして使う、外用薬ッス。,"Yeah. For ears. Topical use only, apparently.",gs3_040.txt
“耳に”‥‥ってコトは、 もしかして‥‥？,For ears? You mean...?,gs3_040.txt
コマクが破れた被害者・岡　高夫に 処方されたクスリッス！,Yeah. It's the medication Glen Elg was using for his ruptured eardrum!,gs3_040.txt
（岡　高夫のクスリが‥‥ キッチンで発見された‥‥？）,(What was Glen Elg's ear medicine doing in the kitchen...?),gs3_040.txt
証拠品《小ビン》のデータを 法廷記録にファイルした。,Small Bottle refiled into the Court Record.,gs3_040.txt
‥‥あの。イトノコ刑事？ 《正体不明の指紋》というのは‥‥,"Um, what about the unidentified fingerprints? Anything on that?",gs3_040.txt
鑑識の手ちがいで、ビンの中身の ブンセキしかしてなかったッス。,"Someone screwed up, so they only had time to analyze the contents of the bottle.",gs3_040.txt
あと１時間もあれば、 指紋の検査もできたッスが‥‥,"Another hour and they might have gotten something on the prints, but...",gs3_040.txt
（ううん‥‥証拠としては、 ヨワい気もするな‥‥）,(Hmm... That's going to weaken its impact as a piece of evidence...),gs3_040.txt
さ。さ。時間ッス！ 今日こそ、キメるッスよ！,"OK, pal! This is it! Make sure your defense is impregnable today, got it!?",gs3_040.txt
（‥‥今日の法廷‥‥）,(Today's trial...),gs3_040.txt
（かならず、あのオトコを 引きずり出すんだ‥‥）,"(I'm gonna expose that guy for what he's done, or my name isn't Phoenix Wright!)",gs3_040.txt
同日　午前１０時 地方裁判所　第４法廷,"January 8, 10:00 AM District Court Courtroom No. 4",gs3_040.txt
これより、須々木　マコの 法廷を開廷します。,Court is now in session for the trial of Maggey Byrde.,gs3_040.txt
弁護側、準備完了しております。,"The defense is ready, Your Honor.",gs3_040.txt
こっちは‥‥ 閉廷の準備ができてるぜ。,Ready and waiting as always. Your Honor.,gs3_040.txt
毎度、たのもしいかぎりです。,Very good. Then we'll get underway at once.,gs3_040.txt
きのうの証人、五十嵐　将兵さんは こう証言しています。,Yesterday we heard the testimony of Mr. Victor Kudo.,gs3_040.txt
被告人・須々木　マコが、被害者の コーヒーに粉末を入れた‥‥と。,He claims to have witnessed the defendant putting a powder into the victim's coffee.,gs3_040.txt
ただ‥‥五十嵐さんの証言には、 いくつかモンダイがありました。,"However, the witness's testimony was plagued with a number of problems.",gs3_040.txt
カップの跡は、被害者が右手で コーヒーを飲んだことを示してる。,The mark on the rim of the cup shows that the victim drank from it with his right hand.,gs3_040.txt
しかし‥‥証言では、被害者は 左手でコーヒーを飲んでいる‥‥,"But according to the old man's testimony, he picked it up with his left hand.",gs3_040.txt
さらに、五十嵐さんの 目撃証言によれば‥‥、,"Thank you, Mr. Godot. Furthermore, according to the witness's account...",gs3_040.txt
被害者は、聞こえるはずのない ラジオを聞いていました。,...the victim was listening to the radio with an earpiece in his left ear.,gs3_040.txt
コマクが破れた左耳に、 イヤホンをつけて‥‥。,"Yet, the victim's left eardrum was ruptured, which made him effectively deaf in that ear.",gs3_040.txt
いやー、ホント。ムジュン だらけだねえ、こりゃ。,"It's amazing how many contradictions a single case can have, huh Nick?",gs3_040.txt
クッ‥‥！　いいコトを 教えてやるぜ、裁判長‥‥。,"Ha...! Allow me to enlighten you, Your Honor.",gs3_040.txt
‥‥地球は回り、オレたちも 回ってるんだぜ‥‥。,"The world, you see, keeps turning, and we must turn with it.",gs3_040.txt
今日もいきなり、 よくわからないのですが‥‥,"You've lost me already, Mr. Godot.",gs3_040.txt
“きのうのナゾは、 今日もナゾ”‥‥,Don't let the mysteries of yesterday mystify you today.,gs3_040.txt
そんな考えかたは、もう お呼びじゃねえ、ってコトさ。,Only losers think like that.,gs3_040.txt
時代は、変わるッ！ ‥‥そいつが、オレのルールだぜ。,You've got to change with the times! That's one of my rules!,gs3_040.txt
じゃあ‥‥あなたは！ 見つけたというのですか！,Are you implying that you've resolved these contradictions?,gs3_040.txt
このムジュンの‥‥コタエを！,You know the answers to these riddles!?,gs3_040.txt
マメを食う老人は、マメとともに 《真実》を投げていたのさ。,The old guy wasn't just throwing seed in here. He was throwing us off the scent.,gs3_040.txt
‥‥そいつを、証明するぜ。,And today I'll prove it.,gs3_040.txt
それでは、最初の 証人を入廷させてください！,Very well. Let the first witness take the stand!,gs3_040.txt
‥‥なんだ？　アンタ。,And you are?,gs3_040.txt
ボンジュウル、みなさあん。,"Oh bonjour, everyone!",gs3_040.txt
