Japanese,English,Note
２月　９日　午前　３時４３分 堀田クリニック　集中治療室,"February 9, 3:43 AM Hotti Clinic Intensive Care Unit",gs3_064.txt
‥‥ぼくは今、ある裁判の記録を 目の前にしている。,"I'm still up at this hour, reading through the trial record of a certain case.",gs3_064.txt
ぼくの師匠、千尋さんが 初めて法廷に立ったときの記録だ。,"It's the first case my mentor, Mia, had ever handled in a court of law.",gs3_064.txt
そこには‥‥信じたくない 《真実》が、ぼくを待っていた。,The horrifying truth that I refuse to accept is holding me hostage here within its pages.,gs3_064.txt
‥‥美柳　ちなみ‥‥,Dahlia Hawthorne...,gs3_064.txt
どうしても、信じられなかった。 記録の中に書かれているのは‥‥,"What I have read, I don't want to believe.",gs3_064.txt
ぼくの知っている 彼女ではなかった。,What is written here... This wasn't the Dahlia I knew.,gs3_064.txt
‥‥吾童川に飲みこまれたぼくは、 奇跡的に救出されたらしいけど‥‥,"After falling into the Eagle River, I was somehow miraculously saved...",gs3_064.txt
考えられるかぎり、この世で最も タチの悪いカゼをひいてしまった。,But I ended up catching a cold that seemed to knock me around the world and back.,gs3_064.txt
‥‥目はくらみ、耳鳴りがして ノドは焼け、アタマは煮えたぎる。,"I feel dizzy, my ears are ringing, my throat burns, and my head is on fire.",gs3_064.txt
しかし、かならず回復する！ ‥‥今日の午後までに‥‥,But I will recover! I have to recover by this afternoon...,gs3_064.txt
考えられるかぎり、この世で最も タチの悪い証人を相手に‥‥,I have to meet with the most ill-tempered witness imaginable.,gs3_064.txt
アイツなら！　きっと なんとかしてくれるはずだから‥‥,But I know that he will be able to help me... somehow!,gs3_064.txt
２月　９日　午後　２時４３分 おぼろ橋,"February 9, 2:43 PM Dusky Bridge",gs3_064.txt
だ‥‥大丈夫なのか、成歩堂。,Wright... Are you sure you're well enough to be doing this?,gs3_064.txt
カオが、なんというか‥‥ ミドリ色、だが。,You still look a little green in the face.,gs3_064.txt
専門的にはビリジアン、ッスね。,"Or maybe ""viridian"", in artist-speak.",gs3_064.txt
‥‥これでも、ずいぶん 熱は下がったんだけどな。,"Actually, my fever has gone down quite a bit.",gs3_064.txt
何度ッス？,How's your temperature now?,gs3_064.txt
微熱ていどですよ。 ‥‥３８度９分だから。,Only 102.2 degrees... Nothing to worry about.,gs3_064.txt
げほ。げほげほがほげほ。,*cough* *cough* *cough* *cough*,gs3_064.txt
とにかく‥‥裁判の記録は さっき読ませてもらったよ。,Anyway... I read today's trial record.,gs3_064.txt
‥‥さすが御剣だな。 あの状況で、持ちこたえるなんて。,"You weren't bad, Edgeworth... Pretty impressive despite the circumstances.",gs3_064.txt
まだ、キケンな状況で あることはまちがいないが、な。,We're not in the clear yet.,gs3_064.txt
とにかく、ポイントは凶器だ。,The main point of contention tomorrow is going to be the murder weapon.,gs3_064.txt
“きょうき”‥‥,Yeah...,gs3_064.txt
七支刀は、凶器ではなかった。,"In the end, the Shichishito did not deliver the deadly blow.",gs3_064.txt
