Japanese,English,Note
１月　７日　午後１２時５２分 成歩堂法律事務所,"January 7, 12:52 PM Wright & Co. Law Offices",gs3_034.txt
今日の法廷‥‥どうだったのかな。,So how do you think the trial went this morning?,gs3_034.txt
“どう”って？,How do you think it went!?,gs3_034.txt
なんだか、よけいに こんがらがっちゃったよ。,It got a bit crazy in there. I just wonder if that killed our chances.,gs3_034.txt
そうだなあ。あの、 メイワクなオジさんの証言‥‥,"Yeah, I guess it did get out of hand. Mr. Kudo's testimony did nothing to help us.",gs3_034.txt
コーヒーに“白いコナ”を入れた ウエイトレスは、ダレだったのか？,"Plus, now we don't even know the identity of the waitress who laced the coffee.",gs3_034.txt
オジさん、エプロンのヒモと リボンしか見てなかったんだよね。,"All we know is what old Mr. Kudo saw... The apron straps, and the ribbon.",gs3_034.txt
それに、コマクの破れた耳に イヤホンをしていた、被害者‥‥,And that the victim was wearing an earpiece when his eardrum was ruptured.,gs3_034.txt
ううん‥‥。世の中、ムジュン だらけだよねー、ホントに。,Talk about a terrifying case of contradictionitus.,gs3_034.txt
とにかく‥‥１つでも多くの コタエを見つけないとね。,"Time to play doctor and find ourselves a cure then, huh?",gs3_034.txt
マコちゃんのためだもんね！ いっちょ、やるよ！,"Yeah, we've gotta find one for Maggey, or she's going to have a terminal case of guilty!",gs3_034.txt
観葉植物のチャーリーくん。,Charley. A quite decorative plant.,gs3_034.txt
今は亡くなってしまった所長、 千尋さんの形見‥‥だ。,He's sort of a keepsake... Something to remember Mia by.,gs3_034.txt
散らかりほうだいの事務所だけど、 こいつの世話だけは忘れない。,"Sure, the office is a mess, but I never forget to water this little fella.",gs3_034.txt
ムズカシイ法律の本が あざ笑うように並んでいる。,Difficult-looking legal books stand in a formidable row. They mock me.,gs3_034.txt
‥‥そういえば、うっすらと ホコリをかぶってるな。,"...Actually, I've neglected them for so long that they're covered in a layer of dust.",gs3_034.txt
たまには‥‥せめて 読むフリだけでもしてみるか。,I guess I should at least pretend to read them once in a while.,gs3_034.txt
ぼくのデスクだ。,It's my desk.,gs3_034.txt
あまり座る機会がないため、 いやにキチンとかたづいている。,"I don't get to use it much, so it's still super neat and tidy from when Pearls cleaned it.",gs3_034.txt
窓の向かいがわには、 巨大なビルがそびえている。,There is a giant building just outside the window.,gs3_034.txt
《ホテル・バンドー》 超ゴウカな超一流ホテルだ。,"It's the Gatewater Hotel, a high-class, luxury hotel.",gs3_034.txt
なんでも、となり街の一角を ゴッソリ買収して、,The chain is getting so rich that they bought a whole chunk of the next town over...,gs3_034.txt
超レジャー施設《バンドーランド》 の建設が始まったらしい。,"...and started building a huge theme park. It's going to be called ""Gatewater Land"".",gs3_034.txt
‥‥そういえば、あのボーイさん から年賀状が来てたっけ。,"...I wonder if that bellboy is going to send me a greeting card this year, too?",gs3_034.txt
古い映画のポスターだ。,An old movie poster.,gs3_034.txt
ムカシ千尋さんが見て、 初めて泣いた映画なのだそうだ。,"Apparently, this was the first movie that made Mia cry when she saw it, a long time ago.",gs3_034.txt
最近、妹の真宵ちゃんが見て、 一晩中泣いていたらしい。,"Maya watched it recently, and said she cried all night, too!",gs3_034.txt
‥‥ということで、最近は このポスターを張ってある。,"...Which, I guess, is why it's back up on the wall.",gs3_034.txt
今度、ぼくも見てみるか。,I'll have to check it out one of these days.,gs3_034.txt
さて‥‥、どこから手を つけたらいいかな。,Well? I'm officially at a loss as to where to start.,gs3_034.txt
そうだねえ。 なるほどくんはどう思う？,"Yeah, me too. Let's try some brainstorming. You go first.",gs3_034.txt
とにかく、あのオジさんの証言を どうにかしたいよね。,I guess we should try to put Mr. Kudo's testimony to some sort of use.,gs3_034.txt
ふんふん。,"Yeah, that's true.",gs3_034.txt
それに、被害者にコーヒーを運んだ ウエイトレスと、被害者自身‥‥,And we need to figure out the identity of the waitress and who the victim really was...,gs3_034.txt
やっぱり、事件のカギは 吐麗美庵にあるんじゃないかな。,"Somehow, I think the key to this case has got to be at Trés Bien.",gs3_034.txt
よし！　じゃあ、 それで行ってみよう！,"Well then, let's go back there and check it out again.",gs3_034.txt
あ！　あと、マコちゃんを はげましてあげないとね！,"Oh! And we should drop in on Maggey and see how she's doing, too.",gs3_034.txt
‥‥どう？　何か 気づいたこと、あるかな。,So... Anything on your mind?,gs3_034.txt
ああ‥‥そういえば。,"Actually, there is something...",gs3_034.txt
‥‥‥？,,gs3_034.txt
ケッキョク、どうなったのかな。 なるほどくんのニセモノ。,"I was wondering about Xin Eohp... You know, like what he's like and stuff.",gs3_034.txt
あ‥‥ 忘れてたな、そのコト。,"Oh, yeah. I almost forgot about that guy.",gs3_034.txt
ボテくりこかしまわしてさらにコレ シバきたおしたろかいワレェェッ！,"I atta beat you so hard, it'll feel like youse were smoochin' the express train!",gs3_034.txt
‥‥成歩堂　龍一ィィィ？ アンタがかァ？,Phoenix Wright? Youse sayin' YOU' Phoenix Wright?,gs3_034.txt
弁護士の成歩堂　龍一ゆうたら‥‥ この、ワイのコトやああぁぁぁッ！,Cause I'M Phoenix Wright. The one and only!,gs3_034.txt
じつは‥‥ココロ当たりは あるんだよ。ソイツのこと。,Actually... I've learned a little something about my doppelganger.,gs3_034.txt
あれ。知ってるの？ ニセなるほどくん。,Huh? You did? What did you find out?,gs3_034.txt
（そうか‥‥。真宵ちゃんは アルバイト中だったっけ）,"(Oh, yeah. Maya was working at the restaurant when I ran into Don Foneeonay...)",gs3_034.txt
‥‥アレでニセモノだったら、 名誉キソンで訴えてやりたいよ。,Let's just say he was such a terrible version of me that I wanted to sue for defamation!,gs3_034.txt
（アイツの狙いは‥‥ いったい、なんなんだ？）,"(What's that guy's story, anyway? What does he have to gain by impersonating me?)",gs3_034.txt
今日のゴドー検事は いいキミだったねー。,"Godot got it good today, huh?",gs3_034.txt
なんてったって、 ケムリ吹いてたもんね、最後。,He was even smoking at the end there!,gs3_034.txt
でも、たぶん明日には 新しい証人を用意してくるよ。,"He'll have a new witness ready for tomorrow, though. You can count on it.",gs3_034.txt
（それまでに‥‥ 真相をつかむしかない！）,"(We need to figure out the facts before then, or we're doomed!)",gs3_034.txt
また、助けてもらっちゃったな。 千尋さんには。,Mia really bailed me out again yesterday.,gs3_034.txt
まったく、シツレイしちゃうよ、 マメのオジさん。,Argh! That seedy old man was so rude to me!,gs3_034.txt
あたしのスゴさが わからないなんてねー。,"He didn't realize just how awesome I am. If he had, I bet he would've treated me better.",gs3_034.txt
す、“スゴさ”ねえ‥‥,Since when did you become so awesome?,gs3_034.txt
どうなの？　霊媒師の 修行のほうは。,So? How's your spirit medium training going?,gs3_034.txt
ちょっと、お休み。 なんかね。ダメなんだ、今。,"Well, I'm kind of taking a break... I'm having a bit of trouble right now, you know?",gs3_034.txt
（１年前の、あの事件から‥‥）,(Last year's incident must still be on her mind...),gs3_034.txt
（修行している真宵ちゃんを 見なくなった）,(I haven't seen Maya train at all since then.),gs3_034.txt
（“迷っている”‥‥千尋さんが そう言ってたっけ‥‥）,"(I think Mia said that it's because Maya's ""at a loss these days""...)",gs3_034.txt
今日のイトノコさん、 カワイソウだったね。,I really felt sorry for Gumshoe today.,gs3_034.txt
マコちゃんを助けたいのに、 どんどん追いつめちゃって。,"He really wanted to help Maggey out, but he kept getting backed into a corner.",gs3_034.txt
マコちゃんも キズついてたみたいだからなあ。,"Maggey took it pretty bad, didn't she? Do you think she feels betrayed?",gs3_034.txt
元気づけてあげないとね。 トモダチなんだから。,"Maybe. We've got to cheer her up somehow. She's a friend, after all.",gs3_034.txt
（と、トモダチか‥‥ あまり考えたこと、なかったな）,"(A friend? Hmm... Never really thought of it that way, but I guess she is.)",gs3_034.txt
今日の法廷で、ミョーなムジュンが 出てきたでしょ。ウジャっと。,"A lot of strange conflicting things kept popping up today in the trial, huh?",gs3_034.txt
たしかに、出てきたね。 ウジャっと。,"Yeah, and they seemed to come out of nowhere.",gs3_034.txt
だから、マコちゃんにも ハナシを聞いとかないとね！,That's why we've gotta go talk with Maggey and get this whole thing straightened out!,gs3_034.txt
（マコちゃんは、被害者に コーヒーを運んだとき‥‥）,(Maggey said that when she brought the victim his coffee...),gs3_034.txt
（“もう１人の客”を 目撃している‥‥）,(...there was one more person sitting at the table.),gs3_034.txt
（そのムジュンも ハッキリさせないとな‥‥）,(This single contradiction is probably the most important one we have to resolve...),gs3_034.txt
そういえば‥‥,"Have you noticed the victims in our cases tend to be people we know nothing about, Nick?",gs3_034.txt
今回も、ナゾのヒトだよね、 被害者って。,"Take Glen Elg, for example.",gs3_034.txt
そうだなあ。,Now that you mention it...,gs3_034.txt
どういうヒトで、どうして 殺害されたのか‥‥？,"We don't know what kind of guy he was, or why he was killed.",gs3_034.txt
そろそろ、キチンと 調べないとね。,I say it's time to get out there and find some answers!,gs3_034.txt
