Japanese,English,Note
同日　某時刻 警察署・刑事課,January 7 Police Station Criminal Affairs Dept.,gs3_036.txt
イトノコさん、いないね。,Looks like Gumshoe's not here.,gs3_036.txt
それより‥‥なんか、 いつもとフンイキがちがうぞ。,Never mind that. What's going on? It feels different in here somehow...,gs3_036.txt
あれ。そうかな？,You think?,gs3_036.txt
ミョーに殺気立ってるというか‥‥,Yeah. Everyone seems to be on edge.,gs3_036.txt
何してるんだ！　聞き込みの 人員を、はやくまわしてくれ！,"What are you doing!? Call in the officers for the briefing, quick!",gs3_036.txt
署のサーバーマシン、 シャットダウンできないのか？,Can't you shut down the station's server?,gs3_036.txt
課長！　インターネットは やめてください！,Chief! Quit playing on the Internet!,gs3_036.txt
いや、しかし、メールトモダチの サヨコさんがだね。,"But my e-mail pen pal, 1337aZnPrInceSz!",gs3_036.txt
また今度にしてください！ はい。スイッチ、切りますよ！,Save it for later! I'm turning it off NOW!,gs3_036.txt
ぎゃー！　サヨコさん‥‥,Noooo! 1337aZnPrInceeeeeSz!!,gs3_036.txt
‥‥みんな、なんか イキイキしているね。,"Everyone's keeping busy in here, huh?",gs3_036.txt
“バタバタしている”と言った ほうが正しいんじゃないかな。,"Keeping busy? More like panicking, if you ask me.",gs3_036.txt
（何か、事件が起こったらしいな ‥‥それも、重大な‥‥）,(Something's going on. Something big...),gs3_036.txt
あ、カワイイ！　これって、 ケーサツのマスコットだよね。,"Hey, that's the police mascot, isn't it? It's so cute!",gs3_036.txt
“タイホくん”だよ。,"That's the ""Blue Badger"".",gs3_036.txt
ワシが考えて、ワシが作った。 今や、この国の警察のシンボルさ。,It was my idea! I made it! And now it's the national symbol of the police!,gs3_036.txt
１ぴき、ふえてますね。 ‥‥ピンクのが。,"So what's with the pink one? It's new, right?",gs3_036.txt
“１ぴき”って言わない、 なるほどくん。,"She's not an ""it"", Nick. She's a ""she""! Right, Chief!?",gs3_036.txt
それは、新しい仲間の “タイホちゃん”だよ。,"Yup. Meet the ""Pink Badger"".",gs3_036.txt
あれ。 名前、おんなじなんですか？,"So one's called ""Blue"", and the other's called ""Pink"", but they're both called ""Badger""?",gs3_036.txt
ケッコンしてるからね、 その２人は。,You got it! They're married.,gs3_036.txt
あの。タイホくんとタイホちゃん ‥‥手錠でつながれてますけど。,"Um... Mr. & Mrs. Badger seem to be cuffed together, Chief.",gs3_036.txt
‥‥それが ケッコンというヤツだからねえ。,You got it! That's marriage for you!,gs3_036.txt
（さすが警察のマスコット‥‥ 重たいな、なんとなく）,(Whoa... A mascot that's deeper than the deepest of deep oceans...),gs3_036.txt
刑事さんだろうか。,That must be one of the detectives.,gs3_036.txt
‥‥何やら、ひとりでぶつぶつ つぶやいている。,He's mumbling something to himself.,gs3_036.txt
“ひったくり　ひったくられて いたみわけ”,"""Even pickpockets can have their pockets picked.""",gs3_036.txt
‥‥キマリだな。一見、 標語っぽくないのがイイ。,That's a keeper! Better to go with something that doesn't sound too much like a slogan.,gs3_036.txt
防犯キャンペーンの 標語を考えている‥‥,He must be coming up with slogans for a crime prevention campaign...,gs3_036.txt
ようには、とても見えない。,...But I'm not sure even he knows what kind of crime he's trying to prevent.,gs3_036.txt
刑事課の課長さんだろう。,This must be the chief of the detectives here.,gs3_036.txt
‥‥パソコンのスイッチを 切られて、ボーゼンとしている。,"He looks lost, now that the power to his computer has been cut.",gs3_036.txt
‥‥しかたがない。 気分を変えて、手紙にするか。,"Oh, well. I guess I'll just have to write her a real letter instead of an email.",gs3_036.txt
