Japanese,English,Note
午前１時をお知らせします。,The time is 1:00 AM.,gs3_006.txt
ピッ‥‥ピッ‥‥ピッ‥‥ ポーン‥‥,Beep... Beep... Beep... Beeeeeeep...,gs3_006.txt
刑事さん！ 予告の時間をすぎましたぞ！,Detective! We made it!,gs3_006.txt
ふう‥‥どうやら、 宝石はブジだったようですな。,Whew... What a relief. Glad the jewel is still safe.,gs3_006.txt
きっと、ワレワレの警備に恐れを なしたッスね！,"Ho ho! You said it, pal. It musta been our rock solid security that scared him off!",gs3_006.txt
いちおう、金庫の中を カクニンしてもらえますかな？,Would you mind opening the safe just to double check?,gs3_006.txt
あああああああッ！ やられたッスウゥゥゥッ！,Aaaaaaaaaah! We've been had!,gs3_006.txt
お‥‥オモテだッ！　警官隊！ 探照灯をつけろおッ！,O-Out front! Guards! Turn on the searchlights!,gs3_006.txt
わははははははははははははは‥‥ ‥‥ゴクロウだったねえ、諸君！,"Aha ha ha ha ha ha ha... Better luck next time, gentlemen!",gs3_006.txt
わははははははははははははは‥‥ それでは、諸君。シツレイするよ！,"Aha ha ha ha ha ha ha... Excuse me, but I'm afraid I must be leaving now!",gs3_006.txt
次の満月の夜‥‥また会おう！ わははははははははははははは‥‥,We shall meet again... When the next moon is full! Aha ha ha ha ha ha ha...,gs3_006.txt
わーははははははははははは‥‥,Ahaaaa ha ha ha ha ha ha...,gs3_006.txt
９月１１日　午後　３時２４分 成歩堂法律事務所,"October 11, 3:24 PM Wright & Co. Law Offices",gs3_006.txt
ね、ね、なるほどくん！ ちょっと聞いてよ！,"Hey, Nick! Get a load of this!",gs3_006.txt
ほらほら、トイレ掃除なんて あと、あと！,"Hey, are you listening to me!? You can clean the toilet later! This is important!",gs3_006.txt
‥‥うるさいな。 何をハシャいでるんだよ。,*sigh* What are you freaking out about now?,gs3_006.txt
ふふん。,Hee hee.,gs3_006.txt
このあたしに向かって、エラそうな 口をきけるのも、今日かぎりだよ！,Today will be the last time you talk to me that way!,gs3_006.txt
‥‥？,Huh?,gs3_006.txt
あたしたち、 ついにビッグになれるかも！,We're about to hit the big time!,gs3_006.txt
“ビッグ”‥‥？ 真宵ちゃんと、ぼくが？,"""Big time""? And what do you mean by ""we""? You don't mean you and me are...?",gs3_006.txt
ナニ言ってるの、なるほどくん。,Ha! Don't be silly.,gs3_006.txt
あたしと‥‥ はみちゃんに決まってるでしょ！,"I'm talking about me and Pearly, of course!",gs3_006.txt
こんにちは。 おひさしぶりです、なるほどくん。,"Hello. It's a pleasure to see you again, Mr. Nick!",gs3_006.txt
あ、春美ちゃん。よく来たね。 ‥‥何かあったの？,Pearls! You haven't changed a bit! Wait... What are you doing here anyway?,gs3_006.txt
ふふ。なるほどくん、 何も知らないのですね。,"Hee hee. Haven't you heard, Mr. Nick?",gs3_006.txt
ほら、これですっ！,Here! Take a look at this!,gs3_006.txt
（なんだ、これ‥‥。ポスター？）,(What's this...? Some kind of poster?),gs3_006.txt
倉院の里（くらいんのさと） ‥‥って、あの？,Kurain Village... Isn't that...?,gs3_006.txt
そうだよ。 あたしと、はみちゃんのふるさと。,"That's right. It's our hometown... Pearly and mine, that is.",gs3_006.txt
“秘宝”‥‥なんて、あったっけ？ あんなイナカに。,"What's this about ""treasures"" from the boonies?",gs3_006.txt
ふっふっふっ‥‥ あたしたちをナメちゃダメだよ。,Ha ha ha. Very funny. You can laugh all you want...,gs3_006.txt
今夜、ゆっくり見せてあげるから。,But you'll be singing another tune tonight!,gs3_006.txt
