Japanese,English,Note
同日　午後　１時１４分 地方裁判所　被告人第４控え室,"February 16, 1:14 PM District Court Defendant Lobby No. 4",gs3_050.txt
尾並田さ,"Mr. Fawles, I...",gs3_050.txt
うがーーーー！,UGGAAAA!,gs3_050.txt
きゃああ！ ゴメンなさいゴメンなさい！,Eeeeeek! I'm sorry! I-I'm sorry!,gs3_050.txt
オレ、モーレツにカンドー。 アンタ、恩人。,I wanna say thanks. You're real good! You really hooked me up!,gs3_050.txt
あと、１歩です！ 彼女の犯行を立証できれば‥‥,Thanks! We're almost there! Once I prove that she committed the crime...,gs3_050.txt
‥‥そこに、もう１つのカベが 立ちふさがるだろうぜ。,"...Yeah, but there's one more big obstacle we've got to get past.",gs3_050.txt
か、“カベ”‥‥ですか？,Ob-Obstacle...?,gs3_050.txt
無久井　里子が‥‥なぜ。 あの婦人警官を殺害したのか‥‥？,Yeah. Motive. Why would Melissa Foster kill that policewoman anyway?,gs3_050.txt
（“動機”‥‥）,"(Motive, huh...)",gs3_050.txt
とにかく‥‥オレたちには、 致命的に情報が足りねえ。,Anyway... We're still badly in need of information.,gs3_050.txt
情報‥‥‥,Information... Right...,gs3_050.txt
まず、足りねえのは 無久井　里子に関する情報だ。,What we need the most is info about this Melissa Foster herself.,gs3_050.txt
“文学部の学生” オレたちは、それしか知らねえ。,All we know is that she's a student studying literature.,gs3_050.txt
そして‥‥もう１つ。,And one more thing.,gs3_050.txt
‥‥なんですか！,...What is it?,gs3_050.txt
もちろん‥‥５年前の事件だ。,"Well, the incident that happened 5 years ago, of course.",gs3_050.txt
このシマシマが死刑判決を 受けた、例の誘拐殺人事件さ。,The kidnapping-murder case that Zebra Boy is on death row for...,gs3_050.txt
オレ！　なんにもしてない！ オレ！　ウソ、つかない！,I din't do nuttin'! I din't kill nobody! I never lie!,gs3_050.txt
尾並田さん！　それならば‥‥ 私たちに、話してくれますか？,Mr. Fawles! In that case... Tell us more about it.,gs3_050.txt
‥‥５年前の事件のこと。,...About what happened 5 years ago.,gs3_050.txt
わかった。‥‥オレ。 アンタ、信じる。,OK. I trust you.,gs3_050.txt
