Japanese,English,Note
９月７日　午前１０時 地方裁判所　第１法廷,"September 7, 10:00 AM District Court Courtroom No. 1",gs1_004.txt
これより、綾里　真宵の 法廷を開廷します。,The court is now in session for the trial of Ms. Maya Fey.,gs1_004.txt
検察側、 準備完了しております。,"The prosecution is ready, Your Honor.",gs1_004.txt
弁護側、 準備完了しております。,"The defense is ready, Your Honor.",gs1_004.txt
（御剣　怜侍‥‥か）,(Miles Edgeworth...),gs1_004.txt
（今日は、どんな小さなスキも 見せられないな‥‥）,"(I'd better not show any signs of weakness today, or he'll be on me in an instant.)",gs1_004.txt
御剣検事。 冒頭弁論をおねがいします。,Mr. Edgeworth. Please give the court your opening statement.,gs1_004.txt
被告人・綾里　真宵は、 事件当時、殺人現場にいた。,"Thank you, Your Honor. The defendant, Ms. Maya Fey, was at the scene of the crime.",gs1_004.txt
検察側は、彼女が犯行を 行ったことを示す証拠と、,The prosecution has evidence she committed this murder...,gs1_004.txt
犯行を目撃したという証人を 用意している。,and we have a witness who saw her do it.,gs1_004.txt
被告人の有罪は、１点の うたがう余地もないだろう。,"The prosecution sees no reason to doubt the facts of this case, Your Honor.",gs1_004.txt
‥‥なるほど。,I see.,gs1_004.txt
では、さっそく 始めてもらいましょう。,"Thank you, Mr. Edgeworth. Let's begin then.",gs1_004.txt
最初の証人を入廷させて いただこう。,You may call your first witness.,gs1_004.txt
捜査の指揮をとった、 イトノコギリ刑事！,"The prosecution calls the chief officer at the scene, Detective Gumshoe!",gs1_004.txt
証人。名前と職業は？,"Witness, please state your name and profession to the court.",gs1_004.txt
はッ！,Sir!,gs1_004.txt
自分の名前は、糸鋸　圭介 （いとのこぎりけいすけ）ッス！,"My name's Dick Gumshoe, sir!",gs1_004.txt
所轄署の、殺人事件捜査担当の 刑事ッス！,"I'm the detective in charge of homicides down at the precinct, sir!",gs1_004.txt
イトノコギリ刑事。,Detective Gumshoe.,gs1_004.txt
まず、事件の説明を おねがいする。,"Please, describe for us the details of this murder.",gs1_004.txt
はッ！ では、上面図で説明するッス。,"Very well, sir! Let me use this floor map of the office to explain.",gs1_004.txt
死体は、窓際のこの位置に 倒れていたッス。,"The body was found by this window, here.",gs1_004.txt
被害者の死因は？,And the cause of death?,gs1_004.txt
鈍器で殴られた際の、失血ッス。,"Loss of blood due to being struck by a blunt object, sir!",gs1_004.txt
凶器は《考える人》の置物で、 死体のそばに転がっていたッス！,"The murder weapon was a statue of ""The Thinker"" found next to the body, sir!",gs1_004.txt
女の子でも、じゅうぶん犯行が 可能な重さッス！,"It was heavy enough to be a deadly weapon, even in a girl's hands, sir!",gs1_004.txt
では、その凶器の置物を 受理しましょう。,The court accepts the statue as evidence.,gs1_004.txt
（あいかわらず、“置物” あつかいか‥‥）,"(They're still calling it a ""statue""...)",gs1_004.txt
証拠品《上面図》を 法廷記録にファイルした。,Floor plans added to the Court Record.,gs1_004.txt
さて‥‥刑事。,"Now, Detective...",gs1_004.txt
は、はい‥‥ッス。,Y-yes sir!,gs1_004.txt
キミは、現場にいた 綾里　真宵を、すぐ逮捕した。,"You immediately arrested Ms. Maya Fey, who was found at the scene, correct?",gs1_004.txt
それは、なぜか？,Can you tell me why?,gs1_004.txt
動かぬ証拠が あったからッス！,"Yes sir! I had hard evidence she did it, sir!",gs1_004.txt
ふむう‥‥ では、イトノコギリ刑事。,"Hmm. Detective Gumshoe,",gs1_004.txt
その“動かぬ証拠”とやらを、 《証言》してください。,"Please testify to the court about this ""hard evidence.""",gs1_004.txt
～綾里　真宵を逮捕した理由～,-- Maya Fey's Arrest --,gs1_004.txt
自分は、電話の通報で事件を知り、 現場へかけつけたッス！,"As soon as the phone call came in, I rushed to the scene!",gs1_004.txt
現場には、 ２人の人物がいたッス。,There were two people there already:,gs1_004.txt
被告人の綾里　真宵と、 弁護人、成歩堂　龍一。,"The defendant, Ms. Maya Fey, and the lawyer, Mr. Phoenix Wright.",gs1_004.txt
自分は迷わず、 綾里　真宵を逮捕したッス！,I immediately arrested Ms. Maya Fey!,gs1_004.txt
その理由は！　通報者の 目撃証言があったからッス！,Why? We had a witness account describing her!,gs1_004.txt
その通報者は、綾里　真宵の 犯行の瞬間を見ていたッス！,The witness saw Ms. Maya Fey at the very moment of the murder!,gs1_004.txt
ふむう、 犯行の瞬間を見ていた‥‥。,"Hmm... The very moment, you say.",gs1_004.txt
なるほど‥‥。では成歩堂くん、 《尋問》をしてもらいましょう。,"Very well. Mr. Wright, you may begin your cross-examination.",gs1_004.txt
は、はい。 （そんなこと言われても‥‥）,"Y-yes, Your Honor.",gs1_004.txt
,(Cross-examine what...?),gs1_004.txt
（今の証言に、ムジュンするような 部分なんて、あったか‥‥？）,(I couldn't see a single contradiction in that testimony...),gs1_004.txt
‥‥ヒュッ！‥‥,...whoosh...,gs1_004.txt
‥‥コツン！,SMACK!,gs1_004.txt
（‥‥！　被告席の真宵ちゃんが、 何か投げてきたぞ）,(Hey! Maya just threw something at me...),gs1_004.txt
（なになに）,(What's this?),gs1_004.txt
（“お姉ちゃんは、証言に ムジュンが見つからないとき”）,"(""When my sister couldn't find any contradictions in a witness's testimony"")",gs1_004.txt
（“とりあえずハッタリをかけて、 証人をゆさぶっていました”）,"(""she would bluff it and press the witness on every detail!"")",gs1_004.txt
（“ゆさぶられた証人は‥‥”）,"(""The witness always slips up and says something wrong..."")",gs1_004.txt
（“動揺して 口をすべらせることが‥‥”）,"(""It worked lots of times!"")",gs1_004.txt
（‥‥ははあ、さすが オニ弁護士の妹、だな‥‥）,(Heh... I should have expected Maya would know some of her sister's tricks!),gs1_004.txt
（よし。 やってみるか、ぼくも）,(Alright. Let's give this a try!),gs1_004.txt
‥‥どうかしましたか？,Something the matter?,gs1_004.txt
い、いえ。 では、《尋問》させてもらいます。,"No, Your Honor. I'd like to begin my cross-examination.",gs1_004.txt
～綾里　真宵を逮捕した理由～,-- Maya Fey's Arrest --,gs1_004.txt
自分は、電話の通報で事件を知り、 現場へかけつけたッス！,"As soon as the phone call came in, I rushed to the scene!",gs1_004.txt
現場には、 ２人の人物がいたッス。,There were two people there already:,gs1_004.txt
被告人の綾里　真宵と、 弁護人、成歩堂　龍一。,"The defendant, Ms. Maya Fey, and the lawyer, Mr. Phoenix Wright.",gs1_004.txt
自分は迷わず、 綾里　真宵を逮捕したッス！,I immediately arrested Ms. Maya Fey!,gs1_004.txt
その理由は！　通報者の 目撃証言があったからッス！,Why? We had a witness account describing her!,gs1_004.txt
その通報者は、綾里　真宵の 犯行の瞬間を見ていたッス！,The witness saw Ms. Maya Fey at the very moment of the murder!,gs1_004.txt
（この証言の内容じゃあ、 ムジュンしようがないよな）,(I can't see a single contradiction in there!),gs1_004.txt
（真宵ちゃんのヒントを信じて、 怪しい部分をゆさぶってみるか）,(I'll just have to take Maya's advice and press him on anything suspicious!),gs1_004.txt
それは、誰からの 通報だったんですか？,Who did you say you got a call from?,gs1_004.txt
またまた！　知ってるくせに シラジラしいッス！,"Hey pal, don't play dumb! You know who!",gs1_004.txt
現場の向かい側にある、 板東ホテルの客ッス！,"The call was from a customer at the Gatewater Hotel, right across from the crime scene!",gs1_004.txt
（‥‥ここをゆさぶっても イミ、ないみたいだな‥‥）,"(Hmm... okay, I pressed. Not sure it did much, though.)",gs1_004.txt
わかりました。 ‥‥それで？,Right. Please continue.,gs1_004.txt
通報を受けてから現場に 到着するまで、,"Detective Gumshoe, how long would you say it took,",gs1_004.txt
どれぐらいの時間が かかりましたか？,"between you receiving the call, and your arrival at the scene of the crime?",gs1_004.txt
そうッスね‥‥たぶん、 ３分ぐらいだったッス！,"Hmm, right... I'd say it was about 3 minutes!",gs1_004.txt
は、早いですね。,Th-that's pretty fast!,gs1_004.txt
ウチの署の今月の標語は、 “出前迅速”ッス！,"Our motto this month is ""quick response""!",gs1_004.txt
おかげで、ハンニンを 逃がさずにすんだッス！,That's how I got there before the killer got away!,gs1_004.txt
‥‥それで？,Indeed!,gs1_004.txt
現場にいた２人の人間とは、 誰だったか？,"So, tell us who the two people you found on the scene were.",gs1_004.txt
はッ！,Yes sir!,gs1_004.txt
間違いありませんか！,Are you absolutely sure it was us?,gs1_004.txt
スッとぼけるのも いいかげんにするッス！,"Listen pal, your dumb act will only get you so far!",gs1_004.txt
妙にマニアックな和服の少女に、 そのヘンなギザギザアタマ！,With her funky hippie clothes and your spiky hair?,gs1_004.txt
２人とも、ちょっと 目立ちすぎッス！,You two stand out like... like suspicious people at a crime scene!,gs1_004.txt
（‥‥まあ、ぼくはともかく）,(Well... he does have a point about her.),gs1_004.txt
（彼女を見間違えることは ないよな‥‥）,(She is pretty unmistakable.),gs1_004.txt
（もっと、ゆさぶりをかける場所を よく考えた方がいいぞ‥‥）,(I should pick my points to press with a little more care...),gs1_004.txt
なぜですか！ その理由をお聞きしたい！,Why's that? What's your reason?,gs1_004.txt
ちょっと待ってください！,Hold on just one second!,gs1_004.txt
な、なんス？,Y-yeah?,gs1_004.txt
さっきあなたは、たしか こう言った。,If I heard correctly...,gs1_004.txt
“動かぬ証拠があったから” 被告人を逮捕した、と！,"You said you arrested her because you had ""hard evidence"" she did it, correct?",gs1_004.txt
え。,Huh?,gs1_004.txt
そんなこと、言ったッスか？ ‥‥自分が？,Did... did I say that? Me?,gs1_004.txt
言いましたよ！,I heard you say it!,gs1_004.txt
言いましたね。,You did say it.,gs1_004.txt
言った。,You said it.,gs1_004.txt
怪しげなピンクの女性の証言の、 どこが《動かぬ証拠》なんですか！,"Exactly what about this suspicious woman in pink's claim was ""hard evidence""!?",gs1_004.txt
な、なんスとッ！,Wh-what!?,gs1_004.txt
梅世さんは、怪しげでも ピンクでもないッス！,"Miss May isn't suspicious, and she sure isn't pink, pal!",gs1_004.txt
い、いや‥‥ピンクは ピンクッスけど‥‥。,"W-well, I guess she is pink...",gs1_004.txt
決して、その。ワルいピンクではな,,gs1_004.txt
もうけっこうです。 ‥‥イトノコギリ刑事。,"That's enough, Detective Gumshoe.",gs1_004.txt
もっとハッキリした 証拠は、なかったんですか？,"Do you have any more solid proof other than her claims, Detective?",gs1_004.txt
‥‥うーむ‥‥。,Umm...,gs1_004.txt
（なるほど。“ゆさぶる” って、こういうことか‥‥）,(Hmm! I guess pressing can have its advantages!),gs1_004.txt
‥‥‥‥。,,gs1_004.txt
あったッス。,Yes.,gs1_004.txt
（‥‥え！）,(Gah!),gs1_004.txt
そッス。証言の順番を 間違えたッス！,"Sorry, I got the order of things mixed up in my testimony, Your Honor Sir!",gs1_004.txt
こっちを先に言えばよかったッス！,"There was something I should have told you about first, Your Honor!",gs1_004.txt
では、刑事。もう一度 《証言》してもらいましょう。,"Very well, Detective. Let's hear your testimony again.",gs1_004.txt
～動かぬ証拠～,-- Hard Evidence --,gs1_004.txt
容疑者をカクホした自分は、 次に、この目で現場を調べたッス。,"After securing the suspect, I examined the scene of the crime with my own eyes.",gs1_004.txt
そして死体のそばで、 メモを見つけたッス！,I found a memo written on a piece of paper next to the victim's body!,gs1_004.txt
あきらかに血で“マヨイ”と 書いてあったッス！,"On it, the word ""Maya"" was written clearly in blood!",gs1_004.txt
化学分析の結果、この血は 被害者のものに間違いないッス！,Lab test results showed that the blood was the victim's!,gs1_004.txt
そして、被害者の指には血が ついていたッス！,"Also, there was blood found on the victim's finger!",gs1_004.txt
被害者は死ぬ前に、 犯人の名前を書き残したッス！,"Before she died, the victim wrote the killer's name!",gs1_004.txt
どうッス？ これが《動かぬ証拠》ッス。,"How you like that? That's my ""hard evidence""!",gs1_004.txt
ふむう‥‥。,Hmm...,gs1_004.txt
《尋問》に入る前に、 刑事にヒトコト、言っておきます。,"Before we begin cross- examination, I have a question for you, Detective.",gs1_004.txt
は、‥‥はッ？,Y-Your Honor?,gs1_004.txt
‥‥なんで、先に コレを証言しなかったんですか！,Why didn't you testify about this vital piece of evidence the first time!?,gs1_004.txt
‥‥いや。おはずかしい‥‥ッス。,"Ah... eh... I know. I'm real embarrassed I forgot about it, Your Honor Sir.",gs1_004.txt
気をつけなさい！,Try to be more careful!,gs1_004.txt
‥‥では、弁護人。 《尋問》を。,"Very well, the defense may begin its cross-examination.",gs1_004.txt
～動かぬ証拠～,-- Hard Evidence --,gs1_004.txt
容疑者をカクホした自分は、 次に、この目で現場を調べたッス。,"After securing the suspect, I examined the scene of the crime with my own eyes.",gs1_004.txt
そして死体のそばで、 メモを見つけたッス！,I found a memo written on a piece of paper next to the victim's body!,gs1_004.txt
あきらかに血で“マヨイ”と 書いてあったッス！,"On it, the word ""Maya"" was written clearly in blood!",gs1_004.txt
化学分析の結果、この血は 被害者のものに間違いないッス！,Lab test results showed that the blood was the victim's!,gs1_004.txt
そして、被害者の指には血が ついていたッス！,"Also, there was blood found on the victim's finger!",gs1_004.txt
被害者は死ぬ前に、 犯人の名前を書き残したッス！,"Before she died, the victim wrote the killer's name!",gs1_004.txt
（証言はここまでだな）,(That's his whole testimony...),gs1_004.txt
（よし。ムジュンを たたきつけてやるとするか）,"(Okay, there has to be a contradiction in there somewhere. Let's find it!)",gs1_004.txt
そのとき、何か証拠を 見つけたわけですか？,And did you find any evidence?,gs1_004.txt
まま。そうあわてちゃダメッス。,"Now, now, don't jump the gun on me, pal.",gs1_004.txt
お楽しみはコレからッス。 ダマって聞いとくッス。,Just listen. I'm getting to the good part!,gs1_004.txt
（イヤな感じ‥‥）,(I got a bad feeling about this...),gs1_004.txt
死体のそばにあったからといって、 被害者が書いたとはかぎらない！,Just because you found it next to the body doesn't mean the victim wrote it!,gs1_004.txt
へええ。 じゃあ、誰が書いたッス？,"Ho hoh! Then who did write it, smarty-pants?",gs1_004.txt
だ、誰がって‥‥,Wh-who? Um...,gs1_004.txt
は、犯人ですよ！ 決まってるでしょう！,Th-the killer! Anyone can see that!,gs1_004.txt
はん。,Hoh.,gs1_004.txt
犯人が、自分の名前を書いたと 言うつもりッスか！,"You're saying the killer wrote her OWN name!? Buddy, please!",gs1_004.txt
彼女は、ハメられたんだ！,She was framed!,gs1_004.txt
‥‥待ちたまえ。,Hold on.,gs1_004.txt
そういうことなら、 証拠を提出してもらおうか。,"If that's the case, where's your evidence?",gs1_004.txt
