Japanese,English,Note
１２月２８日　午前９時５１分 地方裁判所　被告人第２控え室,"December 28, 9:51 AM District Court Defendant Lobby No. 2",gs1_032.txt
（‥‥ついに、このときが きたな‥‥）,(This is it... judgment day.),gs1_032.txt
（今日で、決着がつくはずだ。 いろんなものに‥‥）,"(Today, things are going to get settled at last... a lot of things.)",gs1_032.txt
ぎゃあああッ！,Waaaaaaaargh!,gs1_032.txt
な‥‥ナニすんだよ！,Wh-what's the big idea!?,gs1_032.txt
ごご‥‥ゴメンナサイ。 肩、さわっただけなのに‥‥。,"S-s-sorry, Nick!",gs1_032.txt
,I only touched your shoulder!,gs1_032.txt
‥‥なんかまだ、昨日の “すたんがん”が残ってるみたい。,"I guess the ""shock"" hasn't worn off from my run-in with the stun gun yesterday.",gs1_032.txt
とにかく、今日が最終日だね。 ‥‥がんばって、なるほどくん！,"Anyhow, today's the last day of the trial! Good luck, Nick!",gs1_032.txt
うん‥‥ありがとう。,"Yeah... thanks, Maya.",gs1_032.txt
（御剣はあいかわらず、 あんな調子だし‥‥）,(Edgeworth is looking glum as always.),gs1_032.txt
（狩魔に、つけこまれなければ いいんだけど‥‥）,(I hope von Karma doesn't push him too hard.),gs1_032.txt
うおおおおおおッ！,Whooooooooaa!,gs1_032.txt
ななな、何をするッ！,Wh-wh-what are you doing!?,gs1_032.txt
ご‥‥ゴメンナサイ。,Sorry! I'm sorry!,gs1_032.txt
ちょっと、はげまそうと 思って、肩に手を‥‥。,I just thought I'd ch-cheer you up with a pat on the back...,gs1_032.txt
‥‥真宵ちゃん。,Maya...,gs1_032.txt
ちょっと、そとに出て 放電しておいでよ。,Maybe you should go outside and discharge?,gs1_032.txt
うん。‥‥そうする。,Right. Good idea.,gs1_032.txt
（‥‥やれやれ）,(Try not to electrocute anyone on your way out...),gs1_032.txt
んぎゃあああああ‥‥‥‥ッス！,"Woooooooooyaaah, pal!",gs1_032.txt
うう‥‥なんなんスか あの子は‥‥。,What's gotten into that girl?,gs1_032.txt
あ、イトノコ刑事！,Detective Gumshoe!,gs1_032.txt
おはようございます！ 御剣検事。,Morning! Mr. Edgeworth?,gs1_032.txt
‥‥ああ。おはよう。,Uh... good morning.,gs1_032.txt
どうでした？　刑事さん‥‥？,"How did it go, Detective?",gs1_032.txt
安心するッス！　‥‥ヤクソク どおり、ヤツをタイホしたッス！,"Have no fear! As promised, I've captured our runaway caretaker!",gs1_032.txt
たった今、連行してきたッス。 ‥‥もう、徹夜ッス。,"I just brought him in. Took all night, pal.",gs1_032.txt
ありがとうございます。 ネムかったでしょう。,"Thanks, Detective Gumshoe. You must be tired.",gs1_032.txt
‥‥幸か不幸か、さっきの 電撃で目がさめたッス‥‥。,"Actually, after that shock I got on the way in, I feel pretty good.",gs1_032.txt
（灰根は、自分の名前を わすれたと言っている）,(Yogi says he's forgotten his own name...),gs1_032.txt
（しかし、それはウソだ！）,(But that has to be a lie!),gs1_032.txt
（記憶があるからこそ、御剣に 復讐をたくらんだハズ‥‥）,(Why would he want revenge on Edgeworth if he couldn't remember his past!?),gs1_032.txt
（あの男に記憶があること‥‥ それを証明するんだ！）,(He does remember... and I'm going to prove it!),gs1_032.txt
１２月２８日　午前１０時 地方裁判所　第３法廷,"December 28, 10:00 AM District Court Courtroom No. 3",gs1_032.txt
これより、御剣　怜侍の 法廷を開廷します。,Court is now in session for the trial of Miles Edgeworth.,gs1_032.txt
弁護側、 準備完了しています。,"The defense is ready, Your Honor.",gs1_032.txt
検察側‥‥準備完了した。,The prosecution... is ready.,gs1_032.txt
‥‥‥‥！,,gs1_032.txt
え、ええ‥‥さて。,"U-uh... right, very well.",gs1_032.txt
この法廷も、ついに最終日を むかえました。,We have reached the final day of our proceedings in this trial.,gs1_032.txt
検察側は、決定的な証拠の提出を おねがいします。,I ask that the prosecution submit decisive evidence.,gs1_032.txt
‥‥‥‥心得た。,Understood.,gs1_032.txt
‥‥‥‥！,,gs1_032.txt
（‥‥いちいち、おどろいて コトバに詰まるなよ‥‥）,(C'mon! Don't be awed into silence by every little thing he says!),gs1_032.txt
では、狩魔検事。 冒頭弁論は‥‥。,"Very well, Mr. von Karma, your opening statement.",gs1_032.txt
‥‥うム。,Right.,gs1_032.txt
イトノコギリ刑事のはたらきで、 ボート小屋の管理人が逮捕された。,"Thanks to Detective Gumshoe's efforts, the boat rental shop caretaker has been arrested.",gs1_032.txt
昨日の法廷で、弁護人は、 彼を犯人であると断定した。,"In yesterday's trial, the defense asserted that the caretaker was the murderer.",gs1_032.txt
しかし、管理人はまだ、 それを認めていない。,"However, the caretaker has yet to confirm this.",gs1_032.txt
