Japanese,English,Note
１０月２０日　午前１０時 地方裁判所　第４法廷,"October 20, 10:00 AM District Court Courtroom No. 4",gs1_020.txt
これより、荷星　三郎の 法廷を開廷します。,Court is now in session for the trial of Mr. Will Powers.,gs1_020.txt
検察側、 準備完了しております。,"The prosecution is ready, Your Honor.",gs1_020.txt
弁護側も、 準備完了しています。,"The defense is ready, Your Honor.",gs1_020.txt
今日は、審理の最終日になります。,Today will be the final day of this trial.,gs1_020.txt
検察側、弁護側とも、決定的な 証拠の提出をするように。,I hope both the prosecution and the defense will be able to present decisive evidence.,gs1_020.txt
では、御剣検事。 ‥‥冒頭弁論をおねがいします。,"Very well, Mr. Edgeworth. Your opening statement.",gs1_020.txt
昨日の法廷で、弁護人によって 新しい説が提示された。,"In yesterday's session, the defense presented us with a new theory for this case.",gs1_020.txt
殺人現場は、実は 第２スタジオだった、という。,"He claims that the scene of the crime was, in fact, Studio Two.",gs1_020.txt
本日は、実際にコテージにいた 人間を証人として呼び、,"Today, I will call on people present in the Studio Two trailer that day.",gs1_020.txt
その事実関係をハッキリさせたい。,"From their testimonies, the truth will become clear.",gs1_020.txt
ふむう‥‥わかりました。,Hmm... very well!,gs1_020.txt
（御剣のヤツ‥‥今日はちょっと、 ひかえめだな‥‥）,(Edgeworth seems a bit on edge today...),gs1_020.txt
では、 証人を呼んでいただきましょう。,"You may call your first witness, Mr. Edgeworth.",gs1_020.txt
事件当日、第２スタジオの コテージで会議をしていた、,The prosecution calls Ms. Dee Vasquez to the stand.,gs1_020.txt
姫神　サクラプロデューサーを。,Ms. Dee Vasquez is a producer who was present in the Studio Two trailer that day.,gs1_020.txt
証人。 ‥‥名前と、職業を。,Will the witness state her name and occupation?,gs1_020.txt
‥‥‥‥。,,gs1_020.txt
姫神　サクラ。 英都撮影所のプロデューサー。,Dee Vasquez. I am a producer for Global Studios.,gs1_020.txt
証人は、事件当日、 第２スタジオのコテージで‥‥,"On the day of the murder, you were in the trailer in Studio Two...",gs1_020.txt
‥‥そんなことは、みんな 知ってるでしょ。,"As everyone here knows, yes?",gs1_020.txt
‥‥‥？,,gs1_020.txt
よけいなことはキライ。,I dislike needless banter.,gs1_020.txt
どうしてもやりたいなら、 アタクシぬきでやりなさい。,"If you must pontificate, do it when I'm not here.",gs1_020.txt
むぐぐ。,Mrrph!,gs1_020.txt
で、では、証人。,"V-very well, Ms. Vasquez.",gs1_020.txt
事件当日のことを、 《証言》してください。,Please give the court your testimony concerning the day of the murder.,gs1_020.txt
なるほどくん！ このヒトがハンニンなんだよね！,Nick! I know she did it! Make her pay!,gs1_020.txt
ああ。‥‥そうさ！,R-right!,gs1_020.txt
（ゼッタイ、シッポを つかんでやるぞ‥‥）,"(If she's guilty, I'll catch her with her pants down... So to speak.)",gs1_020.txt
～事件があった日のこと～,-- The Day of the Murder --,gs1_020.txt
‥‥正午の少し前、第２スタジオの コテージに入ったわ。,"I entered the trailer, oh, a little before noon.",gs1_020.txt
会議が始まったのは、正午。 終わったのは４時。,The meeting began at 12:00 sharp. It ended at 4:00.,gs1_020.txt
それから、リハーサルがあるから 第１スタジオへ。,"There was to be a rehearsal afterwards, so we went to Studio One...",gs1_020.txt
‥‥‥‥そう、つかれてたから、 宇在に運ばせたわ。,"I was fatigued, so I had Sal take me.",gs1_020.txt
会議の休憩は、 ２時３０分から１５分間だった。,"At 2:30, we took a 15-minute break in the meeting.",gs1_020.txt
宇在といっしょに、コテージの前で ホネつきステーキを食べていたわ。,Sal and I ate t-bone steaks on the table in front of the trailer.,gs1_020.txt
第１スタジオに行って、そこで イブクロの死体を見つけたわけ。,"We found Hammer's body later, when we all went to Studio One.",gs1_020.txt
‥‥そんなところね。,That's all.,gs1_020.txt
ふむう‥‥。,Hmm...,gs1_020.txt
証言で、１つだけ 気になったことがあります。,I have a question about one part of your testimony.,gs1_020.txt
“つかれていたから、宇在に 運ばせた”‥‥というのは？,"You were ""fatigued"" so you had Sal ""take"" you...?",gs1_020.txt
クルマ。,The van.,gs1_020.txt
‥‥は？,Hmm?,gs1_020.txt
ライトバンがあったでしょ？ 第２スタジオ。,There's a van at Studio Two.,gs1_020.txt
あれ、宇在に運転させたの。,I had him take me in that.,gs1_020.txt
‥‥サルマゲどんのクビも あって、あぶなかったし。,"I thought it might be risky to walk, what with that monkey's head toppling over.",gs1_020.txt
《ライトバン》のデータを 法廷記録にファイルした。,Van added to the Court Record.,gs1_020.txt
な、なるほど‥‥。,I... I see!,gs1_020.txt
では、弁護人。 《尋問》‥‥を。,"Very well. Mr. Wright, your cross-examination.",gs1_020.txt
最後の勝負だよ。 ‥‥がんばって！,"This is the final battle, Nick! Let's do it!",gs1_020.txt
～事件があった日のこと～,-- The Day of the Murder --,gs1_020.txt
‥正午の少し前に、第２スタジオの コテージに入ったわ。,"I entered the trailer, oh, a little before noon.",gs1_020.txt
会議が始まったのは、正午。 終わったのは４時。,The meeting began at 12:00 sharp. It ended at 4:00.,gs1_020.txt
それから、リハーサルがあるから 第１スタジオへ。,"There was to be a rehearsal afterwards, so we went to Studio One.",gs1_020.txt
‥‥‥‥そう、つかれてたから、 宇在に運ばせたわ。,"I was fatigued, so I had Sal take me.",gs1_020.txt
会議の休憩は、 ２時３０分から１５分間だった。,"At 2:30, we took a 15-minute break in the meeting.",gs1_020.txt
宇在といっしょに、コテージの前で ホネつきステーキを食べていたわ。,Sal and I ate t-bone steaks on the table in front of the trailer.,gs1_020.txt
なるほどくん。‥‥どう？,"Well, Nick? Find anything?",gs1_020.txt
もう少し、たくさんしゃべって くれるとありがたいんだけど‥‥。,I kind of wish she'd said a little more...,gs1_020.txt
相手はヤリ手プロデューサー だもんね‥‥。,It's hard. I think she's pretty used to being the boss.,gs1_020.txt
でも、きっとどこかに ムジュンがあるはずだよ！,But I'm sure you'll find some kind of contradiction in what she said... somewhere!,gs1_020.txt
お１人で？,By yourself?,gs1_020.txt
そう。,Yes.,gs1_020.txt
スタッフエリアには カオを出さなかったんですか。,And you didn't stop in at the Employee Area?,gs1_020.txt
そう。,No.,gs1_020.txt
‥‥‥‥‥‥。,,gs1_020.txt
会話、はずみませんね。,Are you always this... terse?,gs1_020.txt
そう？,Yes.,gs1_020.txt
（やれやれ‥‥）,(Oh dear...),gs1_020.txt
そのあいだ、席を立った人は いませんか？,Did no one leave during the meeting?,gs1_020.txt
いないわ。,No one.,gs1_020.txt
‥‥‥‥。,,gs1_020.txt
‥‥‥‥‥‥‥‥。,,gs1_020.txt
も、もっとしゃべりましょうよ。,C-come on... let's talk a bit more about that.,gs1_020.txt
証人は、おしゃべりをしに来た ワケではない！,The witness did not come here to engage in idle conversation!,gs1_020.txt
証言のジャマをしないでもらおう！,Stop interrupting the testimony.,gs1_020.txt
アナタもよ、検事さん。,"The same could be said to you, Mr. Edgeworth.",gs1_020.txt
ムヤミに机をたたかないで。 ‥‥耳ざわりだから。,And please stop banging on your little desk. It hurts my ears.,gs1_020.txt
‥‥うぐ。,Mmph!,gs1_020.txt
それは、何時ごろですか？,And when exactly was that?,gs1_020.txt
わすれたわ。,I've forgotten.,gs1_020.txt
‥‥‥‥‥‥。,,gs1_020.txt
‥‥‥‥‥‥‥‥。,,gs1_020.txt
お、思い出そうという気は ないんですか。,Maybe you could try remembering?,gs1_020.txt
ないわ。,No.,gs1_020.txt
会議が４時に終わり、リハーサルは ５時からだった。,"The meeting ended at 4:00, and the rehearsal was scheduled for 5:00...",gs1_020.txt
おそらく、そのあいだだろう。,I would think it was between those times.,gs1_020.txt
（“おそらく”も何も、 そんなのアタリマエだろうが！）,"(You ""would think""!? C'mon, all you did was state the obvious, Edgeworth!)",gs1_020.txt
ちょっと待ってください！,Hold on!,gs1_020.txt
“宇在に運ばせた”‥‥って、 どういう意味ですか？,"You had Sal ""take"" you? What does that mean!?",gs1_020.txt
‥‥さっき、言ったわ。,It means what I just said.,gs1_020.txt
ライトバン、運転させたの。 ‥‥宇在に。,I had Sal take me in the Studio Two van.,gs1_020.txt
（‥‥そういえば、 そんなこと、言ってたっけ‥‥）,"(Oh... oh, right.)",gs1_020.txt
その時間は、何を‥‥？,And what were you doing during that time...?,gs1_020.txt
机をたたかないで。,Don't hit your desk.,gs1_020.txt
‥‥うるさいわ。,It irritates me.,gs1_020.txt
そうだぞ！　弁護人‥‥！ あ。,Yeah! Mr. Wright...!,gs1_020.txt
,Oops.,gs1_020.txt
‥‥‥‥‥‥。,,gs1_020.txt
休憩した時間は‥‥１５分。,It was a 15 minute break...,gs1_020.txt
それを証明してくれる人は いますか！,Do you have someone who can verify this?,gs1_020.txt
‥‥宇在。,Sal.,gs1_020.txt
い、いや。 ‥‥その他の人たちは？,N-no... I mean someone else?,gs1_020.txt
じゅうぶんでしょ。 １人いれば。,One person is enough.,gs1_020.txt
（休憩時間のあいだに 事件が起こったとすれば‥‥）,(If she committed murder during that break...),gs1_020.txt
（当然、ステーキなど 食べているヒマはない‥‥）,(She wouldn't have had time to eat a t-bone steak!),gs1_020.txt
（“ステーキを食べていなかった” という証拠はないかな‥‥？）,(If I had some evidence that proved she didn't eat that steak...),gs1_020.txt
思ったとおり、そう来ましたね。,Hah! As I thought!,gs1_020.txt
‥‥‥‥。,,gs1_020.txt
“ホネつきステーキを 食べていた”‥‥。,You claim you ate a t-bone steak!,gs1_020.txt
しかし、それはおかしいんです！,But I say you did not!,gs1_020.txt
ど‥‥どういうことですか？,"W-what's this, now, Mr. Wright?",gs1_020.txt
これを見てください。,Look at this.,gs1_020.txt
皿‥‥ですか。,It's... a plate?,gs1_020.txt
これは、スタッフエリアの テーブルにあった皿です。,This plate was on the table in the employee room.,gs1_020.txt
ごらんのように、 大きなホネが残っている。,"As you can see, a large bone has been left behind.",gs1_020.txt
当然だろう。 ‥‥ホネつきステーキなんだから。,Mr. Wright. Need I remind you it was a T-BONE STEAK!?,gs1_020.txt
そう。‥‥当然です。,Exactly my point!,gs1_020.txt
しかし。 ‥‥思い出してください。,"Remember, if you will...",gs1_020.txt
コテージの外にあった、 テーブルの上を‥‥。,Ms. Vasquez and Mr. Manella ate at a table outside the trailer.,gs1_020.txt
このテーブルの皿の上には‥‥,Yet there were no bones left on the plates!,gs1_020.txt
ホネは残っていない！,The plates were bare!,gs1_020.txt
‥‥！,,gs1_020.txt
姫神さん！,Ms. Vasquez?,gs1_020.txt
もし、ホネつきステーキを 食べたのなら、,"Tell me, how can a person eat a t-bone steak...",gs1_020.txt
当然ですが、ホネが残ります。,and not leave the bone?,gs1_020.txt
つまり、あなたは‥‥,I think I know how!,gs1_020.txt
ホネもいっしょに食べたんです！,"You ate the bone, too!",gs1_020.txt
どうしてそうなるの、 なるほどくん‥‥。,"Um, Nick... are you sure?",gs1_020.txt
さすがのあたしも、ホネは 残すよ！,"I mean, I love steak, but even I don't eat the bone!",gs1_020.txt
ぼくだって残すよ！,"Hey, I don't eat it either!",gs1_020.txt
成歩堂くん！,Mr. Wright!,gs1_020.txt
‥‥私も、ホネは残しますよ。,"I, too, leave the bone.",gs1_020.txt
も、もう一度、おねがいします。,"Um, can I try that again?",gs1_020.txt
あなたが食べたステーキには、 ホネがなかったのです！,Elementary! You were eating a boneless steak!,gs1_020.txt
‥‥‥‥。,,gs1_020.txt
だとしたら、,"Mr. Wright, say you are right...",gs1_020.txt
そんな、指をつきつけて 言うほどのこともありませんね。,What would that prove?,gs1_020.txt
‥‥‥‥。,,gs1_020.txt
そうですね。,"Um, right, Your Honor.",gs1_020.txt
なるほどくん！,Nick!,gs1_020.txt
姫神さんの証言を思い出して！,Remember her testimony?,gs1_020.txt
“宇在といっしょに、 ホネつきステーキを食べていたわ”,"She said she ate a ""t-bone steak""!",gs1_020.txt
ハッキリ“ホネつき”って 言ってたじゃない！,"She said ""bone""!",gs1_020.txt
そのとおり。 ‥‥真宵ちゃんをためしたのさ。,Correct! I was... testing you!,gs1_020.txt
ウソだぁ。,"Yeah, sure, Nick.",gs1_020.txt
すみません。 ‥‥もう一度おねがいします。,Sorry... Can I try that one more time?,gs1_020.txt
‥‥‥‥。,,gs1_020.txt
あなたは休憩時間中、 ステーキは食べなかったのです！,You didn't eat any steak during that break!,gs1_020.txt
きっとステーキは、焼却炉にでも 捨ててしまったのでしょう！,You took your steak and threw it somewhere... like that incinerator!,gs1_020.txt
！,,gs1_020.txt
で、では‥‥、,I... I see!,gs1_020.txt
姫神さんは休憩中、 何をしていたと‥‥？,Then what was Ms. Vasquez doing during her break?,gs1_020.txt
決まっているじゃないですか！,"Isn't it obvious, Your Honor?",gs1_020.txt
宇在カントクを いじめていたんですよ！,She was picking on Mr. Manella!,gs1_020.txt
‥‥弁護人。 たまにあなたは、,Mr. Wright...,gs1_020.txt
ホンキだかジョウダンだか わからないことを言いますね。,Sometimes this court finds it hard to tell whether you are joking or being serious.,gs1_020.txt
ええ。,Oh...?,gs1_020.txt
できれば、 ホンキだけにしてください。,I would prefer it if you remained serious!,gs1_020.txt
はあ。 そうします‥‥、できれば。,"Y-yes, Your Honor. I'll do my best.",gs1_020.txt
もちろん、トノサマンに 会っていたんですよ！,She was meeting with the Steel Samurai!,gs1_020.txt
静粛に！　静粛に！,Order!,gs1_020.txt
ま、まさか‥‥！,A-are you saying...!?,gs1_020.txt
そのとおりです。,"Yes, Your Honor!",gs1_020.txt
ステーキを食べるため、 コテージを出た姫神さんは‥‥,As Ms. Vasquez left the trailer to eat her steak...,gs1_020.txt
トノサマンに出くわしたのです！,She ran into the Steel Samurai!,gs1_020.txt
そしてあなたは、彼を‥‥,And then you did it.,gs1_020.txt
殺害したのです。 ‥‥その手でッ！,You killed him with your own hands!,gs1_020.txt
！！,,gs1_020.txt
べ‥‥弁護人！,M-Mr. Wright!,gs1_020.txt
そ、その発言は、問題が‥‥,I-isn't that a little presumptuous!?,gs1_020.txt
どういうことだ！ 成歩堂、キミは‥‥,"What kind of stunt are you trying to pull, Wright!?",gs1_020.txt
かまわないわ。,Let him claim what he wants....,gs1_020.txt
‥‥‥‥‥‥。,,gs1_020.txt
アタクシがやった、と？,You say I did it?,gs1_020.txt
‥‥はい。,Yes.,gs1_020.txt
‥‥おもしろいわ。,Fascinating!,gs1_020.txt
ひさしぶりに、タイクツを わすれられそうね‥‥。,And here I was worrying that today would be as boring as all the rest.,gs1_020.txt
‥‥‥‥。,,gs1_020.txt
いいわ。,Very well.,gs1_020.txt
これから、アナタとアタクシの チエくらべと行きましょう。,"Let us have a battle of wits, you and I.",gs1_020.txt
（受けて立つぞ‥‥！）,"(Any day, Vasquez!)",gs1_020.txt
なるほどくん！ ‥‥しっかりね！,"Good luck, Nick!",gs1_020.txt
そうね‥‥。,Let's see...,gs1_020.txt
たしか、凶器は トノサマン・スピアーだったわね。,"What was that murder weapon again? Oh yes, the ""Samurai Spear.""",gs1_020.txt
‥‥はい。,Yes...?,gs1_020.txt
アタクシ、見たとおり かよわい女よ。,"I am, as you can see, a woman of petite stature.",gs1_020.txt
こんなアタクシが、重いスピアーを 自由にあつかえると思って？,How could I possibly use that heavy spear as a weapon?,gs1_020.txt
不可能ではないでしょう！,It's not impossible!,gs1_020.txt
不可能ではないかもしれない。 しかし、問題はそんなコトではなく,"Well, maybe it's not impossible, but--",gs1_020.txt
おだまりなさい。,Silence.,gs1_020.txt
‥‥アタクシが話してるの。,I'm speaking.,gs1_020.txt
ぐむむ。,Mmmph!,gs1_020.txt
被害者は、胸を正面から 刺されているわ。,"The victim was stabbed through the chest from the front, yes?",gs1_020.txt
つまり、被害者は犯人に 気づいていた、ということでしょ。,I believe this would indicate that the victim was aware of the killer's presence.,gs1_020.txt
トノサマンの着ぐるみは、 軽く、動きやすくできてるわ。,"Now, the Steel Samurai costume is quite light and mobile.",gs1_020.txt
