Japanese,English,Note
‥‥罪門さん。 なんとなく、わかる気がします。,Officer Marshall. I think I understand.,gs1_054.txt
あなたが《ＳＬ９号事件》に こだわる理由が。,I think I know why you care so much about the SL-9 Incident.,gs1_054.txt
きっと‥‥サボテンの精の イタズラだろうさ。,"Sounds like you've been sipping too much cactus juice, pardner.",gs1_054.txt
ここに‥‥《ＳＬ９号事件》の 資料があります。,I have the SL-9 Incident file here.,gs1_054.txt
この中に、“罪門”の名前を 見つけました。,"The name ""Marshall"" is mentioned in here...",gs1_054.txt
‥‥‥！,,gs1_054.txt
連続殺人事件の、 被害者のヒトリです。,in a list of murder victims.,gs1_054.txt
《罪門　直斗》‥‥ あなたと関係のある人物ですね？,"""Neil Marshall""... Are you related to this man?",gs1_054.txt
“ざいもん　なおと”‥‥,Neil Marshall...?,gs1_054.txt
‥‥ボウヤは当然、 聞いたことがあるだろうさ。,"Yeah, I'm sure you've heard the name.",gs1_054.txt
なんせ、２年前‥‥,Two years ago...,gs1_054.txt
アンタと同じ、くだらねえ賞を もらった、名検事さんだからな。,he received the same lousy prosecutor award you got.,gs1_054.txt
なんですと！　検事‥‥,What!? A prosecutor...?,gs1_054.txt
（“賞”って‥‥やっぱり、 《検事・オブ・ザ・イヤー》か）,(He must be talking about the King of Prosecutors award.),gs1_054.txt
思い出した‥‥罪門　直斗検事。,Now I remember... Prosecutor Neil Marshall.,gs1_054.txt
私が担当した《ＳＬ９号事件》の 前任者だった。,He handled the SL-9 case before I did.,gs1_054.txt
そうだ。アイツが殺されて‥‥ アンタが担当することになった。,That's right. He was killed...,gs1_054.txt
,and the case fell into your hands.,gs1_054.txt
“アイツ”‥‥？,But what's his relation to you...?,gs1_054.txt
罪門　直斗は‥‥オレの弟だ。,He was my brother.,gs1_054.txt
当時の主席捜査官・巌徒　海慈と 組んで、捜査にあたっていた。,"He was investigating the murders with Damon Gant, Chief Detective at the time.",gs1_054.txt
その下で動いていたのが、 オレたち捜査班だった。,The group of detectives I was part of worked under them.,gs1_054.txt
あの連続殺人犯を起訴するために、 みんな必死でね‥‥,We were desperate to prosecute the killer.,gs1_054.txt
青影　丈‥‥‥,Joe Darke...,gs1_054.txt
弟はヤツと格闘して、殺害された。 そして、その際‥‥,My brother fought Darke and was killed.,gs1_054.txt
青影は初めて“証拠”を残した。 それがヤツの運のつき‥‥,That was the first time Darke left behind any evidence. That was all we needed.,gs1_054.txt
ついに起訴されて、判決を受けた。 ‥‥めでたし、めでたし。,He was arraigned and incarcerated. The case was finally closed...,gs1_054.txt
公式記録には、そう書かれている。,"at least, according to the public records.",gs1_054.txt
‥‥何か、モンダイが？,What do you mean?,gs1_054.txt
弟は、青影に殺されるような ヤツじゃない。,My brother couldn't have been killed by Joe Darke.,gs1_054.txt
格闘の際の、ヤツの集中力‥‥ オレが、一番よく知っているさ。,I knew my brother better than anyone...,gs1_054.txt
,No one could have beaten him in a fight.,gs1_054.txt
‥‥たったそれだけのコトで、 今回のようなバカなコトを‥‥？,And that's it? That's your reason for your insane actions?,gs1_054.txt
弟がイノチを落としたウラには、 ゼッタイに“何か”ある。,There's more to my brother's death than what the records say.,gs1_054.txt
アンタたちが、隠そうとしても！ ‥‥オレは知っているのさ。,"No matter how much you try to hide it, you can't fool me.",gs1_054.txt
どうやら‥‥ これで、ハッキリしたようです。,Well... at least one thing's for certain.,gs1_054.txt
‥‥事件当日。 警察局で、何があったか‥‥,Now we know what happened at the Police Department on the day of the crime.,gs1_054.txt
あの日は、《ＳＬ９号事件》の 再捜査権が失われる日だった。,That was the last day the SL-9 case could be reopened.,gs1_054.txt
２年前の解決にナットクできない 罪門　恭介は、証拠の強奪を計画。,"Not satisfied with its resolution, Officer Marshall planned to steal the evidence.",gs1_054.txt
多田敷捜査官のＩＤを盗みだし、 彼になりすまして、証拠保管室へ。,"Disguising himself as Detective Goodman, he entered the evidence room.",gs1_054.txt
そこで、原灰巡査に見とがめられた ため、キゼツさせて逃亡‥‥,"Officer Meekins confronted him, so he rendered him unconscious and fled.",gs1_054.txt
‥‥たしかに、これで ハッキリしたようだ。,"Yes, this mystery has finally been cleared up.",gs1_054.txt
やはり、あの日。 警察局では、殺人事件はなかった！,No murder took place at the Police Department that day!,gs1_054.txt
‥‥‥！,,gs1_054.txt
グーゼンとは恐ろしい‥‥,The things that happen by chance never cease to amaze...,gs1_054.txt
検事局で殺人があったのと、 まったく同じ時間‥‥,At exactly the same time as the murder at the Prosecutor's Office...,gs1_054.txt
警察局にて“ニセモノ”の 格闘があったとは‥‥な。,this fake murder was going on at the Police Department.,gs1_054.txt
（“グーゼン”‥‥？ そんな、ツゴウのいい話が‥‥）,(Chance...? It's got to be more than just that...),gs1_054.txt
事件当日、警察局で殺人事件が なかった‥‥となれば。,"So if no one was murdered at the Police Department on the day of the crime,",gs1_054.txt
当然。検事局の地下駐車場の 事件こそ“事実”というコトです。,that means the murder in the Prosecutor's Office's parking lot was the real one.,gs1_054.txt
そうなれば‥‥やはり。 犯行が可能なのは１人きり、だ。,"Which, in turn, means... only one person could have committed the crime:",gs1_054.txt
‥‥宝月　巴主席検事。,Chief Prosecutor Lana Skye.,gs1_054.txt
し、しかし！　きのうの審理で、 結論は出なかったはず‥‥,B-but wait! A verdict wasn't reached in yesterday's trial!,gs1_054.txt
だから、今日！　こうして 警察局の事件を審理したのだ。,Which is why we examined the incident at the Police Department today.,gs1_054.txt
あ‥‥‥！,But...!,gs1_054.txt
きのう、宝月　巴に判決が 下されなかった理由は、１つ。,There's only one reason the defendant was not convicted yesterday:,gs1_054.txt
警察局で発生した“同時殺人”の ナゾが残されていたからだ。,there yet remained the mystery of the simultaneous murder at the Police Department.,gs1_054.txt
どうやら‥‥ボウヤのほうが １枚、上手だったようだぜ‥‥,"It seems to me... this boy's got the draw on you, pardner.",gs1_054.txt
警察局の、すべてのナゾは解けた。 ムジュンするものは、もうない。,All the mysteries at the Police Department have been uncovered. No contradictions,gs1_054.txt
“殺人”は、検事局で発生した！ 可能だったのは、宝月　巴のみ。,remain. The murder took place at the Prosecutor's Office! The only suspect is Lana Skye.,gs1_054.txt
目撃者・市ノ谷　響華の証言に、 マチガイはなかったのだ！,"There were no errors in the testimony of the witness, Angel Starr!",gs1_054.txt
何か反論があれば‥‥ ２．５文字以内でおねがいしよう。,If you have a response... make it one word or less.,gs1_054.txt
《ぐッ！》,ARRRGHHHH!!!,gs1_054.txt
以上、だ。,I rest my case.,gs1_054.txt
どうやら、結論が出たようです。 ギモンの余地は、ありません。,It seems this trial has reached its conclusion. There's no room for doubt.,gs1_054.txt
警察局の《同時》殺人事件‥‥ 私が出るまでもなかったようだ。,"Well done, Mr. Wright. Thanks to you, I didn't need to waste my time...",gs1_054.txt
ご協力をカンシャしよう。 ‥‥弁護人。,"disproving the alleged ""murder"" at the Police Department.",gs1_054.txt
（‥‥今日、ぼくが立証したことに マチガイはなかったハズだ‥‥）,(There's no doubt what I proved today is true...),gs1_054.txt
（防犯カメラに残された映像は、 ニセモノだった！）,(The apparent murder on the security camera's tape really was fake!),gs1_054.txt
（でも、それが‥‥）,(But I didn't realize...),gs1_054.txt
（ともえさんの有罪を 立証してしまうなんて‥‥！）,(that would end up proving Lana guilty!),gs1_054.txt
それでは！　宝月　巴に 判決を言いわたします！,"Now then, the time for the verdict has arrived. This court finds the defendant...",gs1_054.txt
ちょ‥‥ちょっと 待ってください！,Y-your Honor! Wait!,gs1_054.txt
あ、あかねちゃん！,Ema!,gs1_054.txt
ベンゴ側には‥‥その。 カガク的に、イギがありますっ！,The defense has an objection. A scientific objection!,gs1_054.txt
‥‥ね！,Right?,gs1_054.txt
“ね”と言われても‥‥,"What do you mean, ""right?""",gs1_054.txt
‥‥弁護人。,Mr. Wright.,gs1_054.txt
あなたですか？ この子のホゴシャは。,Are you this girl's guardian?,gs1_054.txt
‥‥え！ は、はあ‥‥まあ、なんと,"Your Honor! Oh, uh, in a sense...",gs1_054.txt
おねがいします、５分だけ！ ‥‥あたしの話、聞いてください！,"Please, Your Honor. All I'm asking is for a minute of your time!",gs1_054.txt
,Please hear me out!,gs1_054.txt
御剣検事さん！　おねがい‥‥,"Mr. Edgeworth, please...",gs1_054.txt
ギモンを残すのは、 私の望むところではない。,I don't want to leave any loose ends.,gs1_054.txt
‥‥３分、時間を与えよう。,You want a minute? I'll give you three.,gs1_054.txt
あたし‥‥ショックだったんです。 《ＳＬ９号事件》が、まさか‥‥,I... I was kind of in shock.,gs1_054.txt
あの《青影事件》だった、なんて。,"I mean, finding out the SL-9 incident referred to the Joe Darke Killings!",gs1_054.txt
