Japanese,English,Note
２月２４日　某時刻 検事局・地下駐車場,February 24 Prosecutor's Office Underground Parking Lot,gs1_058.txt
今日は、ダレもいないね。 ‥‥おキョウさんも。,No one's here today... Not even Ms. Starr.,gs1_058.txt
証拠保管室のナゾが キョーレツでしたからねー。,Everyone's probably busy looking into what exactly went down in the evidence room.,gs1_058.txt
刑事さんたち、あっちに 行ってるんじゃないかなあ。,That must be where the detectives are.,gs1_058.txt
でも、今日の法廷で ハッキリ立証したからね。,"But we proved in court today that no one was murdered in the evidence room at 5:15 PM,",gs1_058.txt
《事件当日の５時１５分、 証拠保管室で、事件はなかった》,on the day of the crime.,gs1_058.txt
それって、なんか‥‥１歩、 前進したような気がするケド。,Yeah. I thought we were finally making some headway in our case!,gs1_058.txt
ケッキョク、ともえさんが アヤシイ、ってコトになるかな。,But instead it looks like we just ended up making Lana look even more guilty.,gs1_058.txt
うううう‥‥,"Hang in there, Lana...",gs1_058.txt
（明日までに‥‥すべて、 コタエを見つけないと！）,(I've got to find all the answers by tomorrow!),gs1_058.txt
ここは‥‥クルマの出口ですね。,This is where the cars leave the lot.,gs1_058.txt
床のヤジルシを見ると、 “入口”みたいだけどね。,The arrow on the ground makes it look more like an entrance.,gs1_058.txt
ナニ言ってるんですか！ どう見ても出口じゃないですか！,What are you talking about? It's plainly an exit!,gs1_058.txt
ま、まあ‥‥出口であると同時に、 入口でもある、というコトかな。,"Well, maybe it's both. Kind of a dual purpose?",gs1_058.txt
あ！　それ！　あの有名な “ソータイセー理論”ですね！,Ah hah! The theory of relativity!,gs1_058.txt
え！　は、はあ‥‥,What? Uh...,gs1_058.txt
メモしとかないとね‥‥ あ！　ね。ね。成歩堂さん。,"I've got to write this down. Ah! Hey, hey, Mr. Wright! Maybe you know...",gs1_058.txt
どこの国のヒトでしたっけ？ ソー・タイセーさんって。,"Was Mr. Relativity, German? Or was he British?",gs1_058.txt
‥‥知らないよ。,Mr. Relativity? Are you sure that was his name?,gs1_058.txt
あ。ハシゴですよ。,Ah hah! A ladder.,gs1_058.txt
それはキャタツだよ。,Um... That's a stepladder.,gs1_058.txt
どこが違うんですか？ カガク的に証明してください。,"What's the difference? In scientific terms, please.",gs1_058.txt
か、カガク的‥‥,S-scientific huh?,gs1_058.txt
もっとホンシツを見ましょうよ、 成歩堂さん。,"Look at the basic nature of the thing, Mr. Wright.",gs1_058.txt
（なぜだろう‥‥あまずっぱい キモチになってきた）,(This all seems so horribly familiar somehow...),gs1_058.txt
お。こんなところに イミありげなドアが！,Look! A door! This must mean something!,gs1_058.txt
ドアに“イミ”なんてないよ。,"I'm not sure that doors ""mean"" anything.",gs1_058.txt
