Japanese,English,Note
２月２５日　午前　９時４７分 地方裁判所　被告人第２控え室,"February 25, 9:47 AM District Court Defendant Lobby No. 2",gs1_062.txt
（ともえさんも、あかねちゃんも いない、控え室‥‥か）,(This is the Defendant Lobby all right... but there's no defendant.),gs1_062.txt
（今朝から、ともえさんに 連絡がとれない）,(I've been trying to reach Lana all morning. Where could she be?),gs1_062.txt
（これは、どうやら‥‥）,"(And where's Ema, for that matter? It almost seems as if...)",gs1_062.txt
‥‥我々の知らないところで、 何か、動きがあったようだな。,Something's been happening behind the scenes...,gs1_062.txt
み‥‥‥御剣！,Edgeworth!,gs1_062.txt
‥‥キミのコトだ。すでに、 見当はついているのだろう。,"Knowing you, you've already figured it out...",gs1_062.txt
《７７７７７７７》の ＩＤナンバーについて。,"Who the owner of the ""7777777"" ID number is.",gs1_062.txt
‥‥ああ。 （コイツも、つきとめたみたいだ）,Well... I have a pretty strong hunch.,gs1_062.txt
（あのナンバーの“主”を‥‥）,(Looks like I'm not the only one who's figured it out.),gs1_062.txt
きのうの審理で、判決が 下されなかった理由は、ただ１つ。,"You know, the only reason this trial didn't reach a verdict yesterday...",gs1_062.txt
このＩＤ使用記録のリストに、 ギモンの余地が残っていたからだ。,is because there was still room for doubt on this ID record.,gs1_062.txt
このナンバーが“彼”のもので あれば‥‥そのギモンは消える。,"If that number does belong to whom you suspect, then no doubt will remain.",gs1_062.txt
警察局長には、“公式な容疑”は かかっていないからな。,"After all, he hasn't been officially charged with anything.",gs1_062.txt
‥‥今のところは、だよ。,True... Not yet.,gs1_062.txt
とにかく、すべての ギモンが消える以上‥‥,"In any event, once all doubt has been removed from that list, I can call for a ruling",gs1_062.txt
開廷後、５分。私は、被告人に 対する判決を求めることができる。,on the defendant. Five minutes after the trial starts... Lana will be found guilty.,gs1_062.txt
でも！　それは まちがった判決だ！,But she didn't do it!,gs1_062.txt
そう言うと思った。 ‥‥だから、話を聞きにきた。,I figured you'd say as much. That's why I came here... to hear what you have to say.,gs1_062.txt
（コイツがそんなコト言うの、 初めて聞いたな‥‥）,(This is the first time he's ever done something like this...),gs1_062.txt
