Japanese,English,Note
１２月２７日　午後２時１１分 成歩堂法律事務所,"December 27, 2:11 PM Wright & Co. Law Offices",gs1_030.txt
御剣検事‥‥ なんで、あんなことを‥‥？,What was Mr. Edgeworth talking about...?,gs1_030.txt
私が犯した罪の記憶‥‥。,A memory of a crime... that I committed.,gs1_030.txt
殺人‥‥の記憶だ。,A memory... of murder.,gs1_030.txt
御剣検事‥‥ まさか、誰かを‥‥？,Do you really think Mr. Edgeworth killed...?,gs1_030.txt
そんなこと、あるわけがないよ。,I don't believe it. Not Edgeworth.,gs1_030.txt
たしかに、あいつは今、何かの 記憶に苦しんでいるけど‥‥。,Some painful memory has been troubling him recently...,gs1_030.txt
誰かの命をうばうなんて‥‥ あり得ない！,But he'd never take someone's life! Never!,gs1_030.txt
なるほどくん‥‥。,Nick...,gs1_030.txt
よお！　元気かねショクン！,Yo! How's everyone doing?,gs1_030.txt
どうよ？　どうよ？ 今日のオレサマの証言ぶり！,Whaddya think of my performance today?,gs1_030.txt
シビれたっしょ？ 真宵ちゃん！,"I had 'em swooning in the aisles! Huh, Maya?",gs1_030.txt
え‥‥あ、あたし？,S-swooning? Me?,gs1_030.txt
そ‥‥そうですね。 ビリッと来ちゃいました。,"Oh... Oh, yes. I do remember feeling faint.",gs1_030.txt
だろ？　だろ？ もう、ホレちゃっただろ？,"Right on! Tell me the truth, it was like love at first sight, right?",gs1_030.txt
なあ、成歩堂！,"Right, Nick?",gs1_030.txt
え‥‥ぼ、ぼく？,H-huh? Me!?,gs1_030.txt
そ‥‥そうだな。 キュン、と来たかな‥‥。,"I... uh, well, maybe my heart skipped a beat or two...",gs1_030.txt
なんか、イマイチ ピンと来ねぇなあ。,I think you can do better than that!,gs1_030.txt
御剣が助かったのは、 オレのおかげよ？,"C'mon! I saved Edgeworth in there, dude! Edgey!",gs1_030.txt
もっとこう、カンゲイしてくれよ！ このオレをよぉ！,You guys should be bowing before me! Yeah! Bow before your hero!,gs1_030.txt
なるほどくん！,Nick!,gs1_030.txt
かならず助けようね！ 御剣検事。,"We have to save Mr. Edgeworth if it's the last thing we do, okay?",gs1_030.txt
ああ。,Right. (It very well may be...),gs1_030.txt
とにかく、あのボート小屋の オジさん？,"First, there's that rental boat shop caretaker.",gs1_030.txt
あの人のこと、調べようよ！,We need to find out who or what he is!,gs1_030.txt
そうだね。,I'd settle for who.,gs1_030.txt
（とりあえず、もう必要のない 証拠品を、少し整理するか‥‥）,(I guess I can clean out some of this evidence I no longer need...),gs1_030.txt
（‥‥‥‥‥‥‥‥‥‥‥‥‥‥）,,gs1_030.txt
よし、行こうか！,"Okay, let's go!",gs1_030.txt
千尋さんが“チャーリー”と 名づけてかわいがっていた植物。,"Mia's favorite plant. Its name is ""Charley.""",gs1_030.txt
最近は、真宵ちゃんも 世話に慣れてきたようで、,Maya's gotten the knack of watering it lately.,gs1_030.txt
チャーリーくん、元気を 取りもどしたみたいだ。,Charley's been perking up these days.,gs1_030.txt
ムズカシイ法律の本が あざ笑うように並んでいる。,Difficult-looking legal books stand in a formidable row. They mock me.,gs1_030.txt
ちょっと読んでみたら、 アタマが痛くなった。,"I tried reading one, and it made my head hurt.",gs1_030.txt
しまうとき、落っことして 足まで痛くなった。,"When I closed it, it slipped out of my hand. Then my foot hurt too.",gs1_030.txt
今日も向かいのホテルは 大はんじょうだ。,Looks like it's cleaning day again at the hotel across the way.,gs1_030.txt
なんでも今度、支店を 出すそうだ。,I hear they're planning a second branch outside the city.,gs1_030.txt
ボーイが、引き出しのドライバーの 角度をなおしているのが見える。,"I can see the bellboy, adjusting the angle of that screwdriver in the drawer.",gs1_030.txt
千尋さんが使っていた デスクだ。,Mia's desk.,gs1_030.txt
お客がもっと増えれば 座る機会もあるだろうが、,"If we had more clients, I would probably sit here more often.",gs1_030.txt
今はソファでテレビを 見ていることの方が多い。,"Lately, I've been spending more time on the couch, watching TV.",gs1_030.txt
一度、真宵ちゃんがトノサマンの ポスターを持ってきて、,Maya brought in a poster of the Steel Samurai the other day.,gs1_030.txt
張る、張らないで大ゲンカに なってしまった。,We had a big fight over whether to put it up or not.,gs1_030.txt
まだあきらめきれないらしく、 スキをうかがっているみたい。,I know she's just waiting for a chance to sneak it up on the wall.,gs1_030.txt
矢張。 今日の法廷‥‥助かったよ。,Larry... You really helped out in the trial today.,gs1_030.txt
そうだよね。,You did!,gs1_030.txt
ヤッパリさんがいなかったら、 ユーザイだったもんね、御剣検事。,"If you weren't there, Larry, I'm sure Mr. Edgeworth would have been found guilty!",gs1_030.txt
はっはっはっはっはっはっはっはっ はっはっはっはっはっはっはっはっ,Hah hah hah hah hah hah hah hah hah hah hah hah!,gs1_030.txt
でもよ、成歩堂。,"But, seriously, Nick.",gs1_030.txt
たしかに、ボート小屋の管理人も アヤシイけどさあ。,That boat shop caretaker guy is pretty suspicious...,gs1_030.txt
御剣のウタガイだって、まだ 晴れたワケじゃねえんだぜ。,But Edgey ain't off the hook yet!,gs1_030.txt
うう‥‥ん。 ヤッパリさん、シビアだなあ。,"Way to spoil the mood, Larry.",gs1_030.txt
客席で聞いているとよお。 こう言っちゃナンだけど‥‥、,"Hey, I'm just a guy sitting in the audience, you know?",gs1_030.txt
御剣だって、けっこう アヤシイ感じがするぜ‥‥。,"But from where I was sitting, Edgey seemed pretty... edgy.",gs1_030.txt
おマエ、なんでそこまで アイツのこと、信じられるんだ？,"I mean, can you really know he's telling the truth about that night?",gs1_030.txt
なるほどくん？,Nick?,gs1_030.txt
ぼくは‥‥。,I don't know.,gs1_030.txt
たとえ何があっても、 何が起こっても‥‥,But... what I do know is...,gs1_030.txt
お前たち２人のことだけは、 信じぬくつもりなんだよ。,I'm going to believe in you two until the end.,gs1_030.txt
２人って？,Us two?,gs1_030.txt
御剣検事と‥‥あたしでしょ？,Edgeworth and... who else? You mean me right?,gs1_030.txt
ナニ言ってんだよ！ オレだろ？　成歩堂！,"Nah! He means me! Right, Nick?",gs1_030.txt
ああ。‥‥お前だよ、矢張。,"Yeah, you, Larry.",gs1_030.txt
あたしじゃないんだ‥‥。,Not... me?,gs1_030.txt
でも。でも。 どうしてなの！　ヤッパリさん！,"B-but why you, Larry!?",gs1_030.txt
‥‥‥‥え。,Huh?,gs1_030.txt
さ‥‥さあ。 どうしてだ？　成歩堂‥‥？,"Um, actually, yeah. Why me, Nick?",gs1_030.txt
‥‥いつもそこでダマる！,Hmph. Enough with the silent treatment!,gs1_030.txt
なるほどくん。,Nick...,gs1_030.txt
どうしてそんなに、 御剣検事にこだわるの？,Why do you trust Mr. Edgeworth so much?,gs1_030.txt
たしかに、最近はちょっと 感じが変わったけど、,"I mean, he's changed recently, true.",gs1_030.txt
ただのイヤな男だったでしょ、 初めて会ったときは。,"But when we first met him, he was kind of a jerk, don't ya think?",gs1_030.txt
真宵ちゃんは、知らないんだよ。,You didn't know him back then.,gs1_030.txt
弁護士を目指していたころの 御剣　怜侍を‥‥。,Back when he wanted to become a defense attorney.,gs1_030.txt
それって‥‥,Wait...,gs1_030.txt
なるほどくんたちがクラスメート だったっていう‥‥？,Was that when you two were classmates?,gs1_030.txt
うん。ぼくらが小学生のころの 話だ。,Yes. In grade school...,gs1_030.txt
ぼくは、助けられたんだ。 御剣　怜侍と‥‥,They saved me... Miles...,gs1_030.txt
矢張　政志にさ。 ‥‥一生わすれないよ。,And Larry. They saved me and I'll never forget it.,gs1_030.txt
そのおかげで、こうして 弁護士にもなったんだ。,"That's why I became a defense attorney, you know.",gs1_030.txt
ええええええええっ！,Whaaaat!?,gs1_030.txt
ね。ね。矢張さん。 なんのこと‥‥？,"Hey, hey, Larry. What's he talking about?",gs1_030.txt
え！　ええと‥‥その。,Huh? Uh... umm...,gs1_030.txt
‥‥悪ィ。 ゼンゼンおぼえてねえや、オレ。,"Er, sorry. I kinda forgot.",gs1_030.txt
ううう。,Hmph.,gs1_030.txt
こら、なるほどくん！ 今日こそ聞くんだからね、その話！,"Okay, Nick. Out with it! I'm going to hear this story today, and that's final!",gs1_030.txt
‥‥わかったよ。,"Okay, okay.",gs1_030.txt
少し長くなるかもしれないけど、 聞いてもらおうかな‥‥。,"It's kind of a long story, so hang in there.",gs1_030.txt
あれは、そう。 小学４年生の夏‥‥。,"It was the beginning of Spring, 4th grade.",gs1_030.txt
ぼくは、学級裁判に かけられたんだ。,I was on trial. A class trial.,gs1_030.txt
が‥‥、がっきゅうさいばん？,A c-class trial!?,gs1_030.txt
矢張、おぼえてないか？ 小学４年生の夏だ‥‥。,"You remember, Larry? Spring, 4th grade?",gs1_030.txt
ぼくのクラスの１人の子が、 給食費を盗まれたんだ。,A kid in my class got his lunch money stolen.,gs1_030.txt
給食費？,Lunch money?,gs1_030.txt
ぼくたちの小学校、 とても小さなところでさ。,Our school was really small.,gs1_030.txt
毎月、親がお金を入れてくれた 封筒を、先生に提出するんだ。,"Every month, kids would bring in an envelope with money for lunch from home.",gs1_030.txt
へええ‥‥。,"Huh, I see.",gs1_030.txt
その封筒が‥‥消えたんだよ。 ３８００円、入っていた。,"Anyway, this kid's envelope disappeared. With $38.00 still inside.",gs1_030.txt
‥‥ああ。そんなことが あったっけなあ。,"Oh... Yeah, now that you mention it, I do remember that!",gs1_030.txt
お前はよく知らないかも しれないな、矢張。,"I can see why you'd forget, though.",gs1_030.txt
その日はお前、 学校を休んでいたから。,You were out of school that day.,gs1_030.txt
とにかく、封筒が盗まれたのは 体育の時間だった。,"Anyway, the envelope had been stolen during PE class.",gs1_030.txt
ぼくはその日、カゼぎみで、 体育の授業を休んでいたんだ。,"I was coming down with a cold, so I'd skipped PE that day.",gs1_030.txt
授業を休んだのは、 ぼくだけだった。,I was the only one not in class.,gs1_030.txt
だから‥‥うたがわれたの？,So... they thought you did it?,gs1_030.txt
うん。クラス中のヤツが‥‥ ぼくをサイバンにかけろ、って。,Yeah. The kids in class said I should be put on trial.,gs1_030.txt
サイバン‥‥。,Trial...?,gs1_030.txt
次の日、学級裁判が開かれた。 ‥‥もちろん、被告人はぼくだ。,"So the next day we held a classroom trial, with me as the defendant.",gs1_030.txt
「ぼ‥‥ぼくはやってないよ‥‥」,"""I... I didn't do it!""",gs1_030.txt
「有罪」「ゆうざい」「有罪」 「お前だろ！」「どろぼう！」,"""Guilty!"" ""He did it!"" ""Guilty!"" ""It was you!"" ""Thief!""",gs1_030.txt
「返してやれよ、お金」「ヒドい人 信じらんない！」「ゼッコーだ！」,"""Give me my money back!"" ""You're such a meanie!"" ""No one play with him!""",gs1_030.txt
「ぼくがやったって言えよ」「かく すんじゃねえよ」「言いなさいよ」,"""Just admit you did it!"" ""You can't hide the truth!"" ""Tell us the truth!""",gs1_030.txt
「遊んでやらないからな！」「もう ケシゴム貸してあげないからね！」,"""We're not gonna play with you any more!"" ""Yeah, and no borrowing my eraser!""",gs1_030.txt
「リレーの選手、やめさせようよ」 「図書委員もだ」「飼育係もよ！」,"""He shouldn't be allowed in the relay race!"" ""Or on the library committee!""",gs1_030.txt
「こないだの５０円返せ」「となり 町の銀行強盗、お前じゃねえのか」,"""Gimme back my 50 cents I loaned you!"" ""Hey, did you rob that bank the other day?""",gs1_030.txt
