Japanese,English,Note
同日　午後　２時２１分 地方裁判所　第９法廷,"February 25, 2:21 PM District Court Courtroom No. 9",gs1_066.txt
それでは‥‥,Now then...,gs1_066.txt
被告人・宝月　巴さん。 ‥‥証人席へおねがいします。,"Will the defendant, Ms. Lana Skye, please take the stand?",gs1_066.txt
宝月　巴さん。 ‥‥あなたは、主席検事だ。,Ms. Lana Skye. You are the Chief Prosecutor.,gs1_066.txt
この場で、何を求められているか ‥‥よくご存じだろう。,I'm sure you're aware of what is required of you.,gs1_066.txt
‥‥御剣検事。,But Mr. Edgeworth...,gs1_066.txt
その私が、この２年間。 いったい、何をしてきたか‥‥,you already know everything...,gs1_066.txt
すべて、ご存じなのでしょう？,You know all that I've done these past two years.,gs1_066.txt
これから、あなたに証言を していただきます。,"Please provide the court with your testimony, Ms. Skye.",gs1_066.txt
‥‥真実を述べるように。,And remember... you are under oath. We want to hear the truth.,gs1_066.txt
ええ。真実を、ね‥‥,Of course... The truth...,gs1_066.txt
お姉ちゃん！　あたし。 味方だからね！　何があっても‥‥,"Lana! No matter what happens, I'll always be your sister!",gs1_066.txt
‥‥それでは、 証言していただきましょう。,"Now then, your testimony, if you will.",gs1_066.txt
最初に‥‥巌徒局長との “関係”について。,"First, tell us about your relationship with Gant.",gs1_066.txt
（すべては‥‥ あなたのコトバにかかっている）,(Everything hinges on your testimony.),gs1_066.txt
（巌徒を追いつめられるのは、 あなたしかいない！）,(You're the only chance we have to get Gant!),gs1_066.txt
～巌徒局長と《ねつ造》～,-- Gant & The Fabrication --,gs1_066.txt
巌徒局長とは長い間、いっしょに 仕事をさせていただきましたが‥‥,I worked alongside Gant for years...,gs1_066.txt
脅迫のジジツなど、 まったくありませんでした。,"There's no truth to this ""blackmail"" theory.",gs1_066.txt
２年前の《ねつ造》も‥‥ 私ひとりが、やったことです。,I fabricated the evidence two years ago all by myself.,gs1_066.txt
罪門検事さんの死体を見つけて‥‥ 証拠をデッチ上げてしまった。,"When I found Prosecutor Marshall's body, I rearranged the crime scene.",gs1_066.txt
青影を、有罪にしたかっただけ。 ‥‥妹は、関係ありません。,My only motivation was to get Darke convicted. It had nothing to do with Ema.,gs1_066.txt
‥‥ふむう‥‥ 本当に、まちがいありませんな？,Hmm... Are you sure about this testimony?,gs1_066.txt
《重罪》を自供しているのです。 まちがうハズ、ありませんわね。,Your Honor. I'm confessing to a capital offense. Of course I'm sure.,gs1_066.txt
お、お姉ちゃん‥‥！,But Lana...!,gs1_066.txt
‥‥これが真実ならば、やはり。 巌徒局長は無関係というコトです。,"If this is true, then that means Chief Gant has nothing to do with this.",gs1_066.txt
最初から、そう申し上げている ハズですけれど‥‥？,That's what I've been telling you from the beginning.,gs1_066.txt
な‥‥成歩堂さん、おねがい！ あたしのせいで、お姉ちゃんが‥‥,"Please, Mr. Wright. You've got to help her! She's sacrificing herself because of me...",gs1_066.txt
