Japanese,English,Note
同日　午後　５時　３分 地方裁判所　被告人第２控え室,"February 25, 5:03 PM District Court Defendant Lobby No. 2",gs1_068.txt
（ついに‥‥ すべてが、終わった‥‥）,(At long last... It's finally over...),gs1_068.txt
あ。あかねちゃん‥‥？,E-Ema?,gs1_068.txt
な。なんで、そんなカオ してるのかな。,Why the long face?,gs1_068.txt
たしかに‥‥お姉さんは、完全に 無実にはならなかったけど。,"I'm sorry your sister didn't get completely off the hook,",gs1_068.txt
少なくとも、やってもいない サツジンの罪だけは‥‥,but at least she wasn't convicted for a murder she didn't commit!,gs1_068.txt
そうじゃないの！,"No, that's not it.",gs1_068.txt
さっき。 裁判が、終わったとき‥‥,"Just now, after the trial ended...",gs1_068.txt
さすが‥‥綾里　千尋さんが 見こんだだけのコトはあります。,I can see why Mia Fey thought so highly of you.,gs1_068.txt
本当に、どうもありがとう。 ‥‥成歩堂くん。,"I owe you my thanks, Mr. Wright.",gs1_068.txt
そして‥‥‥御剣くん。,"And to you too, Mr. Edgeworth.",gs1_068.txt
‥‥‥！,,gs1_068.txt
この３日間‥‥あなたは、 私と同じ苦しみを味わった。,You've suffered every bit as much as I have over these past few days.,gs1_068.txt
‥‥よく、がんばりましたね。,You've done well.,gs1_068.txt
‥‥あたしだって。 あたしだって、がんばったのに。,"You know, I did my best too.",gs1_068.txt
お姉ちゃん、あたしには‥‥ なんにも、言ってくれなかった。,But... Lana didn't say a single word to me.,gs1_068.txt
シツレイするッス！,Hope I'm not interrupting anything.,gs1_068.txt
あ、あの‥‥‥じゃ、またあとで。 シツレイするッス！,Oh... Guess I am.,gs1_068.txt
,I'll come back later.,gs1_068.txt
あ‥‥イトノコ刑事！ どうしたんですか？,"Ah, Detective Gumshoe! What is it?",gs1_068.txt
アンタたち！　ちょっと、 ワザとやってないッスか？,"You're doing this on purpose, aren't you? Making a detective run all around while on duty,",gs1_068.txt
現職の刑事に使い走りさせた上、 来てみれば、この空気！,and to top it off you call me here... I've seen happier people at funerals!,gs1_068.txt
‥‥なんて。 ちょっと、言ってみたッス。,"Hey, lighten up, pals. I'm only kidding!",gs1_068.txt
あの‥‥。また、お姉ちゃんの お使い、ですか？,Oh... Are you here because of my sister again?,gs1_068.txt
いやー‥‥今度ばかりは、 ちょっとチガうッスね。,"Nope, not this time!",gs1_068.txt
なんというか‥‥ある種。 そう、アンタのお使いッス。,"I came today because of you, pal!",gs1_068.txt
あ。あたしの‥‥？,Me...?,gs1_068.txt
アンタのために‥‥ つれてきてあげたッスよ！,That's right. I thought you'd like to see someone.,gs1_068.txt
お‥‥お姉ちゃん‥‥！,Lana!,gs1_068.txt
い、いいんですか？ いちおう、ともえさんは‥‥,Should you be doing this?,gs1_068.txt
まだ、拘束中‥‥ですけど。,"She's still under arrest, you know.",gs1_068.txt
みんなにはヒミツッス。,"Well, I won't tell if you won't.",gs1_068.txt
あかね‥‥あなたに、ひとこと。 あやまっておこうと思って。,Ema... I owe you an apology.,gs1_068.txt
い。いいよ、ベツに。 あたし‥‥気にしてないから。,"It's okay, Sis. Don't worry about it.",gs1_068.txt
‥‥２年前の、あのとき。,"That day, two years ago,",gs1_068.txt
‥‥‥！,,gs1_068.txt
生まれて初めて‥‥私は、 何も考えるコトができなかった。,was the first time in my life I ever panicked.,gs1_068.txt
叫び出しそうなキモチを必死で 押さえて‥‥ただ、１つだけ。,It was all I could do to keep myself from screaming.,gs1_068.txt
《あなたを、巻き込みたくない》 それだけ、アタマをかけめぐった。,All I could think about was keeping you from getting wrapped up in that mess.,gs1_068.txt
‥‥お姉ちゃん‥‥,Sis...,gs1_068.txt
