Japanese,English,Note
真宵ちゃんが事務所を去ってから、 ２ヶ月‥‥,It's been two months since Maya left the office...,gs1_034.txt
ぼくは１度も法廷に立っていない。,Two months without a single trial.,gs1_034.txt
依頼はあったけど、なんとなく‥‥ その気になれなかった。,I've had offers... But none I took.,gs1_034.txt
‥‥そう。 あの日、彼女が訪ねてくるまでは。,That is... until the day that girl showed up.,gs1_034.txt
２月２２日　午前１０時　２分 成歩堂法律事務所,"February 22, 10:02 AM Wright & Co. Law Offices",gs1_034.txt
（やれやれ。依頼を引き受ける 気はないのに‥‥）,(Why do I come here to the office every day?),gs1_034.txt
（どうして毎日、事務所を 開けてるのかな、ぼく‥‥）,(It's not like I want to work...),gs1_034.txt
あー。やっと帰ってきた！,There you are! Finally!,gs1_034.txt
もう！　どこへ行ってたんですか！,Where have you been!?,gs1_034.txt
お姉ちゃんの裁判、 もう明日なんですよ！,My sister's trial is tomorrow!,gs1_034.txt
あ、あの。‥‥キミは？,Um... who are you?,gs1_034.txt
そんなコトより 今、ダイジなのは！,It doesn't matter who I am! It only matters who YOU are!,gs1_034.txt
あなたが、弁護士の綾里　千尋さん だというジジツですっ！,"You're the famous defense attorney, Mia Fey!",gs1_034.txt
あ、あれ。もしかして‥‥ ちがいました？,"Oh, uh... You're not Mia Fey, are you?",gs1_034.txt
すみませんが‥‥綾里　千尋は その。もう、ここには‥‥,I'm sorry but Ms. Mia Fey no longer... works here.,gs1_034.txt
じゃあ、あなたは‥‥ お茶くみのヒト、ですか？,So you are...? The coffee boy?,gs1_034.txt
‥‥成歩堂　龍一です。 いちおう、弁護士の。,I'm Phoenix Wright... A defense attorney.,gs1_034.txt
‥‥なるほど‥‥なるほど‥‥ あッ！,Wright... Wright... Wait!,gs1_034.txt
,You're THE Phoenix Wright!?,gs1_034.txt
もしかして、あの！ 御剣検事殺人事件の！,The Phoenix Wright from the Edgeworth murder case!?,gs1_034.txt
ま、まあ、そんなトコロです。 （御剣は死んでないけど）,"Um, yes, that's correct. (It wasn't Edgeworth who was murdered, though...)",gs1_034.txt
あー、よかった！　この際、 ゼータクは言ってられないし‥‥,That's a relief then! You're better than nobody!,gs1_034.txt
悪いけど‥‥今はちょっと、 依頼は受けていないんですよ。,I'm sorry... I'm afraid I'm not taking cases right now.,gs1_034.txt
え！　でも、成歩堂さんですよね？ 弁護士で。無敵の。,"But, you are Phoenix Wright, right?",gs1_034.txt
,The undefeated defense attorney?,gs1_034.txt
‥‥とにかく、今は事件を 引き受けていないんですよ。,"Look, I'm not accepting any new cases.",gs1_034.txt
