Japanese,English,Note
９月　７日　某時刻 綾里法律事務所,September 7 Fey & Co. Law Offices,gs1_006.txt
‥‥どうやら今日は、 捜査はしていないみたいだ。,Looks like forensics is taking the day off today.,gs1_006.txt
イトノコ刑事の姿も見えない。,Detective Gumshoe's nowhere in sight.,gs1_006.txt
警察の人たちが さんざん捜査したあとだから、,The police really gave this place a working over.,gs1_006.txt
重要な手がかりが残っているとも 思えないけど。,I doubt there are any valuable clues left.,gs1_006.txt
‥‥まあ、いちおう 調べてみるか‥‥。,"Suppose it can't hurt to take a look around, though.",gs1_006.txt
千尋さんお気に入りの 観葉植物だ。,Mia's favorite potted plant.,gs1_006.txt
これから、ぼくが 水をやることになるのか‥‥。,I guess I'll have to water it now...,gs1_006.txt
法律関係のムズカシイ本が いやというほど並んでいる。,"You couldn't cram more legal books in here, even if you wanted to.",gs1_006.txt
所長が手がけた事件の記録も、 キチンとファイルされている。,All the cases that the chief worked on are filed here.,gs1_006.txt
‥‥何冊か、ぬけているような 気もするけど‥‥。,Hmm. Are some of the files missing...?,gs1_006.txt
まあ、気のせい、かな。,"Nah, I'm imagining things.",gs1_006.txt
ぼくの気持ちとウラハラに、 外はいい天気だ。,"The sky is blue, and so am I...",gs1_006.txt
目の前に、例のホテルが見える。,"There's that hotel, right across the way.",gs1_006.txt
千尋さんのデスクだ。,Mia's desk.,gs1_006.txt
いつもどおり、 キレイに片づいている。,"Perfectly clean, as always.",gs1_006.txt
足りないのは、千尋さんの 姿だけ、だ‥‥。,The only thing it's missing is... Mia.,gs1_006.txt
古い映画のポスターだ。,An old movie poster.,gs1_006.txt
千尋さんが初めて泣いた 映画なのだそうだ。,"Apparently, this was the first movie that made Mia cry when she saw it.",gs1_006.txt
今度、ぼくも見てみるか。,I'll have to check it out one of these days.,gs1_006.txt
手がかりなるものはない,No clues here.,gs1_006.txt
この部屋だけを見ていると、,"It's funny, looking at this room, it seems... so normal.",gs1_006.txt
ここで殺人事件があったとは 思えない。,Hard to imagine a murder took place here.,gs1_006.txt
星影の大センセイは、ここに 手がかりがあると言っていた。,Mr. Grossberg said there would be clues...,gs1_006.txt
‥‥もう一度、調べてみるか‥‥。,Maybe I should have another look.,gs1_006.txt
千尋さんお気に入りの 観葉植物だ。,Mia's favorite potted plant.,gs1_006.txt
これから、ぼくが 水をやることになるのか‥‥。,I guess I'll have to water it now...,gs1_006.txt
所長が手がけた事件の記録が キチンとファイルされている。,All the cases the chief ever worked on are filed here.,gs1_006.txt
“あいうえお”順にならんでいる。 ‥‥ちょっと、調べてみよう。,They're in alphabetical order. Let's take a look...,gs1_006.txt
どのファイルにするかな‥‥,Which file should I look at...?,gs1_006.txt
“あ”行で気になる項目は‥‥と。,"Let's see if there's ""A"" record in this file that catches my ""I.""",gs1_006.txt
"《綾里　舞子》か。‥‥千尋さんと 真宵ちゃんの母親だ。 ""A""... ""B""... ""F""!","""Misty Fey."" That's Mia and Maya's mother.",gs1_006.txt
‥‥読んでみようか？,Hmmm... Should I take a look?,gs1_006.txt
今回の事件には、あまり やくに立ちそうもないな。,I don't think it has much to do with the current case.,gs1_006.txt
気にはなるけど、まあ、 読まなくてもいいだろう。,I'd be interested to know what it contains... but I'll leave it alone for now.,gs1_006.txt
“『綾里の名を傷つけてしまった』 そう言って母は、姿を消した”,"""'I have tarnished the Fey name.' Leaving only these words, my mother vanished.""",gs1_006.txt
“その母を傷つけた人物‥‥。 私は、彼らを探し出すために”,"""I was determined to find the ones who had made my mother blame herself in this way.""",gs1_006.txt
“綾里の霊力を使って、 死者たちと語らった”,"""Using the E.S.P. that runs in my family, I held an audience with the dead.""",gs1_006.txt
“そしてついに、２人の男の 名前をつき止めた”,"""Finally, the names of two men surfaced.""",gs1_006.txt
“母の情報を大金で売った、 星影　宇宙ノ介弁護士”,"""One was Marvin Grossberg, a lawyer who sold my mother's information for riches.""",gs1_006.txt
“そして、その情報を マスコミに売りつけた男”,"""The other was the man who sold that information to the press.""",gs1_006.txt
“脅迫をメシのタネにしている 寄生虫のような、その男の名は”,"""This parasite, who makes his fortune on threats and coercion...""",gs1_006.txt
“‥‥‥‥”,"""His name is...""",gs1_006.txt
ここから先が、ゴッソリと なくなっている‥‥。,Hmm. The record stops there.,gs1_006.txt
