Japanese,English,Note
同日　午後１２時　６分 地方裁判所　被告人第２控え室,"February 25, 12:06 District Court Defendant Lobby No. 2",gs1_064.txt
‥‥すまなかったな、御剣。,"Sorry, Edgeworth.",gs1_064.txt
こんなところで、おまえ自身も 知らなかった罪を暴いてしまって。,I didn't mean to get you in trouble...,gs1_064.txt
フッ‥‥ かまわないさ。,Hmph. Don't worry about it.,gs1_064.txt
これは、私自身の モンダイなのだから、な。,"This is my problem, not yours.",gs1_064.txt
シツレイするッス！,"Hope I'm not interrupting anything, pals.",gs1_064.txt
あ、あの‥‥‥じゃ、またあとで。 シツレイするッス！,Oh... Guess I am. I'll come back later.,gs1_064.txt
あ‥‥イトノコ刑事！ どうしたんですか？,"Oh, Detective Gumshoe! What is it?",gs1_064.txt
アンタ！　まったく、 シツレイしちゃうッス！,"You've got a lot of nerve, pal! Making a detective run all around while on duty,",gs1_064.txt
現職の刑事に使い走りさせた上、 来てみれば、この空気！,and to top it off you call me here... I've seen happier people at funerals!,gs1_064.txt
ま、また、お使いですか。 ともえさんの。,I take it Lana's having you run errands again.,gs1_064.txt
今日の法廷が長びいて‥‥,"Let me tell you, this is the last time, pal!",gs1_064.txt
１回でも、休憩を挟むコトに なったら、アンタにわたせ、と。,Here. She asked me to give this to you if there was a break in today's trial.,gs1_064.txt
‥‥“しょうこほう”？ （たしか、２日前‥‥）,"""Evidence Law""? (Edgeworth was talking about this just the other day...)",gs1_064.txt
法廷における《証拠法》の２大原則 ‥‥知らないわけではあるまい。,You must know the two rules of evidence law!,gs1_064.txt
《その１：警察局の認可のない 証拠品の提示は認められない》,Rule 1: no evidence shall be shown without the approval of the Police Department!,gs1_064.txt
そ、そうなんですか！ 成歩堂さん！,"I-is that right, Mr. Wright!?",gs1_064.txt
た‥‥たぶんね。,It seems so.,gs1_064.txt
もう！　《証拠法》ぐらい ベンキョウしておきましょうよ！,You could at least study some evidence law! Really!,gs1_064.txt
‥‥それから、もうひとつ。 主席検事殿から、伝言があるッス。,The Chief Prosecutor also wanted me to give you a message.,gs1_064.txt
伝言‥‥？,A message?,gs1_064.txt
《あのヒトと戦うつもりならば‥‥ この本が、きっと必要になる》,"She said, ""If you're planning to take HIM on,",gs1_064.txt
,"you're going to need this book.""",gs1_064.txt
"（“あのヒト”‥‥か） (""Him""...)",,gs1_064.txt
（この本‥‥よく目をとおして おいたほうがいいな‥‥）,(I guess I'll need to give this book a thorough read...),gs1_064.txt
ともえさんの《証拠法入門》を ポケットにネジこんだ。,Securely slipped Evidence Law into pocket.,gs1_064.txt
でも‥‥今さら、 必要ないかもしれないッスね。,Doesn't look like that book'll do you any good now though.,gs1_064.txt
もう、今度こそ‥‥主席検事殿に 対する、判決しか残ってないッス。,All that's left now is the Chief Prosecutor's sentence.,gs1_064.txt
