Japanese,English,Note
２月２４日　某時刻 警察署内　刑事課,February 24 Police Department Criminal Affairs,gs1_060.txt
イトノコ刑事は‥‥ 見あたらないね。,I don't see Detective Gumshoe anywhere.,gs1_060.txt
なんか今日は、特に 静かな気がしますね。刑事課。,Things seem kinda quiet around here today.,gs1_060.txt
‥‥たしかにね。 （課長さんはあいかわらずだけど）,You're right. (The head of the department seems the same though.),gs1_060.txt
あの。もう少し、他のヒトの ハナシを聞いてみませんか？,Why don't we go look for some other people to talk to?,gs1_060.txt
‥‥そうだなあ。 また、あとで来てみようか。,Right. We can come back here later.,gs1_060.txt
刑事さんだろうか。,That must be one of the detectives.,gs1_060.txt
‥‥何やら、ひとりでぶつぶつ つぶやいている。,He's mumbling something to himself.,gs1_060.txt
“わかった！　ハンニンは タイムマシンを使ったのだ！”,"""That's it! The villain used a time machine!""",gs1_060.txt
“なんて巧妙なトリックだろう‥‥ これでアリバイは崩れたのだ！”,"""Very clever indeed... That would explain the alibi!""",gs1_060.txt
‥‥時代を先取りした物語‥‥ 案外、今ここで生まれてるのかな。,"""The future might not be so far away after all!""",gs1_060.txt
報告書‥‥じゃなくて、 小説を書いているようだ。,He's not writing a report... he's writing a novel.,gs1_060.txt
警察のマスコットキャラクター ‥‥って、こんなんだったっけ？,"So this is the police mascot, is it?",gs1_060.txt
“タイホくん”だよ。 未来の警察のスターさ。,The Blue Badger! The future star of the police force!,gs1_060.txt
ちょっとデザインがちがいますね。 ‥‥ソトでおどっている子と。,The design's a little changed from the one outside...,gs1_060.txt
ああ。まだ、試作段階だがね。 《ミスター・ダンシングタイホ》。,"Ah, well, the Dancing Blue Badger(tm) is still under development, you see.",gs1_060.txt
‥‥なんで、英語なんだろ。,You have it trademarked?,gs1_060.txt
アレはね。少し“今”ふうの センスを取り入れてみたんだよ。,"Absolutely! It's cutting edge stuff. Very ""now.""",gs1_060.txt
このぬいぐるみ、ムスメに見せたら “コワい”と泣かれてしまってね。,I showed this doll here to my daughter and she burst into tears!,gs1_060.txt
（‥‥あの動くベニヤ板を見たら、 走って逃げ出すぞ、きっと）,"(Don't show her the moving mock-up outside then, you'll give her nightmares.)",gs1_060.txt
婦人警官がビシッと 敬礼している。,A poster of a female police officer...,gs1_060.txt
‥‥と思ったら、制服を着た アイドルのグラビアだった。,"Wait, no. That's the latest ""Babes in Uniform"" calendar. My bad.",gs1_060.txt
刑事課の課長さんだろう。,That man must be the Head Detective.,gs1_060.txt
‥‥パソコンの画面を、 食いいるように見つめている。,He's staring at the screen so hard it might shatter.,gs1_060.txt
なにぃ‥‥！ “青影事件に、デッチ上げ疑惑”,"What!? ""Darke Case May Have Been Fabricated.""",gs1_060.txt
ホレ、見たことか。当時からワシ、 そう思っていたんだよな。,That's what I thought all along...,gs1_060.txt
ダレにも言わず、ココロに そっと秘めていたけど。,I just never bothered to tell anyone.,gs1_060.txt
（‥‥ダレかに言えよ！）,(Now there's a guy who cares about his work...),gs1_060.txt
刑事たちの机がならんでいる。,These are the detectives' desks.,gs1_060.txt
パソコンに、資料。 ‥‥思ったより片づいているな。,"There are computers and files on each one. Funny, they're a lot tidier than I'd expect.",gs1_060.txt
たぶん、あまり席にいることが ないんだろう。,I guess the detectives don't spend a lot of time at their desks.,gs1_060.txt
２月２４日　某時刻 警察署内　刑事課,February 24 Police Department Criminal Affairs,gs1_060.txt
ここ、いつもヒトが少ないけど‥‥ 今日は特にヒドいな。,"This place is always pretty empty, but today it's deserted.",gs1_060.txt
刑事課が静か、ということは。 忙しいのかな、やっぱり。,That must mean everyone's busy solving crimes.,gs1_060.txt
ああ。みんなは今、大会議室で ドンチャン騒ぎだよ。,"Oh, if you're looking for the others, they're all in the conference room.",gs1_060.txt
