Japanese,English,Note
３月２２日　午後　５時２４分 成歩堂法律事務所,"March 22, 5:24 PM Wright & Co. Law Offices",gs2_036.txt
真宵さま‥‥真宵さまああ‥‥ ううう‥‥うっ,"Mystic Maya... M-Mystic Mayaaa... *sniffle, sniffle*",gs2_036.txt
ごめん‥‥春美ちゃん‥‥,"There, there, Pearls...",gs2_036.txt
わたくし‥‥もうダメです‥‥ ‥‥あああああん‥‥,I... I can't take it... anymore... ...Waaaaaaaaaaaaaaaaaaaaaa...,gs2_036.txt
だいじょうぶだよ！ まだ、チャンスはある。,L-Look! It'll be alright! Everything may still work out.,gs2_036.txt
え‥‥,Hm...?,gs2_036.txt
誘拐犯の要求は、 “無罪判決”のハズだ。,"The condition was that we had to get a ""not guilty"" verdict.",gs2_036.txt
うかつに真宵ちゃんに 手は出せない。,"And so far, the kidnapper has kept his word and hasn't hurt Maya.",gs2_036.txt
‥‥まだオートロさんは、有罪に なったわけじゃないんだからね！,"And he won't because Mr. Engarde hasn't been given a ""guilty"" sentence yet!",gs2_036.txt
うっ‥‥うう‥‥,"Unngg... Nnmff... *sniffle, sniffle*",gs2_036.txt
‥‥泣いてるヒマはないよ。 今は、行動しないと！,Cheer up! We don't have time to stand around crying! We have to get going!,gs2_036.txt
そ‥‥そうですよね。,Y-You're right...,gs2_036.txt
真宵さまは‥‥もっと おツラいんですから！,Mystic Maya is in much more pain than I am!,gs2_036.txt
そうだよ！　じゃあ‥‥,"Yes, that's right. So...",gs2_036.txt
おッ！　あんたたちッ！ まだいたッスね！,"Hey! You guys! Glad I caught you, pal!",gs2_036.txt
お‥‥おひげのけいじさん‥‥,M-Mr. Scruffy Detective...,gs2_036.txt
（春美ちゃんにとって、 イトノコ刑事は‥‥）,(...Oh boy. Looks like Detective Gumshoe...),gs2_036.txt
（“おひげの　けいじ”という 名前のオジさんらしいな）,"(has been dubbed ""Mr. Scruffy Detective"" in Pearls' book now...)",gs2_036.txt
男・糸鋸　圭介。 ハナシがあって来たッス！,"It's just plain ol' ""Mr. Dick Gumshoe"" now, and I came to talk to you, pal!",gs2_036.txt
（いそがしいんだけど‥‥）,(But we're kind of busy right now...),gs2_036.txt
‥‥おッ。ちょっと しおれてるッスね！,"Hey, it's wilting a little!",gs2_036.txt
自分が‥‥自分が、 おいしい水をおごるッス！,"I'll... I'll give it some delicious water, pal!",gs2_036.txt
い、いや。今日は もう、あげましたから‥‥,"Ah, it's OK... I already did that...",gs2_036.txt
‥‥じょうろ、じょうろ‥‥,"...The watering can... Where are you, Mr. Watering Can...?",gs2_036.txt
（‥‥ぼくのゴキゲンをとって どうするつもりだよ‥‥）,"(Did he just call the watering can, ""Mr.""?)",gs2_036.txt
ムズカシイ法律の本が あざ笑うように並んでいる。,Difficult-looking legal books stand in a formidable row. They mock me.,gs2_036.txt
あ。何かホーリツをお調べに なるのですか！,"Oh! Do you need to look something up in one of these law books, Mr. Nick!?",gs2_036.txt
ど、どの本が！ どの本がヒツヨウなのですかッ！,Wh-Which book is it!? Which book do you need!?,gs2_036.txt
ううう‥‥漢字が読めないし、 背もとどきません‥‥,"Umm... I can't read those hard books, and... um... I can't reach them either...",gs2_036.txt
じ、自分なら！　漢字も読めるし 背もとどくッス！,"B-But I can read AND I'm tall, pal!",gs2_036.txt
は、春美ちゃんと 張り合わないでくださいよ。,P-Please stop competing with an 8 year old... It's disturbing...,gs2_036.txt
窓の向かいがわには、 巨大なビルがそびえている。,There is a giant building just outside the window.,gs2_036.txt
“ホテル・バンドー” ゴウカな高級ホテルだ。,"It's the Gatewater Hotel, a high-class, luxury hotel.",gs2_036.txt
ちなみに、事件があったホテルは 最近、街の中心に完成した、,"Actually, the crime happened at the recently completed hotel in the center of town,",gs2_036.txt
ホテル・バンドー・インペリアル。,the Gatewater Imperial Hotel.,gs2_036.txt
‥‥いったい、どこまで デカくなっていくのやら‥‥。,...Just how far are they going to expand their empire...?,gs2_036.txt
ぼくのデスクだ。,My desk.,gs2_036.txt
あまり座る機会がないため、 いやにキチンとかたづいている。,"Since I don't have time to sit, it's unusually clean...",gs2_036.txt
あ。わたくしがゆうべ、 さらにキチンとかたづけました！,Oh! I cleaned it up even more for you last night!,gs2_036.txt
じ、自分が‥‥さらに ゾーキンがけしとくッス！,"B-But I can get it even more cleaner, pal!",gs2_036.txt
きゃあ！　それは おトイレ用の‥‥！,Aaah! That's... That's for the toilet!!,gs2_036.txt
（‥‥おおさわぎだな‥‥）,(What a mess. Literally...),gs2_036.txt
これは‥‥とのさまん・ほい ‥‥ですね。,"This is the... uh... Nickel Samurai, right?",gs2_036.txt
う、うん。《ほい》だね。,"Y-Yeah, that's right.",gs2_036.txt
なるほどくん！,Mr. Nick!,gs2_036.txt
真宵さまの《ほい》に なってくださいね！,"Please take care of Mystic Maya, and be her ""Nickel Samurai"", alright!?",gs2_036.txt
これから、どうするんですか？,"So, what are you going to do from now on?",gs2_036.txt
え？,"Whadaya mean, pal?",gs2_036.txt
クビになったんですよね、刑事。 ‥‥新しいシゴトは？,"Well, you've been fired, right? So, do you have a new job lined up yet?",gs2_036.txt
それッス！　じ、自分は‥‥ どうすればいいッスか！,"Oh, that! A-Ah... What am I supposed to do now, pal!?",gs2_036.txt
次の給料日まで 思いっきり、無収入ッス！,I... I don't have anything coming in at all until my next payday!,gs2_036.txt
な、ナニ言ってるんですか！,Wh-What are you talking about!?,gs2_036.txt
次の給料日なんて 永久に来ませんよ！,You don't have another payday!,gs2_036.txt
とりあえず、アンタのところで はたらくッス！,"I guess that means I'm just gonna half to work here at your place, pal!",gs2_036.txt
え‥‥ええッ！,S-SAY WHAT!?,gs2_036.txt
明日までに、王都楼のムジツを 証明するものを探すッスよね？,"You'll be searching for things that will prove Mr. Engarde's innocence all day, right?",gs2_036.txt
ま、まあ‥‥そうですけど‥‥,W-Well... yeah...,gs2_036.txt
やるッス！ 自分も手伝うッス！,"So yeah! I'm going to help you, pal!",gs2_036.txt
捜査はモチロンのこと、 ルス番だってカンペキッス！,"I've got lots of experience in investigating, and watching over people's places!",gs2_036.txt
あと、カンタンな 料理も、おまかせッス！,"And I'm great at making really simple meals, pal! I'll take care of it all!",gs2_036.txt
おねがいしましょうよ！ なるほどくん。,"Come on, Mr. Nick! Let's let Mr. Scruffy Detective take care of things!",gs2_036.txt
は、はあ‥‥。 ちなみに、得意メニューは？,"A-Ah... OK... By the way, what's your best dish?",gs2_036.txt
ソーメン、ッス。,"Instant noodles, pal.",gs2_036.txt
（‥‥なぜ、ぼくのまわりは めん類好きが集まるんだろう）,"(Why am I surrounded by people who only eat cheap, unhealthy foods...?)",gs2_036.txt
‥‥自分も、あんな御剣検事は はじめて見たッス‥‥,...That was the first time I've ever seen Mr. Edgeworth act like that...,gs2_036.txt
“証人が自殺しても かまわない”なんて‥‥,"Never thought he'd say some- thing like, he didn't care if Ms. Andrews killed herself...",gs2_036.txt
そ、そんなコトを！ なんて、ヒドい‥‥,H-He said that!? That's horrible...,gs2_036.txt
でも、そのおかげで 真実がわかったッス。,"But because of him doing that, we got the truth finally.",gs2_036.txt
‥‥真実‥‥,...The truth...,gs2_036.txt
（最後の霧緒さんの証言‥‥ あれは、真実だったのだろうか）,(Ms. Andrews' last testimony; I wonder if that was the truth...?),gs2_036.txt
たしかに、証言自体に おかしなところはなかった。,I'll give you that there was nothing strange in her testimony itself.,gs2_036.txt
しかし‥‥根本的に ナットクできない点があります。,But... I still think there is something fundamentally wrong with the whole thing.,gs2_036.txt
なんのコト‥‥ッスか？,"You mean about ""that"" thing, pal?",gs2_036.txt
なぜそこまでして、王都楼さんに 罪を着せようとしたか‥‥,"Why would she want to -- no, I mean, almost ""need"" to frame Mr. Engarde...",gs2_036.txt
その理由ですよ。 そんなもの、どこにもない！,I couldn't figure that out from anything she said all day!,gs2_036.txt
じゃ、じゃあ‥‥あの証言は‥‥ ウソだった、と‥‥？,Then... Then you're saying that testimony... was a lie...?,gs2_036.txt
‥‥何かまだ、ウラがあるような 気がするんです。,"Not a lie, per se... It just feels like there's more here than meets the eye.",gs2_036.txt
‥‥御剣なら、それぐらいの シナリオは作るでしょう。,Or that's what Edgeworth would like us to believe...,gs2_036.txt
そ、そんな‥‥きたないコトを！,Th-That's such a dirty trick!,gs2_036.txt
女の検事さんのほうが、 まだマシではないですか！,Even that woman prosecutor was better than that!,gs2_036.txt
（狩魔　冥‥‥）,(Franziska von Karma...),gs2_036.txt
そういえば、彼女‥‥ 狩魔検事はどうなりました？,"Speaking of Ms. von Karma, do you have any more information on her condition?",gs2_036.txt
たしか‥‥ “狙撃された”って！,Wasn't she shot this morning!?,gs2_036.txt
今朝、法廷に向かう途中、 ピストルで撃たれたッス。,"Ms. von Karma was shot today on the way to the trial by a pistol, pal.",gs2_036.txt
