Japanese,English,Note
６月２１日　午前１１時３７分 地方裁判所　被告人第３控え室,"June 21, 11:37 AM District Court Defendant Lobby No. 3",gs2_008.txt
あ‥‥あぶなかった。,"Phew, that was a close one.",gs2_008.txt
なるほどくんの弁護は、 被告席で聞くもんじゃないね。,I know you were giving it your all to defend me.,gs2_008.txt
もう、かぎりなく 死刑の気分だったよ。,But I could feel the death penalty hanging in the air...,gs2_008.txt
ぼくも、 ほとんど死にかけてた。,I felt like I was pretty close to dying myself...,gs2_008.txt
でも、やっぱり なるほどくんはすごいです。,But you were wonderful out there.,gs2_008.txt
耳を疑うようなヘ理屈をこねて、 みなさんをたぶらかすのですから。,"You listened carefully, made theories, and tricked everyone into believing you.",gs2_008.txt
‥‥あ、ありがとう。,Th-Thanks. Wait... Tricked??,gs2_008.txt
あれが、ベンゴシの使う 秘術なのですね‥‥。,"That must be the ""lawyer's"" secret technique, right?",gs2_008.txt
あのさ‥‥。 次に出てくる証人って、やっぱり？,By the way... Is the next witness who I think it is...?,gs2_008.txt
ナツミさんだよ。,"Yeah, I'm pretty sure it's Lotta Hart.",gs2_008.txt
うう‥‥あいかわらずヒドい。,"Oh... Another jam, like always...",gs2_008.txt
ヤクソクだよ、なるほどくん！ きっと助けてね！,"Remember, Nick! You promised you'd save me!",gs2_008.txt
負けたら、お姉ちゃんといっしょに バケて出ちゃうから！,"If you lose, my ghost will come after you with my sis', and we'll haunt you!",gs2_008.txt
おねえさま‥‥？ あの。千尋さまのことですか？,"Your sister...? Um, are you talking about Mystic Mia?",gs2_008.txt
うん。はみちゃん、 知らなかったっけ？,"Yeah. Do you remember her, Pearly?",gs2_008.txt
お姉ちゃんね、エラい 弁護士さんだったんだよ。,My sister was a super good lawyer!,gs2_008.txt
なるほどくんの、お師匠さん。,She was also Nick's teacher.,gs2_008.txt
‥‥そうだったのですか‥‥。,"...Oh, I didn't know that...",gs2_008.txt
同日　午前１１時４３分 地方裁判所　第２法廷,"June 21, 11:43 AM District Court Courtroom No. 2",gs2_008.txt
それでは、審理を再開します。 本日の予定では‥‥,"Court will now reconvene. Now, the first order of...",gs2_008.txt
くほっ！,Oww!,gs2_008.txt
‥‥そんなコトは どうでもよろしい。,"I don't want to hear it, old man.",gs2_008.txt
証人を呼ぶから、 ちょっとダマってなさいな。,"After I call my witness, sit there quietly and watch like a good little boy.",gs2_008.txt
は。,"Y-Yes, sir.",gs2_008.txt
事件当日、霊媒に立ち会っていた カメラマンをここへ！,Bring in the photographer who witnessed the channeling!,gs2_008.txt
証人。名前と職業を。,"Witness. Your name and occupation, if you please.",gs2_008.txt
よっ、ナルホドー。 ひさしぶりィ！,"Hey, Phoenix! How ya doin'?",gs2_008.txt
どうも‥‥,Just fine...,gs2_008.txt
ゴメンなぁ。 ウチ、ついチョーシに‥‥,"Sorry 'bout this. Didn't exactly have a choice, ya know...?",gs2_008.txt
ぎゃあっ！,Yeowza!,gs2_008.txt
‥‥名前と職業。,Name and occupation.,gs2_008.txt
ななな、ナニするんやッ！,I-I declare! What in tarnation!?,gs2_008.txt
裁判長コラ！ ボーリョクやでコレは！,"Hey, Judge! This here is violence against my fair self!",gs2_008.txt
いいんです。,That's fine.,gs2_008.txt
いいコトあるかいッ！ ‥‥それも、ムチやでムチ！,"""That's fine!?"" That ain't fine!! That's a whip!",gs2_008.txt
ぎええっ！,Eaaah!,gs2_008.txt
バカのバカさわぎほど バカげたものはない‥‥。,There's no need for foolish outcries from foolishly foolish fools.,gs2_008.txt
さっさと事件があった日の ことを証言なさい。,Just hurry up and testify about what happened on the day of the murder.,gs2_008.txt
なんや、まだ言うてへんで、 名前と職業‥‥。,I haven't even gotten to say my name and job yet...,gs2_008.txt
カメラマン・大沢木　ナツミ、 証言させてもらいマス！,"The name's Lotta Hart, paranormal photographer, and I'm here to testify!",gs2_008.txt
もっとなごやかに やりましょうよ‥‥,"Now, now, let's all be one big happy family... OK...?",gs2_008.txt
～事件当日について～,-- Witness's Account --,gs2_008.txt
《対面の間》には、被告人と 霧崎センセだけが入ったんや。,Only the Doc and the defendant went into the Channelin' Chamber.,gs2_008.txt
で、扉の前で待っとったら、 バアン！　銃声が聞こえたワケや！,"We were waitin' outside the door and then, ""bang!"" we hear this gunshot!",gs2_008.txt
ナルホドーが扉をコワして、 いっしょに現場に踏みこむと！,"Mr. Lawyer there broke the door down, and we rushed into the room.",gs2_008.txt
殺された被害者と、ピストルを ぶらさげた被告がいたワケや。,"Inside was the dead victim, and the defendant, wavin' a pistol around.",gs2_008.txt
部屋の中には、その２人しか おらんかったで！,"I swear, other than those two, there was no one else in the room.",gs2_008.txt
事件直後の写真は 撮ったのですか？,And did you take a picture of the scene right after the murder took place?,gs2_008.txt
メチャロンやッ！,Reckon course!,gs2_008.txt
え。‥‥なんですか？,Eh? ...Excuse me?,gs2_008.txt
メチャロン。 “メチャ、もちロン”。,"Reckon course! It's short for ""Ya reckon!? Of course I did!""",gs2_008.txt
あぎゃあ！,Aah!,gs2_008.txt
そんなコトは どうでもよろしい。,Does it look like I care?,gs2_008.txt
‥‥さっさと その写真を提出なさい。,Just hurry up and show your picture to the court.,gs2_008.txt
（いよいよだ‥‥。 どんな写真なんだ‥‥？）,(The moment of truth. What will be in that picture?),gs2_008.txt
えーとな。 ‥‥ホラ、コレや！,"Umm, let's see here... This here's the picture!",gs2_008.txt
‥‥ふむう‥‥。,Hmm...,gs2_008.txt
たしかに、被害者と被告の他には、 だれもいませんな‥‥。,It would certainly seem that only the defendant and the victim were in that room.,gs2_008.txt
証拠品《ナツミの写真》のデータを 法廷記録にファイルした。,Lotta's Photo added to the Court Record.,gs2_008.txt
いかがかしら‥‥？ 成歩堂　龍一。,"Are you ready, Mr. Phoenix Wright?",gs2_008.txt
（ギモンはすべて 晴らしてやるさ‥‥）,(I will clear all doubt about Maya through this cross-examination...),gs2_008.txt
（‥‥尋問でな！）,(Just watch me!),gs2_008.txt
～事件当日について～,-- Witness's Account --,gs2_008.txt
《対面の間》には、被告人と 霧崎センセだけが入ったんや。,Only the Doc and the defendant went into the Channelin' Chamber.,gs2_008.txt
で、扉の前で待っとったら、 バアン！　銃声が聞こえたワケや！,"We were waitin' outside the door and then, ""bang!"" we hear this gunshot!",gs2_008.txt
ナルホドーが扉をコワして、 いっしょに現場に踏みこむと！,"Mr. Lawyer there broke the door down, and we rushed into the room.",gs2_008.txt
殺された被害者と、ピストルを ぶらさげた被告がいたワケや。,"Inside was the dead victim, and the defendant, wavin' a pistol around.",gs2_008.txt
部屋の中には、その２人しか おらんかったで！,"I swear, other than those two, there was no one else in the room.",gs2_008.txt
（くそっ！　‥‥どこにも つけいるスキがない‥‥）,(Argh! Her story adds up...),gs2_008.txt
（そもそも、あのときは ぼくも現場にいたんだ）,"(What's worse is that I was there at the scene of the crime at that time too,)",gs2_008.txt
（この証言にウソがないことは、 よくわかってるんだよな‥‥）,(and her story is exactly how I would have told it...),gs2_008.txt
本当に２人だけだったんですか！,Was it really only those two that went in!?,gs2_008.txt
ナニ言ってるの！ 弁護人もその場にいたはずでしょ！,"What are you blabbering about!? You were there too, were you not!?",gs2_008.txt
う。,Urk.,gs2_008.txt
自分で答えなさい！ 本当に２人だけだったの？,Why don't you answer that yourself? Was it really just the two of them?,gs2_008.txt
‥‥ハイ。霧崎先生と真宵ちゃん だけでした‥‥。,...Yes. Dr. Grey and Maya were the only two who went into the room...,gs2_008.txt
こ、こらこら。弁護人が 証言してどうするんですか！,H-Hold on! We can't have the defense testifying against its own client!,gs2_008.txt
とにかく。《対面の間》に入った のは、２人だけだったワケや。,"Anyway, folks, only the two of 'em went into the Channeling Chamber, ya hear?",gs2_008.txt
最初からわかりきったことね。 ‥‥証言をつづけなさい。,"But you knew that from the very beginning, didn't you? ...Witness, continue.",gs2_008.txt
本当に銃声だったんですか！,Was it really a gunshot!?,gs2_008.txt
ナニを言いだすの！ 自分で聞いているはずよ！,Are you insane!? You must have heard it as well!,gs2_008.txt
え。,Urk.,gs2_008.txt
ついでだから証言なさい。 本当に銃声だったの？,"Why don't you testify for the court, Mr. Phoenix Wright? Was it really a gunshot?",gs2_008.txt
‥‥ハイ。銃声のような 音だったと思います‥‥。,...Yes. I think it was something that sounded like a gunshot...,gs2_008.txt
だ、だからどうして弁護人が 証言するんですかッ！,And why are we here listening to the defense testify!?,gs2_008.txt
（‥‥やりにくいな‥‥）,(...And the world becomes just a little crueler...),gs2_008.txt
とにかく、あれは銃声や。 ムカシ、聞いたコトあるし。,"I heard a gunshot a long time ago, so I know. And I tell ya that was a gunshot I heard.",gs2_008.txt
でな。でな。 ここから盛り上がるんや！,"Now, this -- this is where the story heats up!",gs2_008.txt
ナルホドーが扉をコワした！ まちがいありませんか！,"So, let me get this straight! This ""Mr. Lawyer there"" broke the door down!?",gs2_008.txt
‥‥弁護人。 自分で言っててムナしくないの？,"Honestly, Mr. Phoenix Wright. Why don't you tell us what happened, then?",gs2_008.txt
うう‥‥ボクがコワしました。 ゴメンナサイ。,"Um... Yes, Ms. von Karma... I broke the door down. Sorry.",gs2_008.txt
（小学生みたいな気分に なってきた‥‥）,(Why does this feel like an inquisition?),gs2_008.txt
いやー。 あれはグッと来たでえ。,No need for apologizin'! That was great! You're a real man!,gs2_008.txt
‥‥ほほお。 それは見たかったですな。,"Oh, really? That's something I would've liked to see.",gs2_008.txt
（裁判長、ノンキに笑ってる‥‥）,(The judge is smiling rather openly. I'll take that as a good sign...),gs2_008.txt
それで‥‥ 証人が現場で見たものは？,And? What did you see once you broke in?,gs2_008.txt
まちがいなく 被告人・綾里　真宵でしたか！,"Are you sure it was the defendant, Maya Fey!?",gs2_008.txt
そうや。あの子やったわ。,"Sure, I'm sure!",gs2_008.txt
（ナツミさん、 自信マンマンだな‥‥）,(Lotta seems awful confident in her testimony...),gs2_008.txt
ナツミさん！ よく思い出してください。,"Lotta! Please, think back to that day one more time.",gs2_008.txt
な‥‥なんや？,Wh-Whatcha getting' at?,gs2_008.txt
現場に踏みこんだとき、 なんて言いましたっけ‥‥？,Remember what you said when we broke into the room...?,gs2_008.txt
あたしは‥‥殺されたの‥‥,...I was... murdered...,gs2_008.txt
‥‥カシャ！‥‥,*klik*,gs2_008.txt
ナツミさん！ ‥‥こんなときに‥‥,Lotta! At a time like this!?,gs2_008.txt
こんなときだからこそ、や！,Times like this are perfect for snapping up shots!,gs2_008.txt
それより、ど‥‥どういうことや！ この子‥‥真宵はん‥‥なんか？,But anyway... what's going on here!? This gal... Is she... ...Maya!?,gs2_008.txt
あなたは犯人を見たとき、 彼女が綾里　真宵かどうか‥‥,"When you saw the murderer at that time,",gs2_008.txt
ハッキリわからなかった じゃないですか！,you couldn't even tell if it was Maya Fey or not! Am I correct!?,gs2_008.txt
あ、あれ！　そういえば‥‥。,"Ah, um, well, ya see...",gs2_008.txt
静粛に！　‥‥証人。 イイカゲンな発言は困ります！,Order! Ms. Hart! You are here to present accurate testimony!,gs2_008.txt
いや、ゴ‥‥ゴメンな。,"Yeah, ah, s-sorry.",gs2_008.txt
（よし、これで状況は 変わるはずだ‥‥）,(Good. This shifts things back to my side...),gs2_008.txt
アマいわ、成歩堂　龍一‥‥。,"For a defense lawyer, your defense is terribly lacking, Mr. Phoenix Wright.",gs2_008.txt
！,,gs2_008.txt
彼らが《対面の間》に入った ときのことを思い出すの、証人。,Witness. Think back to when those two entered the Channeling Chamber.,gs2_008.txt
“入ったとき”‥‥？,When they entered...?,gs2_008.txt
《対面の間》に入ったのは、 綾里　真宵だったんでしょう？,"One of those people that entered the chamber was Maya Fey, correct?",gs2_008.txt
あっ、そうや！,"Yeah, that's right!",gs2_008.txt
（‥‥たしかに‥‥ あれは真宵ちゃんだったな‥‥）,(Yeah... It was Maya that went in.),gs2_008.txt
ふむう‥‥,Hmm...,gs2_008.txt
どうやら結論は出たようですね。,It looks like we've come to a collective conclusion.,gs2_008.txt
