Japanese,English,Note
１２月２９日　午後　３時　３分 成歩堂法律事務所,"December 29, 3:03 PM Wright & Co. Law Offices",gs2_022.txt
あのさ、なるほどくん。,Umm... Nick?,gs2_022.txt
ん？,What is it?,gs2_022.txt
コクハクしちゃうけど、あたし ニガテなんだよねー、手品。,I've got a confession to make... I'm terrible at figuring out magic tricks...,gs2_022.txt
てじな？,Magic tricks?,gs2_022.txt
うん。ホラ、手品って タネがあるんでしょ、かならず。,"Yep. Magic tricks are by their very definition tricks, right?",gs2_022.txt
でもね。あたし、見てて わかったためしがないもん。,But I can never figure out the tricks when I see them. I'm just not good at it...,gs2_022.txt
そりゃ、プロだから。タネが バレないようにやってるんだよ。,That's because the tricks are performed by pros. They do it so you can't guess the trick.,gs2_022.txt
でも、でも、この前はみちゃんに 見せてもらったのもスゴかったよ！,But but... The trick Pearly showed me was incredible!,gs2_022.txt
春美ちゃんが？ ‥‥へえ。どんなの？,Pearls did a magic trick? Hmm... What kind of trick was it?,gs2_022.txt
あのね。親ユビが‥‥ なんと、取れちゃうんだよ！,Let's see. It looked like she pulled the end of her own thumb off!,gs2_022.txt
‥‥え。,Heh...,gs2_022.txt
まずね。左手の親ユビを 右手でニギるんだよ。,"First she put her right thumb next to her left hand, and then it just separated!",gs2_022.txt
そのまま、えいっ、て モギ取っちゃうの。,She could move it up and down and everything! It was incredible!,gs2_022.txt
こんなふうに？ ‥‥えいっ。,Really? Was it kinda like this...?,gs2_022.txt
うおッ！　すごい！ なるほどくん、魔術師だッ！,"WHAT!? WOW! HOW'D YOU DO THAT!? Nick, you're like a real magician!",gs2_022.txt
‥‥と、まあこんなワケだから、,See this is why I just can't figure out magic... I'm no good at it...,gs2_022.txt
空飛ぶ殺人犯の使った魔術なんて、 あたしムキじゃないな。,Especially hard tricks like flying away from the scene of a murder...,gs2_022.txt
魔術なんて、タネを考えて 見るモノじゃないんだけどな‥‥。,You'll take all the fun out of magic if you keep trying to figure it out.,gs2_022.txt
観葉植物のチャーリーくん。,Charley. A quite decorative plant.,gs2_022.txt
お。なるほどくん、 ちゃんと水、あげてるみたいだね。,"Nick, you've been watering the plant everyday, right?",gs2_022.txt
どれどれ。あたしも ゴチソウしてあげようかな。水。,I've been thinking about watering it too.,gs2_022.txt
‥‥だから、やりすぎだよ、 真宵ちゃん。,"Maya, we don't want to drown poor Charley.",gs2_022.txt
さあ、もっと大きくなるんだよ チャーリーくん。,But he'd get bigger!,gs2_022.txt
（これ以上デカく なられてもなあ‥‥）,(Does she want the office to look like a tropical rain forest or something?),gs2_022.txt
ムズカシイ法律の本が あざ笑うように並んでいる。,Difficult-looking legal books stand in a formidable row. They mock me.,gs2_022.txt
あ、それ。あたし今、 ベンキョウ中なんだよ。ホーリツ。,"Hey! I'm reading that one! You know I'm studying the law now, right!?",gs2_022.txt
本にシオリ、はさんであるから。 ダメだよ、動かしちゃ。,I put that bookmark on the page I was reading... Don't you dare move it!,gs2_022.txt
えッ！　読んでるの？　コレを！,What!? You're reading!? THESE!?,gs2_022.txt
‥‥シオリ、シオリ‥‥って、 コレ？　２ページ目に挟まってる。,"A bookmark, huh... Hmm... You mean this thing? It was only on the second page.",gs2_022.txt
まあね。,"Well, you have to start somewhere right?",gs2_022.txt
でも、１０００ページ以上 あるぞ、この本。,You do realize that you have 1000 pages to go right?,gs2_022.txt
やっぱり、売りはらっちゃおうか。 なるほどくん。,"Maybe you really should sell all these books, Nick.",gs2_022.txt
窓の向かいがわには、 巨大なビルがそびえている。,There is a giant building just outside the window.,gs2_022.txt
“ホテル・バンドー” ゴウカな高級ホテルだ。,"It's the Gatewater Hotel, a high-class, luxury hotel.",gs2_022.txt
最近じゃ、けっこうデカい イベントもやってるらしいよ。,Lately they've been holding huge events at the Gatewater.,gs2_022.txt
すっかり一流に なっちゃったねー。,It seems they've really become a top-class hotel.,gs2_022.txt
あそこのボーイさん、おぼえて いるかな？　あたしたちのこと。,I wonder if that bellboy would remember us?,gs2_022.txt
ぼくのデスクだ。,My desk.,gs2_022.txt
あまり座る機会がないため、 いやにキチンとかたづいている。,"Since I don't have time to sit, it's unusually clean...",gs2_022.txt
‥‥すっかりホコリかぶってるよ。 もうちょっと座ろうよ。,Umm... It's covered with dust. Maybe you should use your desk every now and again.,gs2_022.txt
テレビのヒーロー “トノサマン”のポスター。,"A poster of the newest member of the ""Steel Samurai"" universe.",gs2_022.txt
知ってる？　知ってる？ “トノサマン・ザ・ムービー！”,"You know about the new ""Steel Samurai"" movie they are making, don't you Nick?",gs2_022.txt
ああ、なんか今度 映画化されたらしいね。,"Yeah, I heard that they're making a movie starring the new cast.",gs2_022.txt
ゼッサン上映中だよ なるほどくん。,"It's already out! Critics say, ""Time to commit 'hara-kiri' if you miss this action epic!""",gs2_022.txt
へえ。,You don't say...,gs2_022.txt
今年の“ヒーロー・グランプリ”は トノサマンでキマリだろう、って！,"You know, I bet the star will win this year's Hero of Heroes Grand Prix!!",gs2_022.txt
ふうん。,*yawn* Uh huh...,gs2_022.txt
‥‥わかったよ。今度 見に行くから。,Alright already... I'll go see the movie!!,gs2_022.txt
よーし。 早く事件、カイケツしようね！,Yay! Let's hurry and wrap this case up so we can see it!,gs2_022.txt
それにしても‥‥困ったね。,I don't see any way out of this. We're stuck between a rock and a hard place.,gs2_022.txt
明日までに、犯人が空を飛んだ ナゾを解く、なんてねえ‥‥。,There's no way we can solve the mystery of a criminal flying by tomorrow...,gs2_022.txt
あたし思うんだけど。犯人て、 ホントに空なんか飛んだのかなあ。,I was thinking... Do you really think the criminal flew through the air?,gs2_022.txt
トミーさんだけでしょ？ “見た”って言ってるの。,"The only one who thinks that is Moe, right? He says that he saw it.",gs2_022.txt
そうなんだけど‥‥。,That's true...,gs2_022.txt
あのときのトミーさん、ものすごく 真剣だったしなあ‥‥。,Moe looked awfully serious when he said that.,gs2_022.txt
マックスに罪を 着せたかった、とか‥‥？,Do you think he might be trying to frame Max?,gs2_022.txt
それなら、“彼を見た” って言うだけでじゅうぶんだよ。,"If that was it, he would have simply said ""I saw Max"". That would have been enough.",gs2_022.txt
“飛びました”なんて、 信用されるワケないだろ？,"There's no reason why anyone would believe ""he flew"".",gs2_022.txt
でも‥‥犯人がもし、ホントに 飛んだとしたら‥‥,But... What if the criminal really did fly?,gs2_022.txt
そんなコトできるの、マックスしか いないよ‥‥？,There's only one person who could do that... Max.,gs2_022.txt
（そ、そうなっちゃうのかな‥‥）,"(You're really not helping my confidence here, Maya...)",gs2_022.txt
ベンさんもリロくんもトミーさんも マックスのコト、キライみたい。,"Everyone seems to hate Max. Ben, Trilo, Moe... They all have nothing nice to say.",gs2_022.txt
うーん‥‥。あの魔術師、 あからさまにエラそうだもんな。,"That magician does seem rather full of himself, doesn't he?",gs2_022.txt
“オレがいるから客が入るんだ” ‥‥って、ハナにかけてるし。,Especially when he says things like customers only go to the circus to see him.,gs2_022.txt
ベンさんなんて、ビンで アタマなぐられたしね。,He even hit Ben over the head with a bottle.,gs2_022.txt
‥‥でも。,But...,gs2_022.txt
？,But what?,gs2_022.txt
そんなことぐらいで、 サツジンの罪なんて着せないよ！,But that doesn't seem enough to frame another person for murder!!,gs2_022.txt
そうは言っても、２人とも ウソはついていないぞ。,And it was proven that neither Ben nor Moe lied on the stand.,gs2_022.txt
ベンさんが見たのは、マックスの 衣装を着た団長さんだった‥‥。,"Maybe Ben saw the Ringmaster wearing Max's costume,",gs2_022.txt
でも、トミーさんはハッキリ 見てるんだよね‥‥マックス。,but Moe clearly said that he saw Max himself.,gs2_022.txt
‥‥かろうじて、まだ 光ってるね、それ。,Well... Your badge is still shining. Barely.,gs2_022.txt
もう１、２年もすると、 すっかりくすんじゃうね。,"It may be showing a bit of wear, but I try to take good care of this thing.",gs2_022.txt
それにしてもなるほどくん、 ホントそれ見せるの好きだね。,"You sure do love to show that off, don't you Nick?",gs2_022.txt
あたしなんて、何度 見せつけられたことか。,Who knows how many times you have shown it to me?,gs2_022.txt
（たしかに。‥‥つい 見せちゃうんだよな‥‥）,(She's right... I whip it out at the drop of a hat.),gs2_022.txt
あ。そうそう。 ‥‥この写真だけどさ。,Oh yeah... The picture of the crime scene.,gs2_022.txt
この木箱、なんなのかな。,I wonder what that wooden box is?,gs2_022.txt
たぶん、現場に 置いてあったんだろうね。,It was probably left at the scene.,gs2_022.txt
中には、コショウのビンが 入っていただけ、か。,I can't believe there was only a bottle of pepper in that thing.,gs2_022.txt
いやー、これがどう 事件にカラんでくるのか？,It must be related to the crime somehow...,gs2_022.txt
楽しみだねえ、なるほどくん。,"This is fun, isn't it Nick?",gs2_022.txt
いやいやいや。それを ぼくたちで考えるんだよ。,"Not really... It may be fun to solve mysteries, but don't forget this is a murder case.",gs2_022.txt
うううう‥‥ あたしにはダメっぽいや。,Awww... You're right. I should take things more seriously.,gs2_022.txt
どこからどう見ても マックスのシルクハットだねー。,"No matter how you look at it, this is definitely Max's silk hat.",gs2_022.txt
ハネがついてるしなあ。,There's even a feather stuck in it.,gs2_022.txt
このぼうしも、なんか モンダイがあったよね。,There's something wrong with this hat though.,gs2_022.txt
トミーさんの証言だな。,"Moe's testimony, right?",gs2_022.txt
“犯人は、それをかぶったまま 夜空に消えた”、って。,"""He left the scene wearing that dumb silk hat!""",gs2_022.txt
‥‥ジッサイは、現場に コロがっていたのに。,"That's what he said, but the hat was found on the ground at the scene.",gs2_022.txt
ううう‥‥ナゾだ。,Hmm... This really is a mystery.,gs2_022.txt
ううーん。,Hmm...,gs2_022.txt
どうしたの？,"What's the matter, Maya?",gs2_022.txt
トノサマンのポスターとこれ、 どっちがいいかなあ？,"Which poster is cooler? This one or the ""Steel Samurai"" poster?",gs2_022.txt
ぼくはどっちもイヤだけどな。,I'm not a big fan of either one of them.,gs2_022.txt
やっぱり、弁護士事務所に 魔術師はオカシイかな。,I guess putting a poster of a magician in a law office is kinda strange.,gs2_022.txt
（トノサマンのほうが もっとヘンだろ！）,(No stranger than a poster of a hunk of junk carrying around a spear!),gs2_022.txt
‥‥これを見ると、 シンケンに考えちゃうよねー。,"Looking at this really makes you think about things, doesn't it?",gs2_022.txt
何が？,Like what?,gs2_022.txt
霊媒師なんかやってたって、 こんなにギャラ、もらえないもん。,"No matter how great a medium I become, there is no way I could make this kind of money.",gs2_022.txt
ギャラ、ほしいの？,So it's money you're after?,gs2_022.txt
一度きりの人生だからね。 ゴージャスに行きたいよ！,"You only live life once, right? Well, then you might as well live it fabulously!",gs2_022.txt
いやー、ギャラ３カ月ぶんだよ、 ３カ月ぶん。,Can you believe this cost three months of pay? Three months!!,gs2_022.txt
アイだねー、リロくんの。,Trilo doesn't skimp when it comes to Regina. He's really in love.,gs2_022.txt
本格的なガラス玉らしいからな。 たしかにピカピカ光ってる。,It looks like a real glass stone. Its brilliance is amazing.,gs2_022.txt
こりゃたしかに、ルーサーくんの 大好物だね。,I bet Money would love to get his hands on this again.,gs2_022.txt
（とりあえず、今度 返してあげるか‥‥）,(I'll have to give this back to Trilo sometime...),gs2_022.txt
ひゃあ。マックス、これで 殴ったの？　ベンさん。,Whoa. Max used a broken bottle to crack Ben over the head?,gs2_022.txt
ちがうよ。殴った結果 ビンが割れて、こうなったんだ。,No no no... It broke because Max cracked Ben over the head with it.,gs2_022.txt
