Japanese,English,Note
１２月３０日　午前　９時４１分 地方裁判所　被告人第５控え室,"December 30, 9:41 AM District Court Defendant Lobby No. 5",gs2_024.txt
マックスさん、 おはようございます！,"Good morning, Max.",gs2_024.txt
やや、やあ‥‥ハニイたち。,"Oh... Yeah... Good morning, sweeties...",gs2_024.txt
なんか、元気ないですね。,You don't seem like you're usual sparkling self today.,gs2_024.txt
ほ、本番前は、いつもこうだ。 気にしないでくれたまえ。,I'm always like this before I go in front of an audience... I'm working up to it.,gs2_024.txt
‥‥ふふふ。,Tee hee...,gs2_024.txt
キンチョーしちゃダメだよ マックス。‥‥はい、牛乳。,"Don't get nervous, Maxy... Here, have a glass of milk.",gs2_024.txt
み、ミリカちゃん！,R-Regina!!,gs2_024.txt
おー、ゴージャス！ マイ・スウィート・ハニイ！,How fabulous!! My sweetie pie!! My sweetie pie princess!!,gs2_024.txt
今日は、ボクのステージを見に？,You came to watch my performance today?,gs2_024.txt
うん！,Of course I did!,gs2_024.txt
トミーさんがね。 見ておいたほうがいいから、って。,Moe told me that I should come and watch this.,gs2_024.txt
（トミーさんが‥‥？）,(Moe said that...?),gs2_024.txt
ねえ。今日はどんなステージなの？ ヤッパリ、最後は飛ぶのかなあ。,"So, what kind of performance will you put on today? Lemme guess, you'll fly at the end?",gs2_024.txt
‥‥え。,Uh...,gs2_024.txt
いや、その‥‥ なあ、ハニイたち。,"It's not that kind of show... Isn't that right, my sweeties?",gs2_024.txt
はい？,Huh?,gs2_024.txt
ボクのスウィート・ハニイは もしかして‥‥？,I think my sweetie pie princess doesn't...,gs2_024.txt
知らないみたいですね。 ‥‥ここがどういう場所なのか。,Yeah. She doesn't seem to realize what's going on... Or even where she is...,gs2_024.txt
ジーザス‥‥,Hmm...,gs2_024.txt
あ。そろそろ開演時間だ。,"Well, Max, it looks like it's time to raise the curtain.",gs2_024.txt
‥‥じゃ、あとでね。 ミリカ、今日はお客さまだから。,I'll see you later. Today I'm just a member of the audience!,gs2_024.txt
ゴ、ゴージャス！ ‥‥楽しんでくれたまえ‥‥,F-Fabulous! Enjoy yourself out there!!,gs2_024.txt
がんばってね。マックス！,Good luck Max! You're the best!!,gs2_024.txt
ミリカちゃん、 ‥‥やっぱり変わってるね。,"Regina's different, don't you think, Nick?",gs2_024.txt
ぐっもおにん！,Top of the morning to ya!,gs2_024.txt
‥‥みなさん、 おはようサンバ！,Everybody... Let's get ready to get stuck in legal limbo! How low can you go?,gs2_024.txt
と‥‥トミーさん。,M-Moe.,gs2_024.txt
おはようサンバ！,"Top of the morning to ya, guv'ner.",gs2_024.txt
‥‥お、おはようサンバ。,Uhh... Top of the morning.,gs2_024.txt
そ！　そ！　朝は元気よく！,That's the ticket! Attacking the day starts with energy in the morning!,gs2_024.txt
“早起きは３文の得”‥‥って、 ３文ぽっちかよ！　なーんて。,"The early bird gets the worm. But then again, worms lack higher brain function.",gs2_024.txt
あひゃ。あひゃひゃ！　あひゃ。 ホレ、マックス。牛乳１リットル。,Aha! Aha! Aha! Aha! Here Max! I brought you a present! Have some milk.,gs2_024.txt
うぐおッ！ ‥‥サ、サンキュウ。,Oh my! Thank you!!,gs2_024.txt
どうだいニイちゃん、今日は。,"So how are you today, Wright?",gs2_024.txt
ええ。どうやら、真犯人と 対決することになりそうですよ。,Well... I've got the feeling that today I'm going to face off against the real criminal.,gs2_024.txt
アクロ‥‥なのか？,You mean Acro?,gs2_024.txt
え！　そ、そうなの‥‥,Huh!? You think he did it...?,gs2_024.txt
‥‥気をつけろ。,Be careful...,gs2_024.txt
アイツはいつも、ほそいロープの 上で、イノチを張ってきた。,He's used to putting his life on the line. Literally.,gs2_024.txt
‥‥ドキョウは一流だぞ。,He's got guts to spare.,gs2_024.txt
わたってきたロープのほそさなら、 ぼくにも自信はありますよ。,"If all I've got to worry about is how thin the tightrope is, I'm used to it already...",gs2_024.txt
‥‥おそらく彼には、 ゆさぶりは効かないでしょう。,It just means that I won't be able to press him like I can other witnesses...,gs2_024.txt
え！　ど、どうするの！,"What are you going to do then, Nick!?",gs2_024.txt
今日は、いつもの 心理戦を捨てるよ。,I guess today we'll just have to do without our usual psychological warfare.,gs2_024.txt
‥‥証拠品。彼を追いつめるには、 証拠のチカラしかない。,Today we rely on evidence. It's the only way we'll get past Acro and to the truth.,gs2_024.txt
うう‥‥キビシイなあ‥‥。,You're right... But it's gonna be tough...,gs2_024.txt
‥‥とにかく、たのむぜ。 ミリカに見せてやってくれ。,Anyways... I want you to make sure that Regina sees it all today. It's important.,gs2_024.txt
殺人事件の“現実”を、 たっぷりとな。,Then she'll finally have to deal with the reality of what happened to her father.,gs2_024.txt
‥‥ミリカちゃんに？,You want us to make sure Regina watches?,gs2_024.txt
‥‥そのために、今日は あの子を連れてきたんだ。,Yes. That's why I brought her here to court today.,gs2_024.txt
ど‥‥どういうコトだい？,What's that supposed to mean?,gs2_024.txt
人は、死んだって星にはならない。,"She needs to know that when people die, they don't just become stars.",gs2_024.txt
時代おくれのピエロだって、 そんなの信じてない、ってコトさ。,"I may be an old-fashioned clown, but I don't believe in people becoming stars.",gs2_024.txt
同日　午前１０時 地方裁判所　第２法廷,"December 30, 10:00 AM District Court Courtroom No. 2",gs2_024.txt
マックス・ギャラクティカの 法廷を開廷します。,The court is now in session in the trial of Maximillion Galactica.,gs2_024.txt
検察側、準備完了しているわ。,"The prosecution is ready, Your Honor.",gs2_024.txt
弁護側、準備完了しています。,"The defense is ready, Your Honor.",gs2_024.txt
‥‥では、狩魔検事。 冒頭弁論をおねがいします。,"Very well. Ms. von Karma, you may proceed with your case.",gs2_024.txt
‥‥検察側は、意見を 変えざるをえなくなったわ。,The prosecution would like to revise it's previous theory of events.,gs2_024.txt
ど‥‥どういうことですか？,What's the meaning of this?,gs2_024.txt
新しい証人が現れた。 ‥‥彼もまた、目撃しているの。,"We have discovered a new witness. Or shall I say, a new eyewitness.",gs2_024.txt
‥‥マックス・ギャラクティカが、 犯行現場から飛び去るところを。,One that saw Maximillion Galactica fly off from the scene of the crime.,gs2_024.txt
