Japanese,English,Note
同日　午前１１時３４分 成歩堂法律事務所,"March 21, 11:34 AM Wright & Co. Law Offices",gs2_030.txt
とりあえず、王都楼　真悟の 依頼を受けることはできた。,"Well, at least we were able to get Mr. Matt Engarde as our client.",gs2_030.txt
そして、彼が無実であることも わかった。‥‥重要なことだ。,And we know that he didn't do it... Which is very important...,gs2_030.txt
つ、次は！ 次は、どうすればいいのですか！,So! So now what should we do!?,gs2_030.txt
‥‥審理は明日。 チャンスは一度しかない。,"Well, the trial is tomorrow. And we only get this one chance.",gs2_030.txt
王都楼さんの無実を証明する カクジツな方法は、ひとつ。,There's only one way to prove Mr. Engarde's innocence.,gs2_030.txt
‥‥真犯人を探し出すことだね。,We have to find the real killer.,gs2_030.txt
わかりました！ 探し出しましょうッ！,OK! Then let's start looking!,gs2_030.txt
‥‥あ。わたくし、 お水をあげますね！,Oh! I'll water it!,gs2_030.txt
い、いや。もう ぼくがあげたから‥‥,"Ah, it's OK... I already did that...",gs2_030.txt
‥‥じょうろ、じょうろ‥‥,"...The watering can... Where are you, Mr. Watering Can...?",gs2_030.txt
（春美ちゃん、何かしてないと 不安なんだ‥‥）,(Pearls gets too wound up if she's not doing something to distract herself...),gs2_030.txt
（チャーリーくんには、 ちょっとガマンしてもらうか）,(I hope Charley can withstand Typhoon Pearls...),gs2_030.txt
ムズカシイ法律の本が あざ笑うように並んでいる。,Difficult-looking legal books stand in a formidable row. They mock me.,gs2_030.txt
あ。何かホーリツをお調べに なるのですか！,"Oh! Do you need to look something up in one of these law books, Mr. Nick!?",gs2_030.txt
ど、どの本が！ どの本がヒツヨウなのですかッ！,Wh-Which book is it!? Which book do you need!?,gs2_030.txt
ううう‥‥漢字が読めないし、 背もとどきません‥‥,"Umm... I can't read those hard books, and... um... I can't reach them either...",gs2_030.txt
い、いいよ。 気をつかわなくて。,"I-It's OK, Pearls. Really.",gs2_030.txt
窓の向かいがわには、 巨大なビルがそびえている。,There is a giant building just outside the window.,gs2_030.txt
“ホテル・バンドー” ゴウカな高級ホテルだ。,"It's the Gatewater Hotel, a high-class, luxury hotel.",gs2_030.txt
ちなみに、事件があったホテルは 最近、街の中心に完成した、,"Actually, the crime happened at the recently completed hotel in the center of town,",gs2_030.txt
ホテル・バンドー・インペリアル。,the Gatewater Imperial Hotel.,gs2_030.txt
‥‥いったい、どこまで デカくなっていくのやら‥‥。,...Just how far are they going to expand their empire...?,gs2_030.txt
ぼくのデスクだ。,My desk.,gs2_030.txt
あまり座る機会がないため、 いやにキチンとかたづいている。,"Since I don't have time to sit, it's unusually clean...",gs2_030.txt
あ。わたくしがゆうべ、 さらにキチンとかたづけました！,Oh! I cleaned it up some more for you last night!,gs2_030.txt
‥‥どうしても眠れなくて‥‥,...Because I couldn't sleep...,gs2_030.txt
これは‥‥とのさまん・ほい ‥‥ですね。,This is the Nickel Samurai... right?,gs2_030.txt
う、うん。《ほい》だね。,"Y-Yeah, that's right.",gs2_030.txt
なるほどくん！,Mr. Nick!,gs2_030.txt
真宵さまの《ほい》に なってくださいね！,"Please take care of Mystic Maya, and be her ""Nickel Samurai"", alright!?",gs2_030.txt
サイコ・ロックが 現れなかった、ってコトは‥‥,"Since there were no Psyche- Locks,",gs2_030.txt
オートロさんは無実、 と考えていいんだよね。,then that means we can trust Mr. Engarde to be innocent.,gs2_030.txt
‥‥わたくし、本当に 安心しました。,I really feel much better knowing that.,gs2_030.txt
もし、あのかたがハンニン だったら‥‥,"Ever since last night, I was so worried that I kept wondering...",gs2_030.txt
ゆうべから、そればかり 考えていましたから。,"""What if he is the real killer...? What then...?""",gs2_030.txt
ねえ。ちょっと 聞きたいことがあるんだけど。,"Hey, I have something I want to ask you, Pearls.",gs2_030.txt
はい。なんでしょうか。,"OK, what is it?",gs2_030.txt
どうして、ぼくと真宵ちゃんの ことばかり気にしているの？,Why are you so interested in how Maya and I get along?,gs2_030.txt
ぼくと真宵ちゃんは、 ベツにそのお‥‥,"I mean, she and I don't have anything special go--",gs2_030.txt
え！　な、なんですか！,Huh!? Wh-What do you mean!?,gs2_030.txt
わた、わたくし、 なるほどくんと真宵さまは‥‥,B-But I thought... I thought you and Mystic Maya were...,gs2_030.txt
ちち、ちがうのですか！ まさか、そんなッ‥‥！,I-I've been mistaken all this time!? No way...!,gs2_030.txt
（うわわわ、このあわてぶり、 シャレにならないぞ‥‥）,(Aaaah! She really wasn't kidding! Pearls actually believes Maya and I are...),gs2_030.txt
（‥‥そっとしておいた ほうがいいみたいだな‥‥）,(...Maybe I should've just left it alone...),gs2_030.txt
‥‥もう！　わるい冗談は やめてください！,Mr. Nick! Stop it! Don't hide your true feelings from me!,gs2_030.txt
（‥‥ビンタされた‥‥）,(Ow! She slapped me!!),gs2_030.txt
‥‥それが、ベンゴシさんの 秘宝なのですね。,"That's a lawyer's Sacred Treasure, isn't it?",gs2_030.txt
はい？,I guess?,gs2_030.txt
きっと、わたくしどもの 勾玉のようなフシギなチカラが‥‥,"I feel like it has a mysterious power, just like my Magatama...",gs2_030.txt
（うーん。こういう場合、ユメを こわさないほうがいいのか？）,"(Hmm, well, I guess I can let her think what she wants on this one...)",gs2_030.txt
あの。わたくし、お役に 立ちたいのはやまやまなのですが。,"Um, there are still so many things in this world that I don't understand yet.",gs2_030.txt
‥‥修行が足りません。まだ。,"...Honestly, I still don't have enough training.",gs2_030.txt
い、いいよ。心当たりが ないだけなんだから。,"Ah, no, it's OK. I don't have any ideas myself...",gs2_030.txt
すみません、すみません！,I'm sorry. I'm really sorry!,gs2_030.txt
ああ‥‥真宵さま。 ごブジでしょうか‥‥,"Oh, Mystic Maya... I wonder if you're alright...",gs2_030.txt
だいじょうぶだよ。 あと１日のシンボウだから。,I'm sure she's OK. We have to be patient for just one more day.,gs2_030.txt
かならず、助ける。,I'm sure we can save her. Trust me.,gs2_030.txt
わたくしにできることでしたら、 なんでも言ってくださいね！,"If there's anything I can do, please tell me, OK!?",gs2_030.txt
わたくしも、真宵さまのように 髪を長くしたいのですが、,"To tell you the truth, I really want to grow my hair out, just like Mystic Maya.",gs2_030.txt
おかあさまが ゆるしてくれないのです。,But my mother wouldn't let me.,gs2_030.txt
でも、その髪型も にあってるよ。,I think your hair now suits you perfectly.,gs2_030.txt
そそ、そうですか。 ああ、ありがとうございます。,R-Really? Th-Thank you!,gs2_030.txt
‥‥もじもじ。,"*fidget, fidget*",gs2_030.txt
‥‥もじもじ。,"*fidget, fidget*",gs2_030.txt
あの刑事さんなら、 きっと味方になってくれます！,I'm sure that Mr. Detective would be our ally if we asked!,gs2_030.txt
うん。そうだね。,"Yeah, I think so too.",gs2_030.txt
（思い返してみると、 けっこう長いつきあいだな）,"(Looking back, we've known each other for a while now...)",gs2_030.txt
（たよりないような、 たよりになるような‥‥）,"(He's always been trustworthy... A bit ""off"", but still trustworthy.)",gs2_030.txt
（フシギな刑事さんだ）,(What a paradox.),gs2_030.txt
とてもやさしい目をした おじさんですよね。,"He's a really kind and nice old man, isn't he?",gs2_030.txt
（春美ちゃん、スルドく 見抜くんだよな、ヒトを）,(Pearls is really perceptive when it comes to people...),gs2_030.txt
（“おじさん”てのが 気になるけど‥‥）,"(But what does she mean by ""old man""...?)",gs2_030.txt
春美ちゃん、ぼくは‥‥？,"Hey, Pearls? What about me...?",gs2_030.txt
なんですか？　なるほどくん。,"What about you, Mr. Nick?",gs2_030.txt
（ダメだ。 コワくて聞けない‥‥）,"(On second thought, I don't think I want to hear this...)",gs2_030.txt
同日　某時刻 留置所　面会室,March 21 Detention Center Visitor's Room,gs2_030.txt
ああ、ベンゴシさん。 何かわかりましたか？,"Ah, the lawyer dude. So what did you find out?",gs2_030.txt
え、ええ。まあ‥‥ ちょっと、ようすをうかがいに。,"Um, well... I'm still in the middle of investigating...",gs2_030.txt
そうですか。,I see.,gs2_030.txt
‥‥ボクのほうは、もう お話しできるコト、ないけど。,"...But I've already told you everything I know, dude.",gs2_030.txt
面会のようすを監視する看守だ。,This guard monitors the visitor's room.,gs2_030.txt
何か言いたげに こちらをジッと見ている。,"He's so quiet, you could forget he was even there... If he wasn't watching everything.",gs2_030.txt
‥‥うしろにかくしてるのは‥‥ 色紙とサインペンのようだ。,He's pushed up against the wall... Kinda like a magnet on a refrigerator.,gs2_030.txt
ごていねいに、カメラで 見張っているようだ。,"Smile, you're on candid camera.",gs2_030.txt
オートロさんがたまに チラリと視線を送っている。,Mr. Engarde keeps sneaking glances up at the security camera on the wall...,gs2_030.txt
芸能人の悲しいサガ みたいなものなのかな。,I wonder if he is still trying to be a star?,gs2_030.txt
きのうのことを 聞かせてもらえますか？,Can you tell me about your activities last night?,gs2_030.txt
賞をもらったあとは‥‥ 控え室で休んでいましたよ。,"After I got the award, I took a break and went back to my room.",gs2_030.txt
受賞記念のアトラクション・ ショーがありましたから。,I had that post-ceremony stage show to do.,gs2_030.txt
