Japanese,English,Note
‥‥はあ‥‥　はあ‥‥,...*huff*...*huff*...,gs2_000.txt
‥‥くそっ！ なんでぼくがこんな目に‥‥,Grr!! How did I get into this mess...?,gs2_000.txt
‥‥そこまでだ！‥‥,That's far enough!,gs2_000.txt
‥‥もう、逃がしませぬぞ‥‥ 成歩堂　龍一ッ！,"You can't run forever, Mr. Phoenix Wright!",gs2_000.txt
い‥‥いったい、 ぼくが何をしたと言うんですか！,Wha...!? What have I done wrong!?,gs2_000.txt
‥‥あなたを生かして おくわけには行かない‥‥,I cannot allow you to go on like this!,gs2_000.txt
‥‥‥‥？,,gs2_000.txt
で、でもぼくは、 ただのしがない弁護士ですよ‥‥？,B-But I'm just a simple defense attorney!,gs2_000.txt
問答無用ッ！,Silence!,gs2_000.txt
‥あなたを弁護士とは認めません‥,You are no longer worthy of your title.,gs2_000.txt
９月　８日　午前　９時　８分 地方裁判所　被告人第１控え室,"September 8, 9:08 AM District Court Defendant Lobby No. 1",gs2_000.txt
‥‥ひ、ひどいユメだった‥‥,What a nightmare...,gs2_000.txt
もしかして、 この着信メロディーのせいか？,And I bet it was this ringtone that caused it...,gs2_000.txt
開廷前に、イネムリなんて するもんじゃないな‥‥。,I really shouldn't be dozing off right before a trial starts anyway...,gs2_000.txt
‥‥ピッ‥‥,...*beep*...,gs2_000.txt
あれ。 ‥‥切れちまった‥‥か。,Huh... looks like they hung up.,gs2_000.txt
‥‥やれやれ‥‥ やっと見つけたよ‥‥。,"Ah, good. I finally found it.",gs2_000.txt
‥‥危ないところだったぜ。,"Talk about a close call. I hate to do this to you, but...",gs2_000.txt
悪く思わないでくれたまえよ‥‥ センセイ。,It's nothing personal... Mr. Attorney.,gs2_000.txt
同日　数分後 地方裁判所　被告人第１控え室,A few minutes later... District Court Defendant Lobby No. 1,gs2_000.txt
アタマが‥‥ズキズキする‥‥。,Ouch... My head... It's throbbing...,gs2_000.txt
それに、なんか‥‥ カスミがかかったような‥‥,And why does it feel... so foggy in there...?,gs2_000.txt
おはよーございますッ！,Gooood morning!,gs2_000.txt
うわっ！,Ack!,gs2_000.txt
は、はあ‥‥。 おはようございます‥‥。,Uh... G-Good morning...,gs2_000.txt
どうしたんですかッ！ 元気ないですよッ！,What's wrong!? You don't look well!,gs2_000.txt
ニンゲン、朝一番がカンジンです！ ホラ、ファイトファイト！,People are at their best first thing in the morning! Where's that fighting spirit!?,gs2_000.txt
‥‥うう、すまないけど ドナらないでくれるかな。,"Sorry, but can you please turn the cheeriness down?",gs2_000.txt
なんか‥‥、アタマいたくて。,My head... sort of hurts...,gs2_000.txt
はッ！　了解しましたッ！,Roger that!,gs2_000.txt
‥‥あの。何か‥‥？,Um... Am I in trouble or something?,gs2_000.txt
は？　何か、と言いますと？,"Huh? ""Trouble...?""",gs2_000.txt
い、いやいや。 きみ、婦警さんでしょう？,"W-Wait, never mind. You're a policewoman, right?",gs2_000.txt
何かぼく、悪いコトでも しちゃったのかな、って‥‥。,I thought maybe I had done something wrong...?,gs2_000.txt
なな、ナニ言ってるんですかッ！,Wh-What are you talking about?,gs2_000.txt
ごヤッカイになるのは、 アタシの方ですよッ！,I'm the one in trouble!,gs2_000.txt
‥‥え？,What?,gs2_000.txt
今日はスズキ　マコ、成歩堂さんに この命を預けますからねッ！,"I'm placing my life in your hands today, Mr. Phoenix Wright!",gs2_000.txt
い‥‥イノチ‥‥？,Life... in... my hands...?,gs2_000.txt
ヤクソクしてくれましたよね！ かならず無罪にしてくれるって！,You promised me! You said you would prove that I was not guilty!,gs2_000.txt
む‥‥ムザイ‥‥？,"""N... Not... guilty""?",gs2_000.txt
あらゆる弁護士に見捨てられて、 もーダメ、って思ったそのとき！,Just when I thought all hope was lost; when all the other lawyers had laughed me off...,gs2_000.txt
『ぼくにまかせろ！』のヒトコト。 ‥‥あの、成歩堂　龍一がッスよ！,"""Leave it to me!"" you said! You! The one and only Phoenix Wright came to save the day!",gs2_000.txt
めちゃカンドーしたッス！ ナミダしたッス！,"And just like that, I was moved to tears, sir!",gs2_000.txt
スズキ、一生忘れないッス！,"I'll never forget what you're doing for me, EVER!",gs2_000.txt
（ナニを言ってるんだこの子‥‥）,(What is this girl babbling about...?),gs2_000.txt
じつはスズキ、法廷マニアッス。 特に成歩堂さんの大ファンッス。,"Actually, I really love to watch court proceedings, and I always root for you to win!",gs2_000.txt
非番のときは、よく傍聴に‥‥,"When I'm off duty, I like to come here and...",gs2_000.txt
‥‥‥‥？,,gs2_000.txt
どーしたんですか、さっきから？ アタシのカオばっかり見て。,What's wrong? You've been acting really strange and you keep staring at me.,gs2_000.txt
スズキ、ちょっぴりテレるッス。,"You're making me kind of nervous, sir...",gs2_000.txt
あ、ご‥‥ごめん。,Oh... sorry.,gs2_000.txt
（うーん‥‥これを尋ねると、 エラいコトになりそうだけど）,"(Hmm... I'm afraid to ask, but here goes...)",gs2_000.txt
あの‥‥悪いんだけどさ‥‥。 どなたでしたっけ？　きみ。,"So, this might sound bad, but... uh... Who are you...?",gs2_000.txt
ええええええッ！！,Whaaaaat!?,gs2_000.txt
成歩堂さん！　それはないです！,Mr. Wright!! How can you say that!?,gs2_000.txt
被告席に立とうという女の子に、 そんなジョークかますなんて‥‥,How can you do this to the fragile heart of a girl about to go on trial...?,gs2_000.txt
‥‥ヒドいッ！,You're absolutely horrible!,gs2_000.txt
いや、あの。,"No -- I mean, I didn't mean it like that!",gs2_000.txt
それが弁護士のするコトですかッ！ スズキ、信じられないッス！,"Is this how a defense attorney treats his clients, sir!? I can't believe this!!",gs2_000.txt
いや。だから。 ‥‥人ちがいだよ、弁護士なんて。,"No, it's just... ...Well, I think you have the wrong person.",gs2_000.txt
だってぼくは‥‥,I'm...,gs2_000.txt
"“ぼくは”‥‥なんですか？ ""I'm...""!?",Yes...!?,gs2_000.txt
‥‥ぼくは‥‥‥‥ダレだ？ （な‥‥ナニも思い出せない‥‥）,... I'm... Who am I? (Why am I drawing a blank...?),gs2_000.txt
そろそろ開廷時間です。,The trial will begin shortly.,gs2_000.txt
被告人と弁護人は、 すぐ法廷に入りなさい！,Will the defendant and her lawyer please proceed to the courtroom immediately!,gs2_000.txt
ホラ！　もう時間ですよ！ よろしくおねがいしますねッ！,"The trial's about to start! I'm counting on you in there, OK?",gs2_000.txt
（‥‥これってやっぱり “記憶喪失”ってヤツだよな‥‥）,(Hmm... I guess I must have amnesia...),gs2_000.txt
（とにかく、これまでの話を まとめてみよう‥‥）,(Let's see... What can I piece together...?),gs2_000.txt
（とりあえず‥‥ どうやらぼくは、弁護士らしい）,"(Hmm, from our conversation, I can safely say that I'm probably a defense attorney.)",gs2_000.txt
（そして、 この子を無罪にするなんて‥‥）,"(And that girl... I said I'd prove her ""not guilty""...)",gs2_000.txt
（そんなムセキニンな 約束をしてしまっているようだ）,(I can't believe I made such an irresponsible promise.),gs2_000.txt
‥‥だれか、教えてくれ！,"Aaaaaargh! Someone, please!!",gs2_000.txt
コレはいったい、 なんの冗談なんだ！,Tell me this is just a bad dream!,gs2_000.txt
（しかしそれは、あらゆる意味で なんの冗談でもなかった‥‥）,(Why do I get the feeling this is one dream I won't be waking up from...? *gulp*),gs2_000.txt
同日　午前１０時 地方裁判所　第２法廷,"September 8, 10:00 AM District Court Courtroom No. 2",gs2_000.txt
では、須々木（すずき）　マコ の法廷を開廷します。,Court is now in session for the trial of Maggey Byrde.,gs2_000.txt
検察側、 準備完了しております。,"The prosecution is ready, Your Honor.",gs2_000.txt
どうしましたか？　弁護人。,"What is it, Mr. Wright?",gs2_000.txt
え？　あ‥‥。 もしかして、ぼくですか‥‥？,"Um, er... Are you talking to me...?",gs2_000.txt
他に弁護人がいますか？,Do you see any other defense attorneys here?,gs2_000.txt
（‥‥いないのかなあ、 やっぱり‥‥）,(I guess not. Urk.),gs2_000.txt
で、どうなんですか？ できていますか、準備の方は？,"Now then, are you ready?",gs2_000.txt
（とりあえず『はい』って 言っておくか‥‥）,"(I guess I should say, ""Yes"" for now.)",gs2_000.txt
できていますね？,"Are you ready, Mr. Wright?",gs2_000.txt
はい！ （‥‥って、待てよ‥‥）,"Yes, Your Honor. (... Wait a sec...)",gs2_000.txt
（彼女、“イノチを預ける”とか 言ってたよな‥‥）,(If her life is in my hands...),gs2_000.txt
（イイカゲンなことは 言えないぞ‥‥）,(I should really do the responsible thing...),gs2_000.txt
あの‥‥。,Um...,gs2_000.txt
もし“できていない”って言えば、 これでお開きになるんですか？,"What if I said, ""No""? Would that be alright?",gs2_000.txt
なるわけないでしょう。,Of course it wouldn't!,gs2_000.txt
（じゃあ、最初から聞くなよ！）,(Then why bother asking to begin with??),gs2_000.txt
すみませんけど、 じつはぼく、キオクがですね‥‥,"Actually, you see, Your Honor... My memory is kind of...",gs2_000.txt
弁護人のつごうは聞きません。,The court will not hear the defense's excuses.,gs2_000.txt
被告が婦人警官ということで、 この事件は注目されています。,"Because the defendant is a member of the police, this case is under great scrutiny.",gs2_000.txt
したがって、ジンソクに 解決しなければならない。,"Therefore, we must make this trial fair but swift.",gs2_000.txt
前もって、そう言ったでしょう。 忘れたとは言わせませんよ！,I believe I have told you this before. I hope you're not telling me you've forgotten!,gs2_000.txt
（忘れたと言わせてくれぇ‥‥）,"(Actually, I did...)",gs2_000.txt
では、亜内検事。 冒頭弁論をおねがいします。,"Mr. Payne, your opening statement, please.",gs2_000.txt
はっ。,"Yes, Your Honor.",gs2_000.txt
ごぞんじのように、被告人は 恋人を殺害した罪に問われている。,"As I'm sure you're well aware, the defendant is accused of killing her lover.",gs2_000.txt
しかもその恋人とは、あろうことか 自分と同じ警察官だったのです！,"What's worse, her lover was a fellow police officer!",gs2_000.txt
け、警官を‥‥。 き、きみ、そんなヒドいコトを！,A policeman? You did WHAT to a policeman!?,gs2_000.txt
アタシじゃないですよッ！,It wasn't me!,gs2_000.txt
それに、その。 ベツに町尾さんとは‥‥,"And besides, Dustin and I...",gs2_000.txt
コイビトとか、そんなんじゃ なかったッス。,"We weren't ""lovers"" like that!",gs2_000.txt
‥‥とにかく。,In any case...,gs2_000.txt
検察側は、被告の犯行を カンペキに立証するでしょう！,The prosecution will prove that the guilty party is none other than the defendant!,gs2_000.txt
わかりました。,Very well.,gs2_000.txt
ではさっそく、最初の証人を 呼んでもらいましょう。,"Mr. Payne, please call your first witness.",gs2_000.txt
ふっふっふっ‥‥。 ひさしぶりですね、成歩堂くん。,"Hee, hee, hee. It's been a while, Mr. Wright.",gs2_000.txt
どれだけ成長したか、 私が見てあげましょう。,Let's see what you've learned since last time.,gs2_000.txt
ムネを借りるつもりで かかってきなさい！,"I won't show you any mercy this time, rookie!",gs2_000.txt
‥‥はあ。 （ダレなんだよアンタも！）,Okaaay... (And who are you again!?),gs2_000.txt
では、イトノコギリ刑事を 入廷させてください。,Please bring Detective Dick Gumshoe to the stand.,gs2_000.txt
さあ、おねがいしますねッ、 成歩堂さん！,"Here we go! Don't let me down, Mr. Wright!",gs2_000.txt
（逃げ場なし。 カクゴを決めるか‥‥！）,(Nowhere to hide... I'm sooo dead...),gs2_000.txt
証人。名前と職業を。,"Witness, please state your name and occupation.",gs2_000.txt
自分は、糸鋸　圭介 （いとのこぎりけいすけ）ッス。,"My name is Dick Gumshoe, sir.",gs2_000.txt
所轄署の、殺人事件捜査担当の 刑事ッス。,"I'm the detective in charge of homicides down at the precinct, sir.",gs2_000.txt
元気がありませんね、証人。,"You don't look very well, Detective.",gs2_000.txt
その‥‥。被告のマコ巡査は、 自分の部下だったッスから‥‥。,"Well, sir, the defendant... She works under me, so, you know...",gs2_000.txt
ブカだったの？ ‥‥あの刑事さんの。,You work under that detective?,gs2_000.txt
はッ！　研修時代に、 めんどうを見てもらったッス！,"Yes, sir! And while I was a trainee, he was always watching out for me, sir!",gs2_000.txt
スズキ、一生忘れないッス！ スバラシイ刑事（デカ）ッス！,"He's such a wonderful guy, sir! I'll never forget what he's done for me!",gs2_000.txt
（‥‥どうやら、しゃべりかたに 教育の成果が見られるな）,"(OK, calm down, I believe you.)",gs2_000.txt
では、刑事。,Detective Gumshoe.,gs2_000.txt
